Team,Name,Season,AWS_temp
Washington Wizards,"Baker,Ron",2019,1.3000000000000003
Washington Wizards,"Beal,Bradley",2018,1074.6
Washington Wizards,"Beal,Bradley",2019,1176.2999999999997
Washington Wizards,"Beal,Bradley",2020,913.7000000000002
Washington Wizards,"Bertāns,Dāvis",2020,445.70000000000005
Washington Wizards,"Bonga,Isaac",2020,208.0000000000001
Washington Wizards,"Brown,Troy",2019,156.45000000000002
Washington Wizards,"Brown,Troy",2020,401.4
Washington Wizards,"Bryant,Thomas",2019,532.8000000000001
Washington Wizards,"Bryant,Thomas",2020,325.64999999999986
Washington Wizards,"Chiozza,Chris",2020,32.7
Washington Wizards,"Dekker,Sam",2019,140.99999999999997
Washington Wizards,"Frazier,Tim",2018,218.75000000000009
Washington Wizards,"Gortat,Marcin",2018,585.0
Washington Wizards,"Green,Jeff",2019,535.25
Washington Wizards,"Hachimura,Rui",2020,279.35
Washington Wizards,"Howard,Dwight",2019,77.15
Washington Wizards,"Jenkins,John",2019,4.8
Washington Wizards,"Johnson,Wesley",2019,8.650000000000002
Washington Wizards,"Lawson,Ty",2018,20.3
Washington Wizards,"Mahinmi,Ian",2018,331.75000000000017
Washington Wizards,"Mahinmi,Ian",2019,106.05000000000001
Washington Wizards,"Mahinmi,Ian",2020,216.84999999999997
Washington Wizards,"Mathews,Garrison",2020,49.65
Washington Wizards,"McCullough,Chris",2018,17.049999999999997
Washington Wizards,"McRae,Jordan",2019,81.55
Washington Wizards,"McRae,Jordan",2020,182.25000000000003
Washington Wizards,"Meeks,Jodie",2018,227.5
Washington Wizards,"Miles,C.J.",2020,27.95
Washington Wizards,"Morris,Markieff",2018,556.5000000000001
Washington Wizards,"Morris,Markieff",2019,206.50000000000006
Washington Wizards,"Napier,Shabazz",2020,140.55
Washington Wizards,"Oubre,Kelly",2018,468.50000000000006
Washington Wizards,"Oubre,Kelly",2019,169.75000000000003
Washington Wizards,"Parker,Jabari",2019,267.59999999999997
Washington Wizards,"Pasečņiks,Anžejs",2020,87.1
Washington Wizards,"Payton,Gary",2019,10.400000000000002
Washington Wizards,"Payton,Gary",2020,100.40000000000002
Washington Wizards,"Porter,Otto",2018,755.7500000000001
Washington Wizards,"Porter,Otto",2019,319.05
Washington Wizards,"Portis,Bobby",2019,233.15
Washington Wizards,"Randle,Chasson",2019,156.95
Washington Wizards,"Rivers,Austin",2019,108.85000000000004
Washington Wizards,"Robinson,Devin",2018,1.9
Washington Wizards,"Robinson,Devin",2019,27.550000000000004
Washington Wizards,"Robinson,Jerome",2020,40.35
Washington Wizards,"Robinson,Justin",2020,11.700000000000001
Washington Wizards,"Satoranský,Tomáš",2018,471.4
Washington Wizards,"Satoranský,Tomáš",2019,623.7500000000002
Washington Wizards,"Schofield,Admiral",2020,30.599999999999998
Washington Wizards,"Scott,Mike",2018,390.10000000000025
Washington Wizards,"Sessions,Ramon",2018,61.7
Washington Wizards,"Smith,Ish",2020,419.3999999999999
Washington Wizards,"Smith,Jason",2018,38.800000000000004
Washington Wizards,"Smith,Jason",2019,29.4
Washington Wizards,"Thomas,Isaiah",2020,254.00000000000009
Washington Wizards,"Wagner,Moritz",2020,235.35000000000002
Washington Wizards,"Wall,John",2018,694.0500000000001
Washington Wizards,"Wall,John",2019,452.85
Washington Wizards,"White,Okaro",2019,-0.39999999999999997
Washington Wizards,"Williams,Johnathan",2020,35.400000000000006
