Nombre,Equipo,Sueldo,Temporada
Andrew Bogut,Golden State Warriors,13800000,2016
DeMarre Carroll,Toronto Raptors,13600000,2016
Eric Bledsoe,Phoenix Suns,13500000,2016
Al Jefferson,Charlotte Hornets,13500000,2016
Brandon Knight,Phoenix Suns,13500000,2016
Tony Parker,San Antonio Spurs,13437500,2016
Joakim Noah,Chicago Bulls,13400000,2016
Nicolas Batum,Charlotte Hornets,13125306,2016
Tyson Chandler,Phoenix Suns,13000000,2016
Nene Hilario,Washington Wizards,13000000,2016
Ricky Rubio,Minnesota Timberwolves,12700000,2016
Robin Lopez,New York Knicks,12650000,2016
Rudy Gay,Sacramento Kings,12403101,2016
Serge Ibaka,Oklahoma City Thunder,12250000,2016
Nikola Pekovic,Minnesota Timberwolves,12100000,2016
Kyle Lowry,Toronto Raptors,12000000,2016
Al Horford,Atlanta Hawks,12000000,2016
Amir Johnson,Boston Celtics,12000000,2016
Derrick Favors,Utah Jazz,12000000,2016
Kemba Walker,Charlotte Hornets,12000000,2016
Andre Iguodala,Golden State Warriors,11710456,2016
Stephen Curry,Golden State Warriors,11370786,2016
Nikola Vucevic,Orlando Magic,11250000,2016
Kenneth Faried,Denver Nuggets,11235955,2016
Thaddeus Young,Brooklyn Nets,11235955,2016
Marcin Gortat,Washington Wizards,11217391,2016
Tyreke Evans,New Orleans Pelicans,10734586,2016
Jrue Holiday,New Orleans Pelicans,10595507,2016
Brendan Haywood,Portland Trail Blazers,10522500,2016
Wilson Chandler,Brooklyn Nets,10449438,2016
Monta Ellis,Indiana Pacers,10300000,2016
Luol Deng,Miami Heat,10151612,2016
Gerald Wallace,Philadelphia 76ers,10105855,2016
DeMar DeRozan,Toronto Raptors,10050000,2016
Danny Green,San Antonio Spurs,10000000,2016
Tiago Splitter,Atlanta Hawks,9756250,2016
Jeff Green,Memphis Grizzlies,9650000,2016
Zach Randolph,Memphis Grizzlies,9638555,2016
Mike Conley,Memphis Grizzlies,9588426,2016
Rajon Rondo,Sacramento Kings,9500000,2016
Alec Burks,Utah Jazz,9463484,2016
Omer Asik,New Orleans Pelicans,9213483,2016
Lance Stephenson,Memphis Grizzlies,9000000,2016
Iman Shumpert,Cleveland Cavaliers,8988765,2016
Taj Gibson,Chicago Bulls,8500000,2016
Kevin Garnett,Minnesota Timberwolves,8500000,2016
Ryan Anderson,New Orleans Pelicans,8500000,2016
Brandon Jennings,Orlando Magic,8344497,2016
Dirk Nowitzki,Dallas Mavericks,8333334,2016
Corey Brewer,Houston Rockets,8229375,2016
Trevor Ariza,Houston Rockets,8193030,2016
Channing Frye,Orlando Magic,8193029,2016
Al-Farouq Aminu,Portland Trail Blazers,8042895,2016
Arron Afflalo,New York Knicks,8000000,2016
O.J. Mayo,Milwaukee Bucks,8000000,2016
George Hill,Indiana Pacers,8000000,2016
Markieff Morris,Washington Wizards,8000000,2016
Jeff Teague,Atlanta Hawks,8000000,2016
Ersan Ilyasova,Orlando Magic,7900000,2016
Avery Bradley,Boston Celtics,7730337,2016
Kosta Koufos,Sacramento Kings,7700000,2016
Boris Diaw,San Antonio Spurs,7500000,2016
Pau Gasol,Chicago Bulls,7448760,2016
Jose Calderon,New York Knicks,7402812,2016
JJ Redick,Los Angeles Clippers,7085000,2016
Anthony Davis,New Orleans Pelicans,7070730,2016
Cory Joseph,Toronto Raptors,7000000,2016
Marvin Williams,Charlotte Hornets,7000000,2016
Lou Williams,Los Angeles Lakers,7000000,2016
Rodney Stuckey,Indiana Pacers,7000000,2016
Ed Davis,Portland Trail Blazers,6980802,2016
Isaiah Thomas,Boston Celtics,6912869,2016
Jae Crowder,Boston Celtics,6796117,2016
Greivis Vasquez,Milwaukee Bucks,6600000,2016
Aron Baynes,Detroit Pistons,6500000,2016
Carl Landry,Philadelphia 76ers,6500000,2016
Patrick Beverley,Houston Rockets,6486486,2016
Michael Kidd-Gilchrist,Charlotte Hornets,6331404,2016
Jarrett Jack,Brooklyn Nets,6300000,2016
Jodie Meeks,Detroit Pistons,6270000,2016
Patrick Patterson,Toronto Raptors,6268675,2016
Spencer Hawes,Charlotte Hornets,6110034,2016
Marco Belinelli,Sacramento Kings,6060606,2016
Gerald Henderson,Portland Trail Blazers,6000000,2016
Andrew Wiggins,Minnesota Timberwolves,5758680,2016
Kyle Korver,Atlanta Hawks,5746479,2016
Karl-Anthony Towns,Minnesota Timberwolves,5703600,2016
Bradley Beal,Washington Wizards,5694674,2016
Jamal Crawford,Los Angeles Clippers,5675000,2016
Courtney Lee,Charlotte Hornets,5675000,2016
Martell Webster,New Orleans Pelicans,5613500,2016
Nikola Mirotic,Chicago Bulls,5543725,2016
Shaun Livingston,Golden State Warriors,5543725,2016
Josh McRoberts,Miami Heat,5543725,2016
Mirza Teletovic,Phoenix Suns,5500000,2016
P.J. Tucker,Phoenix Suns,5500000,2016
Brandan Wright,Memphis Grizzlies,5464000,2016
Deron Williams,Dallas Mavericks,5378974,2016
Tim Duncan,San Antonio Spurs,5250000,2016
Nick Young,Los Angeles Lakers,5219169,2016
Zaza Pachulia,Dallas Mavericks,5200000,2016
Victor Oladipo,Orlando Magic,5192520,2016
Tony Allen,Memphis Grizzlies,5158539,2016
Jabari Parker,Milwaukee Bucks,5152440,2016
Dion Waiters,Oklahoma City Thunder,5138430,2016
D'Angelo Russell,Los Angeles Lakers,5103120,2016
Chris Kaman,Portland Trail Blazers,5016000,2016
Darren Collison,Sacramento Kings,5013559,2016
C.J. Watson,Orlando Magic,5000000,2016
Marcus Morris Sr.,Detroit Pistons,5000000,2016
Jonas Jerebko,Boston Celtics,5000000,2016
JR Smith,Cleveland Cavaliers,5000000,2016
Chris Andersen,Memphis Grizzlies,5000000,2016
Timofey Mozgov,Cleveland Cavaliers,4950000,2016
Trevor Booker,Utah Jazz,4775000,2016
Otto Porter Jr.,Washington Wizards,4662960,2016
Jonas Valanciunas,Toronto Raptors,4660482,2016
Joel Embiid,Philadelphia 76ers,4626960,2016
Jahlil Okafor,Philadelphia 76ers,4582680,2016
Kyle Singler,Oklahoma City Thunder,4500000,2016
Mike Dunleavy,Chicago Bulls,4500000,2016
C.J. Miles,Indiana Pacers,4394225,2016
Alexis Ajinca,New Orleans Pelicans,4389607,2016
Jared Dudley,Washington Wizards,4375000,2016
Jameer Nelson,Denver Nuggets,4345000,2016
Mario Chalmers,Memphis Grizzlies,4300000,2016
Jason Smith,Orlando Magic,4300000,2016
J.J. Barea,Dallas Mavericks,4290000,2016
Damian Lillard,Portland Trail Blazers,4236287,2016
Cody Zeller,Charlotte Hornets,4204200,2016
Aaron Gordon,Orlando Magic,4171680,2016
Kristaps Porzingis,New York Knicks,4131720,2016
Vince Carter,Memphis Grizzlies,4088019,2016
Devin Harris,Dallas Mavericks,4053446,2016
Lavoy Allen,Indiana Pacers,4050000,2016
Ian Mahinmi,Indiana Pacers,4000000,2016
Jordan Hill,Indiana Pacers,4000000,2016
Derrick Williams,New York Knicks,4000000,2016
Alan Anderson,Washington Wizards,4000000,2016
Thabo Sefolosha,Atlanta Hawks,4000000,2016
Raymond Felton,Dallas Mavericks,3950313,2016
Nemanja Bjelica,Minnesota Timberwolves,3950001,2016
Harrison Barnes,Golden State Warriors,3873398,2016
Marreese Speights,Golden State Warriors,3815000,2016
Alex Len,Phoenix Suns,3807120,2016
Dante Exum,Cleveland Cavaliers,3777720,2016
Nick Collison,Oklahoma City Thunder,3750000,2016
Kyle O'Quinn,New York Knicks,3750000,2016
Mario Hezonja,Orlando Magic,3741480,2016
Patty Mills,San Antonio Spurs,3578947,2016
Terrence Ross,Toronto Raptors,3553917,2016
Matt Barnes,Memphis Grizzlies,3542500,2016
Will Barton,Denver Nuggets,3533333,2016
Nerlens Noel,Philadelphia 76ers,3457800,2016
Marcus Smart,Boston Celtics,3431040,2016
Bojan Bogdanovic,Brooklyn Nets,3425510,2016
Evan Turner,Boston Celtics,3425510,2016
Willie Cauley-Stein,Sacramento Kings,3398280,2016
Quincy Pondexter,San Antonio Spurs,3382023,2016
Paul Pierce,Los Angeles Clippers,3376000,2016
Anthony Morrow,Oklahoma City Thunder,3344000,2016
Mike Scott,Atlanta Hawks,3333333,2016
Drew Gooden,Washington Wizards,3300000,2016
Andre Drummond,Detroit Pistons,3272091,2016
KJ McDaniels,Houston Rockets,3189794,2016
Ben McLemore,Sacramento Kings,3156600,2016
Randy Foye,Oklahoma City Thunder,3135000,2016
Julius Randle,Los Angeles Lakers,3132240,2016
Austin Rivers,Los Angeles Clippers,3110796,2016
Emmanuel Mudiay,Denver Nuggets,3102240,2016
Meyers Leonard,Portland Trail Blazers,3075880,2016
Norris Cole,New Orleans Pelicans,3036927,2016
Jeremy Lamb,Charlotte Hornets,3034356,2016
Anthony Tolliver,Detroit Pistons,3000000,2016
D.J. Augustin,Oklahoma City Thunder,3000000,2016
Jerryd Bayless,Milwaukee Bucks,3000000,2016
Brandon Bass,Los Angeles Lakers,3000000,2016
John Henson,Milwaukee Bucks,2943221,2016
Tibor Pleiss,Utah Jazz,2900000,2016
Luis Scola,Toronto Raptors,2900000,2016
Maurice Harkless,Portland Trail Blazers,2894059,2016
Kentavious Caldwell-Pope,Detroit Pistons,2891760,2016
Nik Stauskas,Philadelphia 76ers,2869440,2016
Brian Roberts,Charlotte Hornets,2854940,2016
Udonis Haslem,Miami Heat,2854940,2016
Kirk Hinrich,Chicago Bulls,2854940,2016
Dante Cunningham,New Orleans Pelicans,2850000,2016
Stanley Johnson,Detroit Pistons,2841960,2016
Furkan Aldemir,Philadelphia 76ers,2836768,2016
Omri Casspi,Sacramento Kings,2836186,2016
Bismack Biyombo,Toronto Raptors,2814000,2016
Manu Ginobili,San Antonio Spurs,2814000,2016
Darrell Arthur,Denver Nuggets,2814000,2016
Sonny Weems,Phoenix Suns,2814000,2016
Kevin Seraphin,New York Knicks,2814000,2016
Luke Ridnour,Toronto Raptors,2750000,2016
Trey Burke,Utah Jazz,2658240,2016
Noah Vonleh,Portland Trail Blazers,2637720,2016
Tyler Zeller,Boston Celtics,2616975,2016
Frank Kaminsky,Charlotte Hornets,2612520,2016
Jared Sullinger,Boston Celtics,2569260,2016
CJ McCollum,Portland Trail Blazers,2525160,2016
Elfrid Payton,Orlando Magic,2505720,2016
Leandro Barbosa,Golden State Warriors,2500000,2016
James Johnson,Toronto Raptors,2500000,2016
Joel Anthony,Detroit Pistons,2500000,2016
Terrence Jones,Houston Rockets,2489530,2016
Justise Winslow,Miami Heat,2481720,2016
Shelvin Mack,Utah Jazz,2433333,2016
Michael Carter-Williams,Milwaukee Bucks,2399040,2016
Andrew Nicholson,Orlando Magic,2380593,2016
Doug McDermott,Chicago Bulls,2380440,2016
Myles Turner,Indiana Pacers,2357760,2016
Donatas Motiejunas,Houston Rockets,2288205,2016
Evan Fournier,Orlando Magic,2288205,2016
Steven Adams,Oklahoma City Thunder,2279040,2016
Aaron Brooks,Chicago Bulls,2250000,2016
Trey Lyles,Utah Jazz,2239800,2016
Ramon Sessions,Washington Wizards,2170465,2016
Danny Granger,Detroit Pistons,2170465,2016
Beno Udrih,Memphis Grizzlies,2170465,2016
Steve Blake,Detroit Pistons,2170465,2016
Kelly Olynyk,Boston Celtics,2165160,2016
Zach LaVine,Minnesota Timberwolves,2148360,2016
Kendall Marshall,Philadelphia 76ers,2144772,2016
Jeremy Lin,Charlotte Hornets,2139000,2016
Gary Neal,Washington Wizards,2139000,2016
Devin Booker,Phoenix Suns,2127840,2016
Miles Plumlee,Milwaukee Bucks,2109294,2016
Mo Williams,Cleveland Cavaliers,2100000,2016
David Lee,Dallas Mavericks,2085671,2016
Shabazz Muhammad,Minnesota Timberwolves,2056920,2016
Joe Ingles,Utah Jazz,2050000,2016
T.J. Warren,Phoenix Suns,2041080,2016
Perry Jones,New Orleans Pelicans,2038206,2016
Cameron Payne,Oklahoma City Thunder,2021520,2016
Festus Ezeli,Golden State Warriors,2008748,2016
Kent Bazemore,Atlanta Hawks,2000000,2016
DeJuan Blair,Washington Wizards,2000000,2016
Giannis Antetokounmpo,Milwaukee Bucks,1953960,2016
Adreian Payne,Minnesota Timberwolves,1938840,2016
Kelly Oubre Jr.,Washington Wizards,1920240,2016
Lucas Nogueira,Toronto Raptors,1842000,2016
Jusuf Nurkic,Denver Nuggets,1842000,2016
Terry Rozier,Boston Celtics,1824360,2016
Dennis Schroder,Atlanta Hawks,1763400,2016
James Young,Boston Celtics,1749840,2016
Rashad Vaughn,Milwaukee Bucks,1733040,2016
Ryan Kelly,Los Angeles Lakers,1724250,2016
Joffrey Lauvergne,Denver Nuggets,1709719,2016
Zoran Dragic,Boston Celtics,1706225,2016
Tyler Ennis,Milwaukee Bucks,1662360,2016
Sam Dekker,Houston Rockets,1646400,2016
Lance Thomas,New York Knicks,1636842,2016
Lou Amundson,New York Knicks,1635476,2016
Sergey Karasev,Brooklyn Nets,1599840,2016
Gary Harris,Denver Nuggets,1584480,2016
Jerian Grant,New York Knicks,1572360,2016
Tony Snell,Chicago Bulls,1535880,2016
Bruno Caboclo,Toronto Raptors,1524000,2016
Delon Wright,Toronto Raptors,1509360,2016
Wayne Ellington,Brooklyn Nets,1500000,2016
Shane Larkin,Brooklyn Nets,1500000,2016
David West,San Antonio Spurs,1499187,2016
Gorgui Dieng,Minnesota Timberwolves,1474440,2016
Mitch McGary,Oklahoma City Thunder,1463040,2016
Caron Butler,Sacramento Kings,1449187,2016
Justin Anderson,Dallas Mavericks,1449000,2016
Mason Plumlee,Portland Trail Blazers,1415520,2016
Jordan Adams,Memphis Grizzlies,1404600,2016
Bobby Portis,Chicago Bulls,1391160,2016
Andrea Bargnani,Brooklyn Nets,1362897,2016
Solomon Hill,Indiana Pacers,1358880,2016
Rodney Hood,Utah Jazz,1348440,2016
Rondae Hollis-Jefferson,Brooklyn Nets,1335480,2016
Alonzo Gee,New Orleans Pelicans,1320000,2016
Tim Hardaway Jr.,Atlanta Hawks,1304520,2016
Nikola Jokic,Denver Nuggets,1300000,2016
Shabazz Napier,Orlando Magic,1294440,2016
Tyus Jones,Minnesota Timberwolves,1282080,2016
Sasha Kaun,Cleveland Cavaliers,1276000,2016
Brandon Rush,Golden State Warriors,1270964,2016
JaVale McGee,Dallas Mavericks,1270964,2016
Cartier Martin,Detroit Pistons,1270964,2016
Reggie Bullock,Detroit Pistons,1252440,2016
Clint Capela,Houston Rockets,1242720,2016
Jarell Martin,Memphis Grizzlies,1230840,2016
Andre Roberson,Oklahoma City Thunder,1210800,2016
P.J. Hairston,Charlotte Hornets,1201440,2016
Boban Marjanovic,San Antonio Spurs,1200000,2016
Earl Clark,Brooklyn Nets,1185784,2016
Reggie Williams,New Orleans Pelicans,1185784,2016
Rudy Gobert,Utah Jazz,1175880,2016
Jordan Mickey,Boston Celtics,1170960,2016
Toney Douglas,New Orleans Pelicans,1164858,2016
Archie Goodwin,Phoenix Suns,1160160,2016
CJ Wilcox,Los Angeles Clippers,1159680,2016
Larry Nance Jr.,Los Angeles Lakers,1155600,2016
Chris Copeland,Milwaukee Bucks,1150000,2016
Damjan Rudez,Minnesota Timberwolves,1149500,2016
RJ Hunter,Boston Celtics,1148640,2016
Matthew Dellavedova,Cleveland Cavaliers,1147276,2016
Kyle Anderson,San Antonio Spurs,1142880,2016
Josh Huestis,Oklahoma City Thunder,1140240,2016
Chris McCullough,Brooklyn Nets,1140240,2016
Kevon Looney,Golden State Warriors,1131960,2016
Wesley Johnson,Los Angeles Clippers,1100602,2016
Garrett Temple,Washington Wizards,1100602,2016
Luke Babbitt,New Orleans Pelicans,1100602,2016
Henry Walker,Miami Heat,1100602,2016
Jeremy Evans,Dallas Mavericks,1100602,2016
Cole Aldrich,Los Angeles Clippers,1100602,2016
Glenn Robinson III,Indiana Pacers,1100000,2016
Richaun Holmes,Philadelphia 76ers,1074169,2016
Jon Leuer,Phoenix Suns,1035000,2016
James Anderson,Sacramento Kings,1015421,2016
Lester Hudson,Los Angeles Clippers,1015421,2016
E'Twaun Moore,Chicago Bulls,1015421,2016
Jordan Hamilton,New Orleans Pelicans,1015421,2016
Rakeem Christmas,Indiana Pacers,1007026,2016
Joe Young,Indiana Pacers,1007026,2016
Kris Humphries,Washington Wizards,1000000,2016
Montrezl Harrell,Houston Rockets,1000000,2016
Robert Covington,Philadelphia 76ers,1000000,2016
Edy Tavares,Atlanta Hawks,1000000,2016
Hassan Whiteside,Miami Heat,981348,2016
Quincy Acy,Sacramento Kings,981348,2016
Jerel McNeal,Phoenix Suns,981348,2016
John Jenkins,Phoenix Suns,981348,2016
Chris Johnson,Utah Jazz,981348,2016
Robert Sacre,Los Angeles Lakers,981348,2016
Thomas Robinson,Brooklyn Nets,981348,2016
Pablo Prigioni,Los Angeles Clippers,947726,2016
Tyler Hansbrough,Charlotte Hornets,947276,2016
Ish Smith,Philadelphia 76ers,947276,2016
Henry Sims,Brooklyn Nets,947276,2016
Mike Muscala,Atlanta Hawks,947276,2016
Matt Bonner,San Antonio Spurs,947276,2016
Hollis Thompson,Philadelphia 76ers,947276,2016
Grant Jerrett,Portland Trail Blazers,947276,2016
Ronnie Price,Phoenix Suns,947276,2016
Ricky Ledo,New York Knicks,947276,2016
Sasha Vujacic,New York Knicks,947276,2016
Allen Crabbe,Portland Trail Blazers,947276,2016
John Lucas III,Minnesota Timberwolves,947276,2016
Rasual Butler,San Antonio Spurs,947276,2016
Tayshaun Prince,Minnesota Timberwolves,947276,2016
Isaiah Canaan,Philadelphia 76ers,947276,2016
Jared Cunningham,Milwaukee Bucks,947276,2016
Jason Terry,Houston Rockets,947276,2016
Amar'e Stoudemire,Miami Heat,947276,2016
Metta World Peace,Los Angeles Lakers,947276,2016
Luc Mbah a Moute,Los Angeles Clippers,947276,2016
Justin Holiday,Chicago Bulls,947276,2016
Damien Wilkins,Indiana Pacers,947276,2016
Anthony Bennett,Toronto Raptors,947276,2016
Chuck Hayes,Houston Rockets,947276,2016
Chris Babb,Golden State Warriors,947276,2016
Jamaal Franklin,Denver Nuggets,947276,2016
Troy Daniels,Charlotte Hornets,947276,2016
Donald Sloan,Brooklyn Nets,947276,2016
Gerald Green,Miami Heat,947276,2016
Richard Jefferson,Cleveland Cavaliers,947276,2016
Mike Miller,Denver Nuggets,947276,2016
Jeff Withey,Utah Jazz,947276,2016
Seth Curry,Sacramento Kings,947276,2016
Charlie Villanueva,Dallas Mavericks,947276,2016
Samuel Dalembert,Dallas Mavericks,947276,2016
Austin Daye,Cleveland Cavaliers,947276,2016
Kendrick Perkins,New Orleans Pelicans,947276,2016
James Jones,Cleveland Cavaliers,947276,2016
Willie Reed,Brooklyn Nets,947276,2016
Ian Clark,Golden State Warriors,947276,2016
Nate Robinson,New Orleans Pelicans,947276,2016
Josh Smith,Los Angeles Clippers,947276,2016
Dewayne Dedmon,Orlando Magic,947276,2016
Jason Richardson,Atlanta Hawks,947276,2016
Raul Neto,Utah Jazz,900000,2016
Jimmer Fredette,New York Knicks,874837,2016
Damien Inglis,Milwaukee Bucks,855000,2016
Jarnell Stokes,Memphis Grizzlies,845059,2016
Russ Smith,Memphis Grizzlies,845059,2016
Jordan Clarkson,Los Angeles Lakers,845059,2016
Eric Moreland,Sacramento Kings,845059,2016
Markel Brown,Brooklyn Nets,845059,2016
Nick Johnson,San Antonio Spurs,845059,2016
Jack Cooley,Sacramento Kings,845059,2016
Tyler Johnson,Miami Heat,845059,2016
James Michael McAdoo,Golden State Warriors,845059,2016
James Ennis III,Memphis Grizzlies,845059,2016
Cleanthony Early,New York Knicks,845059,2016
Johnny O'Bryant III,Milwaukee Bucks,845059,2016
Spencer Dinwiddie,Detroit Pistons,845059,2016
Joe Harris,Cleveland Cavaliers,845059,2016
Jabari Brown,Milwaukee Bucks,845059,2016
Marcus Landry,Milwaukee Bucks,845059,2016
Keith Benson,Miami Heat,845059,2016
David Stockton,Los Angeles Lakers,845059,2016
JaMychal Green,Memphis Grizzlies,845059,2016
Shayne Whittington,Indiana Pacers,845059,2016
Tarik Black,Los Angeles Lakers,845059,2016
Devyn Marble,Orlando Magic,845059,2016
Adonis Thomas,Detroit Pistons,845059,2016
Langston Galloway,New York Knicks,845059,2016
Cameron Bairstow,Chicago Bulls,845059,2016
Tim Frazier,Portland Trail Blazers,845059,2016
Jerami Grant,Philadelphia 76ers,845059,2016
Elijah Millsap,Utah Jazz,845059,2016
Dwight Powell,Dallas Mavericks,845059,2016
Kostas Papanikolaou,Denver Nuggets,800321,2016
Bryce Cotton,Memphis Grizzlies,700902,2016
Anthony Brown,Los Angeles Lakers,700000,2016
Norman Powell,Toronto Raptors,650000,2016
Pat Connaughton,Portland Trail Blazers,625093,2016
Darrun Hilliard,Detroit Pistons,600000,2016
Jarell Eddie,Washington Wizards,561716,2016
Jarrid Famous,Memphis Grizzlies,525093,2016
Ronald Roberts Jr.,Toronto Raptors,525093,2016
Jonathon Simmons,San Antonio Spurs,525093,2016
Duje Dukan,Sacramento Kings,525093,2016
Deonte Burton,Phoenix Suns,525093,2016
Kyle Casey,Phoenix Suns,525093,2016
Josh Richardson,Miami Heat,525093,2016
Scottie Wilbekin,Philadelphia 76ers,525093,2016
Branden Dawson,Los Angeles Clippers,525093,2016
Melvin Ejim,Orlando Magic,525093,2016
Maurice Ndour,New York Knicks,525093,2016
Shannon Scott,Brooklyn Nets,525093,2016
J.J. O'Brien,Utah Jazz,525093,2016
Greg Whittington,Miami Heat,525093,2016
Corey Hawkins,Miami Heat,525093,2016
Robert Upshaw,Los Angeles Lakers,525093,2016
Jamil Wilson,Los Angeles Lakers,525093,2016
T.J. McConnell,Philadelphia 76ers,525093,2016
Michael Frazier,Houston Rockets,525093,2016
Marcelinho Huertas,Los Angeles Lakers,525093,2016
Luis Montero,Portland Trail Blazers,525093,2016
Christian Wood,Philadelphia 76ers,525093,2016
Aaron Harrison,Charlotte Hornets,525093,2016
Salah Mejri,Dallas Mavericks,525093,2016
Pierre Jackson,Dallas Mavericks,525093,2016
Cristiano Felicio,Chicago Bulls,525093,2016
Cliff Alexander,Portland Trail Blazers,525093,2016
Bo McCalebb,New Orleans Pelicans,525093,2016
Jonathan Holmes,Boston Celtics,525093,2016
Terran Petteway,Atlanta Hawks,525093,2016
Treveon Graham,Atlanta Hawks,525093,2016
Lamar Patterson,Atlanta Hawks,525093,2016
Michael Beasley,Houston Rockets,306527,2016
Steve Novak,Oklahoma City Thunder,295327,2016
Anderson Varejao,Golden State Warriors,289755,2016
JJ Hickson,Washington Wizards,273038,2016
Joe Johnson,Brooklyn Nets,261894,2016
JaKarr Sampson,Philadelphia 76ers,258489,2016
Andre Miller,San Antonio Spurs,250750,2016
Jason Thompson,Toronto Raptors,245177,2016
Ryan Hollins,Memphis Grizzlies,239605,2016
Nazr Mohammed,Oklahoma City Thunder,222888,2016
Ty Lawson,Indiana Pacers,211744,2016
Chase Budinger,Phoenix Suns,206192,2016
Kevin Martin,San Antonio Spurs,200600,2016
Marcus Thornton,Washington Wizards,200600,2016
Andrew Goudelock,Houston Rockets,200600,2016
Jorge Gutierrez,Charlotte Hornets,189455,2016
Bryce Dejean-Jones,New Orleans Pelicans,169883,2016
Tony Wroten,Philadelphia 76ers,167406,2016
Sean Kilpatrick,Brooklyn Nets,134215,2016
