Nombre,Equipo,Sueldo,Temporada
Treveon Graham,Charlotte Hornets,543471,2017
Jonathan Gibson,Dallas Mavericks,469943,2017
Toney Douglas,Memphis Grizzlies,379159,2017
Joel Anthony,San Antonio Spurs,346034,2017
Ryan Kelly,Atlanta Hawks,286785,2017
Ronnie Price,Phoenix Suns,276828,2017
Deron Williams,Dallas Mavericks,259526,2017
Isaiah Taylor,Houston Rockets,255000,2017
Norris Cole,Oklahoma City Thunder,247991,2017
Jose Calderon,Los Angeles Lakers,247991,2017
Lamar Patterson,Atlanta Hawks,246956,2017
Andrew Bogut,Dallas Mavericks,242224,2017
Matt Barnes,Sacramento Kings,242224,2017
Okaro White,Miami Heat,210995,2017
Yogi Ferrell,Brooklyn Nets,207798,2017
Larry Sanders,Cleveland Cavaliers,207722,2017
Jordan Crawford,New Orleans Pelicans,173099,2017
Johnny O'Bryant III,Charlotte Hornets,161483,2017
Chasson Randle,Philadelphia 76ers,143860,2017
Omri Casspi,Sacramento Kings,138414,2017
Briante Weber,Charlotte Hornets,128623,2017
Ray McCallum,Charlotte Hornets,121112,2017
Hollis Thompson,Philadelphia 76ers,115344,2017
Derrick Williams,Miami Heat,115344,2017
Manny Harris,Dallas Mavericks,115344,2017
Shawn Long,Philadelphia 76ers,89513,2017
Wayne Selden,Memphis Grizzlies,83119,2017
Troy Williams,Memphis Grizzlies,76725,2017
Archie Goodwin,Brooklyn Nets,75000,2017
David Nwaba,Los Angeles Lakers,73528,2017
Mike Tobey,Charlotte Hornets,67135,2017
Anthony Brown,Orlando Magic,57672,2017
Justin Harper,Philadelphia 76ers,57672,2017
Alonzo Gee,Denver Nuggets,57672,2017
Jarell Eddie,Phoenix Suns,57672,2017
Jarrett Jack,New Orleans Pelicans,57672,2017
Jarrod Uthoff,Dallas Mavericks,47953,2017
Alex Poythress,Philadelphia 76ers,35166,2017
Gary Payton II,Milwaukee Bucks,35116,2017
Patricio Garino,Orlando Magic,31969,2017
Pierre Jackson,Dallas Mavericks,31969,2017
Marcus Georges-Hunt,Orlando Magic,31969,2017
Elijah Millsap,Phoenix Suns,23069,2017
Quinn Cook,Dallas Mavericks,15984,2017
Axel Toupane,Milwaukee Bucks,15435,2017
Dahntay Jones,Cleveland Cavaliers,5767,2017
Stephen Curry,Golden State Warriors,37457154,2018
Blake Griffin,Los Angeles Clippers,32088932,2018
Paul Millsap,Denver Nuggets,31269231,2018
Kyle Lowry,Toronto Raptors,31200000,2018
Gordon Hayward,Boston Celtics,29727900,2018
Mike Conley,Memphis Grizzlies,28530608,2018
Russell Westbrook,Oklahoma City Thunder,28530608,2018
James Harden,Houston Rockets,28299399,2018
DeMar DeRozan,Toronto Raptors,27739975,2018
Al Horford,Boston Celtics,27734406,2018
Carmelo Anthony,Oklahoma City Thunder,26243760,2018
Damian Lillard,Portland Trail Blazers,26153057,2018
Otto Porter Jr.,Washington Wizards,26011913,2018
Jrue Holiday,New Orleans Pelicans,25686667,2018
Bradley Beal,Washington Wizards,25434263,2018
Andre Drummond,Detroit Pistons,25434263,2018
Hassan Whiteside,Miami Heat,25434262,2018
Joel Embiid,Philadelphia 76ers,25250000,2018
Chris Paul,Houston Rockets,24599495,2018
Giannis Antetokounmpo,Milwaukee Bucks,24157303,2018
Kevin Love,Cleveland Cavaliers,24119025,2018
Nicolas Batum,Charlotte Hornets,24000000,2018
CJ McCollum,Portland Trail Blazers,23962573,2018
Dwight Howard,Charlotte Hornets,23819725,2018
Anthony Davis,New Orleans Pelicans,23775506,2018
Harrison Barnes,Dallas Mavericks,23112004,2018
Chandler Parsons,Memphis Grizzlies,23112004,2018
Brook Lopez,Los Angeles Lakers,22642650,2018
Marc Gasol,Memphis Grizzlies,22642350,2018
DeAndre Jordan,Los Angeles Clippers,22642350,2018
Steven Adams,Oklahoma City Thunder,22471910,2018
Rudy Gobert,Utah Jazz,21924719,2018
Serge Ibaka,Toronto Raptors,21666667,2018
LaMarcus Aldridge,San Antonio Spurs,21461010,2018
Victor Oladipo,Indiana Pacers,21000000,2018
Danilo Gallinari,Los Angeles Clippers,20559599,2018
Ryan Anderson,Houston Rockets,19578455,2018
Paul George,Oklahoma City Thunder,19508958,2018
Jimmy Butler,Minnesota Timberwolves,19301070,2018
Tyler Johnson,Miami Heat,19245370,2018
John Wall,Washington Wizards,19169800,2018
George Hill,Sacramento Kings,19000000,2018
Jeff Teague,Minnesota Timberwolves,19000000,2018
Kyrie Irving,Boston Celtics,18868626,2018
Kawhi Leonard,San Antonio Spurs,18868626,2018
Enes Kanter,New York Knicks,18622514,2018
Joakim Noah,New York Knicks,18530000,2018
Allen Crabbe,Brooklyn Nets,18500000,2018
Goran Dragic,Miami Heat,18109175,2018
Kent Bazemore,Atlanta Hawks,18089887,2018
DeMarcus Cousins,New Orleans Pelicans,18063850,2018
Wesley Matthews,Dallas Mavericks,17884176,2018
Klay Thompson,Golden State Warriors,17826150,2018
Kentavious Caldwell-Pope,Los Angeles Lakers,17745894,2018
Draymond Green,Golden State Warriors,17469565,2018
Tristan Thompson,Cleveland Cavaliers,17469565,2018
Tim Hardaway Jr.,New York Knicks,17325000,2018
Luol Deng,Los Angeles Lakers,17190000,2018
Evan Turner,Portland Trail Blazers,17131148,2018
Reggie Jackson,Detroit Pistons,17043478,2018
Bismack Biyombo,Orlando Magic,17000000,2018
Evan Fournier,Orlando Magic,17000000,2018
Jonas Valanciunas,Toronto Raptors,16539326,2018
Pau Gasol,San Antonio Spurs,16000000,2018
Tobias Harris,Los Angeles Clippers,16000000,2018
Timofey Mozgov,Brooklyn Nets,16000000,2018
Ian Mahinmi,Washington Wizards,15944154,2018
Dennis Schroder,Atlanta Hawks,15500000,2018
Tony Parker,San Antonio Spurs,15453126,2018
DeMarre Carroll,Brooklyn Nets,15400000,2018
Eric Bledsoe,Phoenix Suns,15000000,2018
Andre Iguodala,Golden State Warriors,14814815,2018
JR Smith,Cleveland Cavaliers,14720000,2018
James Johnson,Miami Heat,14651700,2018
Robin Lopez,Chicago Bulls,14357750,2018
Ricky Rubio,Utah Jazz,14275000,2018
Joe Ingles,Utah Jazz,14136364,2018
Gorgui Dieng,Minnesota Timberwolves,14112360,2018
Marvin Williams,Charlotte Hornets,14087500,2018
Mason Plumlee,Denver Nuggets,14041096,2018
Taj Gibson,Minnesota Timberwolves,14000000,2018
Thaddeus Young,Indiana Pacers,13964045,2018
Brandon Knight,Detroit Pistons,13618750,2018
Cody Zeller,Charlotte Hornets,13528090,2018
Tyson Chandler,Phoenix Suns,13000000,2018
Michael Kidd-Gilchrist,Charlotte Hornets,13000000,2018
Eric Gordon,Houston Rockets,12943020,2018
Kenneth Faried,Denver Nuggets,12921348,2018
Marcin Gortat,Washington Wizards,12782609,2018
Nikola Vucevic,Orlando Magic,12750000,2018
Austin Rivers,Los Angeles Clippers,12650000,2018
Kelly Olynyk,Miami Heat,12537527,2018
Jeremy Lin,Brooklyn Nets,12516746,2018
Miles Plumlee,Atlanta Hawks,12500000,2018
Jordan Clarkson,Los Angeles Lakers,12500000,2018
Nikola Mirotic,Chicago Bulls,12500000,2018
Zach Randolph,Sacramento Kings,12307692,2018
Courtney Lee,New York Knicks,12253780,2018
Solomon Hill,New Orleans Pelicans,12236535,2018
Nikola Pekovic,Minnesota Timberwolves,12100000,2018
Wilson Chandler,Denver Nuggets,12016854,2018
Derrick Favors,Utah Jazz,12000000,2018
Kemba Walker,Charlotte Hornets,12000000,2018
Dion Waiters,Miami Heat,11550000,2018
John Henson,Milwaukee Bucks,11327466,2018
Omer Asik,Chicago Bulls,11286516,2018
Monta Ellis,Indiana Pacers,11227000,2018
Alec Burks,Utah Jazz,10845506,2018
Patty Mills,San Antonio Spurs,10714286,2018
Tony Snell,Milwaukee Bucks,10607143,2018
Bojan Bogdanovic,Indiana Pacers,10500000,2018
Terrence Ross,Orlando Magic,10500000,2018
Mirza Teletovic,Milwaukee Bucks,10500000,2018
Robert Covington,Philadelphia 76ers,10464092,2018
Iman Shumpert,Cleveland Cavaliers,10337079,2018
Maurice Harkless,Portland Trail Blazers,10162922,2018
Jon Leuer,Detroit Pistons,10002681,2018
Danny Green,San Antonio Spurs,10000000,2018
Jared Dudley,Phoenix Suns,10000000,2018
Darren Collison,Indiana Pacers,10000000,2018
Al Jefferson,Indiana Pacers,10000000,2018
Meyers Leonard,Portland Trail Blazers,9904495,2018
Matthew Dellavedova,Milwaukee Bucks,9607500,2018
Bogdan Bogdanovic,Sacramento Kings,9412280,2018
Norman Powell,Toronto Raptors,9367200,2018
Josh Richardson,Miami Heat,9367200,2018
Andre Roberson,Oklahoma City Thunder,9259260,2018
Dwight Powell,Dallas Mavericks,9003125,2018
Gerald Henderson,Philadelphia 76ers,9000000,2018
Avery Bradley,Los Angeles Clippers,8808989,2018
Markieff Morris,Washington Wizards,8600000,2018
Jerryd Bayless,Philadelphia 76ers,8575916,2018
JaMychal Green,Memphis Grizzlies,8533333,2018
Cristiano Felicio,Chicago Bulls,8470980,2018
E'Twaun Moore,New Orleans Pelicans,8445024,2018
Rudy Gay,San Antonio Spurs,8406000,2018
Kosta Koufos,Sacramento Kings,8393000,2018
Markelle Fultz,Philadelphia 76ers,8339880,2018
Garrett Temple,Sacramento Kings,8000000,2018
Kevin Garnett,Minnesota Timberwolves,8000000,2018
Yi Jianlian,Los Angeles Lakers,8000000,2018
Vince Carter,Sacramento Kings,8000000,2018
Cory Joseph,Indiana Pacers,7945000,2018
C.J. Miles,Toronto Raptors,7936509,2018
Shaun Livingston,Golden State Warriors,7692308,2018
P.J. Tucker,Houston Rockets,7590035,2018
Corey Brewer,Oklahoma City Thunder,7579366,2018
Andrew Wiggins,Minnesota Timberwolves,7574323,2018
Kyle Korver,Cleveland Cavaliers,7560000,2018
Boris Diaw,Utah Jazz,7500000,2018
Jeremy Lamb,Charlotte Hornets,7488372,2018
Darrell Arthur,Denver Nuggets,7464912,2018
Trevor Ariza,Houston Rockets,7420912,2018
Channing Frye,Los Angeles Lakers,7420912,2018
Festus Ezeli,Portland Trail Blazers,7400000,2018
Al-Farouq Aminu,Portland Trail Blazers,7319035,2018
Cole Aldrich,Minnesota Timberwolves,7300000,2018
D.J. Augustin,Orlando Magic,7250000,2018
Dewayne Dedmon,Atlanta Hawks,7200000,2018
Lance Thomas,New York Knicks,7119650,2018
D'Angelo Russell,Brooklyn Nets,7019698,2018
Lou Williams,Los Angeles Clippers,7000000,2018
Rodney Stuckey,Indiana Pacers,7000000,2018
Langston Galloway,Detroit Pistons,7000000,2018
Boban Marjanovic,Los Angeles Clippers,7000000,2018
Jae Crowder,Utah Jazz,6796117,2018
Carl Landry,Philadelphia 76ers,6500000,2018
Ben Simmons,Philadelphia 76ers,6434520,2018
Tim Duncan,San Antonio Spurs,6393750,2018
Ed Davis,Portland Trail Blazers,6352531,2018
Lonzo Ball,Los Angeles Lakers,6286560,2018
Isaiah Thomas,Los Angeles Lakers,6261395,2018
Karl-Anthony Towns,Minnesota Timberwolves,6216840,2018
Spencer Hawes,Milwaukee Bucks,6061175,2018
Josh McRoberts,Dallas Mavericks,6021175,2018
Shelvin Mack,Orlando Magic,6000000,2018
Jonathon Simmons,Orlando Magic,6000000,2018
Ish Smith,Detroit Pistons,6000000,2018
Alan Williams,Phoenix Suns,6000000,2018
Milos Teodosic,Los Angeles Clippers,6000000,2018
Wesley Johnson,Los Angeles Clippers,5882260,2018
Alex Abrines,Oklahoma City Thunder,5725000,2018
Kristaps Porzingis,New York Knicks,5697054,2018
Jayson Tatum,Boston Celtics,5645400,2018
Jared Sullinger,Phoenix Suns,5628000,2018
Brandon Ingram,Los Angeles Lakers,5519400,2018
Patrick Beverley,Los Angeles Clippers,5513514,2018
Thabo Sefolosha,Utah Jazz,5500000,2018
Jason Smith,Washington Wizards,5450000,2018
Ben McLemore,Memphis Grizzlies,5200000,2018
Patrick Patterson,Oklahoma City Thunder,5192000,2018
Nick Young,Golden State Warriors,5192000,2018
Josh Jackson,Phoenix Suns,5090040,2018
Mike Muscala,Atlanta Hawks,5000000,2018
C.J. Watson,Orlando Magic,5000000,2018
Marcus Morris Sr.,Boston Celtics,5000000,2018
Dirk Nowitzki,Dallas Mavericks,5000000,2018
Dante Exum,Utah Jazz,4992385,2018
Jonathan Isaac,Orlando Magic,4969080,2018
Alexis Ajinca,Los Angeles Clippers,4961798,2018
Jaylen Brown,Boston Celtics,4956480,2018
Mike Dunleavy,Atlanta Hawks,4837500,2018
Kyle Singler,Oklahoma City Thunder,4666500,2018
De'Aaron Fox,Sacramento Kings,4609200,2018
Ron Baker,New York Knicks,4544000,2018
Lauri Markkanen,Chicago Bulls,4536120,2018
Dragan Bender,Phoenix Suns,4468800,2018
Devin Harris,Denver Nuggets,4402546,2018
Justin Holiday,Chicago Bulls,4384616,2018
Greivis Vasquez,Brooklyn Nets,4347826,2018
Jamal Crawford,Minnesota Timberwolves,4328000,2018
Emmanuel Mudiay,New York Knicks,4294480,2018
Kris Dunn,Chicago Bulls,4221000,2018
Nerlens Noel,Dallas Mavericks,4187599,2018
Alex Len,Phoenix Suns,4187599,2018
Frank Ntilikina,New York Knicks,4155720,2018
Julius Randle,Los Angeles Lakers,4149242,2018
Jordan Hill,Minnesota Timberwolves,4000000,2018
Jonas Jerebko,Utah Jazz,4000000,2018
Nemanja Bjelica,Minnesota Timberwolves,3949999,2018
Stanley Johnson,Detroit Pistons,3940402,2018
J.J. Barea,Dallas Mavericks,3903900,2018
Quincy Pondexter,Chicago Bulls,3853931,2018
Willie Cauley-Stein,Sacramento Kings,3704160,2018
Buddy Hield,Sacramento Kings,3675480,2018
Frank Kaminsky,Charlotte Hornets,3627842,2018
Drew Gooden,Washington Wizards,3547000,2018
Will Barton,Denver Nuggets,3533333,2018
Paul Pierce,Los Angeles Clippers,3527920,2018
Mike Miller,Denver Nuggets,3500000,2018
Zaza Pachulia,Golden State Warriors,3477600,2018
Nene Hilario,Houston Rockets,3477600,2018
Jodie Meeks,Washington Wizards,3454500,2018
Justise Winslow,Miami Heat,3448926,2018
Malik Monk,Charlotte Hornets,3447480,2018
Myles Turner,Indiana Pacers,3410284,2018
Troy Daniels,Phoenix Suns,3408520,2018
Jamal Murray,Denver Nuggets,3355320,2018
Elfrid Payton,Phoenix Suns,3332340,2018
Rajon Rondo,New Orleans Pelicans,3300000,2018
Doug McDermott,New York Knicks,3294994,2018
Anthony Tolliver,Detroit Pistons,3290000,2018
Tyreke Evans,Memphis Grizzlies,3290000,2018
Tarik Black,Houston Rockets,3290000,2018
Luke Kennard,Detroit Pistons,3275280,2018
Cameron Payne,Chicago Bulls,3263294,2018
Dennis Smith Jr.,Dallas Mavericks,3218280,2018
Kelly Oubre Jr.,Washington Wizards,3208630,2018
Ekpe Udoh,Utah Jazz,3200000,2018
T.J. Warren,Phoenix Suns,3152931,2018
Marquese Chriss,Phoenix Suns,3073800,2018
Zach Collins,Portland Trail Blazers,3057240,2018
Seth Curry,Dallas Mavericks,3028410,2018
Mindaugas Kuzminskas,New York Knicks,3025035,2018
Tibor Pleiss,Philadelphia 76ers,3000000,2018
Tomas Satoransky,Washington Wizards,3000000,2018
Bam Adebayo,Miami Heat,2955840,2018
Jakob Poeltl,Toronto Raptors,2947320,2018
Jusuf Nurkic,Portland Trail Blazers,2947305,2018
Thon Maker,Milwaukee Bucks,2799720,2018
Cedi Osman,Cleveland Cavaliers,2775000,2018
Domantas Sabonis,Indiana Pacers,2659800,2018
Jerian Grant,Chicago Bulls,2639314,2018
Donovan Mitchell,Utah Jazz,2621280,2018
Gary Harris,Denver Nuggets,2550055,2018
Delon Wright,Toronto Raptors,2536898,2018
D.J. Wilson,Milwaukee Bucks,2534280,2018
Dario Saric,Philadelphia 76ers,2526840,2018
Taurean Prince,Atlanta Hawks,2526840,2018
Justin Anderson,Philadelphia 76ers,2516048,2018
Manu Ginobili,San Antonio Spurs,2500000,2018
Reggie Bullock,Detroit Pistons,2500000,2018
Bobby Portis,Chicago Bulls,2494346,2018
Rondae Hollis-Jefferson,Brooklyn Nets,2470357,2018
Bruno Caboclo,Toronto Raptors,2451225,2018
Kendrick Perkins,Cleveland Cavaliers,2445085,2018
Trey Lyles,Denver Nuggets,2441400,2018
T.J. Leaf,Indiana Pacers,2407560,2018
Justin Jackson,Sacramento Kings,2365560,2018
Shabazz Napier,Portland Trail Blazers,2361360,2018
Clint Capela,Houston Rockets,2334528,2018
Devin Booker,Phoenix Suns,2319360,2018
John Collins,Atlanta Hawks,2299080,2018
Denzel Valentine,Chicago Bulls,2280600,2018
Larry Nance Jr.,Los Angeles Lakers,2272391,2018
Justin Patton,Minnesota Timberwolves,2247480,2018
Guerschon Yabusele,Boston Celtics,2247480,2018
Brandon Jennings,Milwaukee Bucks,2222803,2018
Mo Williams,Denver Nuggets,2194500,2018
Kyle Anderson,San Antonio Spurs,2151704,2018
Darius Miller,New Orleans Pelicans,2100000,2018
Juan Hernangomez,Denver Nuggets,2076840,2018
Sean Kilpatrick,Brooklyn Nets,2054856,2018
Kendall Marshall,Milwaukee Bucks,2048257,2018
OG Anunoby,Toronto Raptors,2034120,2018
Jarrett Allen,Brooklyn Nets,2034120,2018
Terry Rozier,Boston Celtics,1988520,2018
Kevin Seraphin,Indiana Pacers,1974159,2018
Ante Zizic,Cleveland Cavaliers,1952760,2018
Tyler Zeller,Brooklyn Nets,1933941,2018
Rashad Vaughn,Orlando Magic,1889040,2018
Harry Giles III,Sacramento Kings,1859400,2018
Henry Ellenson,Detroit Pistons,1857480,2018
Eric Moreland,Detroit Pistons,1826300,2018
Sam Dekker,Los Angeles Clippers,1794600,2018
Terrance Ferguson,Oklahoma City Thunder,1785000,2018
Furkan Korkmaz,Philadelphia 76ers,1740000,2018
Caris LeVert,Brooklyn Nets,1702800,2018
Malik Beasley,Denver Nuggets,1700640,2018
Spencer Dinwiddie,Brooklyn Nets,1656092,2018
Julyan Stone,Charlotte Hornets,1656092,2018
DeAndre' Bembry,Atlanta Hawks,1634640,2018
Richaun Holmes,Philadelphia 76ers,1600520,2018
T.J. McConnell,Philadelphia 76ers,1600520,2018
Dwight Buycks,Detroit Pistons,1600520,2018
Tyler Lydon,Denver Nuggets,1579440,2018
Archie Goodwin,Portland Trail Blazers,1577230,2018
Ryan Kelly,Atlanta Hawks,1577230,2018
Jeff Withey,Dallas Mavericks,1577230,2018
Malachi Richardson,Toronto Raptors,1569360,2018
Caron Butler,Sacramento Kings,1551659,2018
Willy Hernangomez,Charlotte Hornets,1544951,2018
Pascal Siakam,Toronto Raptors,1544951,2018
Isaiah Taylor,Atlanta Hawks,1544951,2018
Okaro White,Miami Heat,1544951,2018
Troy Williams,New York Knicks,1544951,2018
Trey Burke,New York Knicks,1544951,2018
Quinn Cook,Golden State Warriors,1544951,2018
Rodney McGruder,Miami Heat,1544951,2018
Malcolm Brogdon,Milwaukee Bucks,1544951,2018
Mitch McGary,Oklahoma City Thunder,1526040,2018
Joffrey Lauvergne,San Antonio Spurs,1524305,2018
Johnny O'Bryant III,Charlotte Hornets,1524305,2018
Tyler Ennis,Los Angeles Lakers,1524305,2018
Jerami Grant,Oklahoma City Thunder,1524305,2018
Elijah Millsap,Denver Nuggets,1524305,2018
Marcelinho Huertas,Houston Rockets,1500000,2018
Tyus Jones,Minnesota Timberwolves,1471382,2018
Omri Casspi,Golden State Warriors,1471382,2018
Mario Chalmers,Memphis Grizzlies,1471382,2018
KJ McDaniels,Oklahoma City Thunder,1471382,2018
Raymond Felton,Oklahoma City Thunder,1471382,2018
Nick Collison,Oklahoma City Thunder,1471382,2018
Josh Huestis,Oklahoma City Thunder,1471382,2018
Anthony Morrow,Portland Trail Blazers,1471382,2018
Raul Neto,Utah Jazz,1471382,2018
Kris Humphries,Philadelphia 76ers,1471382,2018
Damjan Rudez,Orlando Magic,1471382,2018
Aaron Brooks,Minnesota Timberwolves,1471382,2018
Pat Connaughton,Portland Trail Blazers,1471382,2018
JaVale McGee,Golden State Warriors,1471382,2018
Montrezl Harrell,Los Angeles Clippers,1471382,2018
Luc Mbah a Moute,Houston Rockets,1471382,2018
Rakeem Christmas,Indiana Pacers,1471382,2018
Damien Wilkins,Indiana Pacers,1471382,2018
Kevon Looney,Golden State Warriors,1471382,2018
Andrew Bogut,Los Angeles Lakers,1471382,2018
David West,Golden State Warriors,1471382,2018
Chris McCullough,Washington Wizards,1471382,2018
Beno Udrih,Detroit Pistons,1471382,2018
Nikola Jokic,Denver Nuggets,1471382,2018
Donald Sloan,Denver Nuggets,1471382,2018
Salah Mejri,Dallas Mavericks,1471382,2018
Maalik Wayns,Dallas Mavericks,1471382,2018
Jarell Martin,Memphis Grizzlies,1471382,2018
Willie Reed,Los Angeles Clippers,1471382,2018
Tony Allen,New Orleans Pelicans,1471382,2018
Axel Toupane,New Orleans Pelicans,1471382,2018
Ian Clark,New Orleans Pelicans,1471382,2018
Perry Jones,New Orleans Pelicans,1471382,2018
Jeremy Evans,Atlanta Hawks,1471382,2018
Caleb Swanigan,Portland Trail Blazers,1465920,2018
Jordan Adams,Memphis Grizzlies,1465080,2018
Richard Jefferson,Denver Nuggets,1454756,2018
Kyle Kuzma,Los Angeles Lakers,1423560,2018
Tony Bradley,Utah Jazz,1414920,2018
Derrick White,San Antonio Spurs,1404600,2018
Josh Hart,Los Angeles Lakers,1394520,2018
Timothe Luwawu-Cabarrot,Philadelphia 76ers,1386600,2018
Josh Smith,New Orleans Pelicans,1379940,2018
Dwayne Bacon,Charlotte Hornets,1378242,2018
Tyler Dorsey,Atlanta Hawks,1378242,2018
Jordan Bell,Golden State Warriors,1378242,2018
Wes Iwundu,Orlando Magic,1378242,2018
Khem Birch,Orlando Magic,1378242,2018
Damyean Dotson,New York Knicks,1378242,2018
Jaylen Morris,Atlanta Hawks,1378242,2018
Sterling Brown,Milwaukee Bucks,1378242,2018
Rodney Purvis,Orlando Magic,1378242,2018
Ike Anigbogu,Indiana Pacers,1378242,2018
Antonius Cleveland,Dallas Mavericks,1378242,2018
Alfonzo McKinnie,Toronto Raptors,1378242,2018
Alex Poythress,Indiana Pacers,1378242,2018
Guillermo Hernangomez,New York Knicks,1350000,2018
Sasha Kaun,Philadelphia 76ers,1333240,2018
Brice Johnson,Memphis Grizzlies,1331160,2018
Jarrod Uthoff,Memphis Grizzlies,1312611,2018
Patrick McCaw,Golden State Warriors,1312611,2018
Kyle Wiltjer,Toronto Raptors,1312611,2018
Daniel Ochefu,Washington Wizards,1312611,2018
Carrick Felix,Washington Wizards,1312611,2018
Davis Bertans,San Antonio Spurs,1312611,2018
Semaj Christon,Oklahoma City Thunder,1312611,2018
Dejounte Murray,San Antonio Spurs,1312611,2018
Bryn Forbes,San Antonio Spurs,1312611,2018
Tyler Ulis,Phoenix Suns,1312611,2018
Yogi Ferrell,Dallas Mavericks,1312611,2018
Chinanu Onuaku,Houston Rockets,1312611,2018
Cheick Diallo,New Orleans Pelicans,1312611,2018
Patricio Garino,Orlando Magic,1312611,2018
Jake Layman,Portland Trail Blazers,1312611,2018
AJ Hammons,Miami Heat,1312611,2018
Stephen Zimmerman,Los Angeles Lakers,1312611,2018
Ivica Zubac,Los Angeles Lakers,1312611,2018
DeQuan Jones,Indiana Pacers,1312611,2018
Deyonta Davis,Memphis Grizzlies,1312611,2018
Andrew Harrison,Memphis Grizzlies,1312611,2018
Chasson Randle,Golden State Warriors,1312611,2018
Michael Gbinije,Golden State Warriors,1312611,2018
Isaiah Whitehead,Brooklyn Nets,1312611,2018
Kalin Lucas,Detroit Pistons,1312611,2018
Dorian Finney-Smith,Dallas Mavericks,1312611,2018
Edy Tavares,Cleveland Cavaliers,1312611,2018
Sheldon Mac,Cleveland Cavaliers,1312611,2018
Diamond Stone,Chicago Bulls,1312611,2018
Paul Zipser,Chicago Bulls,1312611,2018
Wayne Selden,Memphis Grizzlies,1312611,2018
Marcus Georges-Hunt,Minnesota Timberwolves,1312611,2018
Skal Labissiere,Sacramento Kings,1312611,2018
Nicolas Brussino,Atlanta Hawks,1312611,2018
Damian Jones,Golden State Warriors,1312611,2018
Khris Middleton,Milwaukee Bucks,1300000,2018
Semi Ojeleye,Boston Celtics,1291892,2018
Livio Jean-Charles,San Antonio Spurs,1188840,2018
Frank Mason III,Sacramento Kings,1184385,2018
Abdel Nader,Boston Celtics,1167333,2018
Tony Wroten,Memphis Grizzlies,1050961,2018
John Jenkins,New York Knicks,1050961,2018
Chris Johnson,Houston Rockets,1050961,2018
Anthony Bennett,Houston Rockets,1015696,2018
Andrew Goudelock,Houston Rockets,1015696,2018
Isaiah Canaan,Phoenix Suns,997547,2018
Jarnell Stokes,Memphis Grizzlies,980431,2018
Henry Sims,Utah Jazz,980431,2018
Chris Wright,Oklahoma City Thunder,980431,2018
Jordan Farmar,Sacramento Kings,980431,2018
Greg Stiemsma,Portland Trail Blazers,980431,2018
Cory Jefferson,Philadelphia 76ers,980431,2018
Elton Brand,Philadelphia 76ers,980431,2018
Arinze Onuaku,Orlando Magic,980431,2018
Lou Amundson,New York Knicks,980431,2018
Marcus Thornton,Brooklyn Nets,980431,2018
Toure' Murry,Minnesota Timberwolves,980431,2018
John Lucas III,Minnesota Timberwolves,980431,2018
Rasual Butler,Minnesota Timberwolves,980431,2018
Orlando Johnson,Milwaukee Bucks,980431,2018
Xavier Henry,Milwaukee Bucks,980431,2018
Steve Novak,Milwaukee Bucks,980431,2018
Dorell Wright,Los Angeles Clippers,980431,2018
Shayne Whittington,Indiana Pacers,980431,2018
Pablo Prigioni,Houston Rockets,980431,2018
Phil Pressey,Golden State Warriors,980431,2018
Devyn Marble,Golden State Warriors,980431,2018
Elliot Williams,Golden State Warriors,980431,2018
Cameron Bairstow,Detroit Pistons,980431,2018
Jorge Gutierrez,Denver Nuggets,980431,2018
Robbie Hummel,Denver Nuggets,980431,2018
Chris Andersen,Charlotte Hornets,980431,2018
Robert Sacre,New Orleans Pelicans,980431,2018
Will Bynum,Atlanta Hawks,980431,2018
Rade Zagorac,Memphis Grizzlies,950000,2018
Ivan Rabb,Memphis Grizzlies,950000,2018
Reggie Williams,New Orleans Pelicans,895197,2018
DJ Stephens,Memphis Grizzlies,874636,2018
D.J. Kennedy,Memphis Grizzlies,874636,2018
Nick Johnson,San Antonio Spurs,874636,2018
Duje Dukan,Sacramento Kings,874636,2018
Grant Jerrett,Portland Trail Blazers,874636,2018
Branden Dawson,Orlando Magic,874636,2018
Kevin Murphy,Orlando Magic,874636,2018
J.J. O'Brien,Milwaukee Bucks,874636,2018
Keith Benson,Miami Heat,874636,2018
Christian Wood,Detroit Pistons,874636,2018
Jordan McRae,Detroit Pistons,874636,2018
Cliff Alexander,New Orleans Pelicans,874636,2018
Gerald Green,Houston Rockets,872854,2018
Luke Petrasek,Charlotte Hornets,815615,2018
T.J. Williams,Charlotte Hornets,815615,2018
Terry Henderson,Charlotte Hornets,815615,2018
Dillon Brooks,Memphis Grizzlies,815615,2018
Dakari Johnson,Oklahoma City Thunder,815615,2018
Xavier Rathan-Mayes,Memphis Grizzlies,815615,2018
Thomas Bryant,Los Angeles Lakers,815615,2018
Erik McCree,Utah Jazz,815615,2018
Royce O'Neale,Utah Jazz,815615,2018
Rashawn Thomas,Oklahoma City Thunder,815615,2018
Bryce Alford,Oklahoma City Thunder,815615,2018
Brandon Paul,San Antonio Spurs,815615,2018
Matt Jones,Sacramento Kings,815615,2018
Cameron Oliver,Portland Trail Blazers,815615,2018
Troy Caupain,Portland Trail Blazers,815615,2018
Jawun Evans,Los Angeles Clippers,815615,2018
Peter Jok,Phoenix Suns,815615,2018
James Blackmon Jr.,Philadelphia 76ers,815615,2018
Isaiah Briscoe,Orlando Magic,815615,2018
JeQuan Lewis,Milwaukee Bucks,815615,2018
Davon Reed,Phoenix Suns,815615,2018
