homeTeam,VisitorTeam,IDPartido,fecha,localPoints,visitorPoints,Local victory,LOCAL_victorias,LOCAL_derrotas,LOCAL_porcentajeVictorias,LOCAL_posicion,LOCAL_Posicion_conferencia,LOCAL_Posicion_division,LOCAL_Victorias_conferencia,LOCAL_Derrotas_conferencia,LOCAL_Victorias_division,LOCAL_Derrotas_division,LOCAL_Victorias_Local,LOCAL_Derrotas_local,LOCAL_Victorias_visitante,LOCAL_Derrotas_Visitante,LOCAL_Ultimos10Victorias,LOCAL_Ultimos10Derrotas,LOCAL_Racha,VISITANTE_victorias,VISITANTE_derrotas,VISITANTE_porcentajeVictorias,VISITANTE_posicion,VISITANTE_Posicion_conferencia,VISITANTE_Posicion_division,VISITANTE_Victorias_conferencia,VISITANTE_Derrotas_conferencia,VISITANTE_Victorias_division,VISITANTE_Derrotas_division,VISITANTE_Victorias_Local,VISITANTE_Derrotas_local,VISITANTE_Victorias_visitante,VISITANTE_Derrotas_Visitante,VISITANTE_Ultimos10Victorias,VISITANTE_Ultimos10Derrotas,VISITANTE_Racha,Conferencia_LOCAL,Division_LOCAL,Conferencia_VISITANTE,Division_VISITANTE
nan,nan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1610612741,1610612751,0021800460,20181219,93,96,0,7,25,.219,30,15,5,4,14,1,6,4,12,3,13,2,8,2,15,18,.455,22,9,4,12,7,5,2,7,10,8,8,7,3,7,east,central,east,atlantic
1610612751,1610612754,0021800471,20181221,106,114,0,15,19,.441,23,10,4,12,8,5,2,7,11,8,8,7,3,1,21,12,.636,6,3,2,15,5,4,2,11,5,10,7,8,2,1,east,atlantic,east,central
1610612751,1610612756,0021800489,20181223,111,103,1,16,19,.457,21,9,4,12,8,5,2,8,11,8,8,8,2,1,8,26,.235,30,15,5,5,15,0,6,5,11,3,15,4,6,2,east,atlantic,west,pacific
1610612751,1610612766,0021800505,20181226,134,132,1,17,19,.472,21,9,4,13,8,5,2,9,11,8,8,9,1,2,16,17,.485,18,7,1,15,11,5,1,12,7,4,10,5,5,2,east,atlantic,east,southeast
1610612766,1610612751,0021800517,20181228,100,87,1,17,17,.500,16,6,1,16,11,5,1,13,7,4,10,6,4,1,17,20,.459,21,9,4,13,9,5,2,9,11,8,9,8,2,1,east,southeast,east,atlantic
1610612749,1610612751,0021800527,20181229,129,115,1,25,10,.714,1,1,1,17,5,7,1,16,3,9,7,8,2,3,17,21,.447,22,9,4,13,10,5,2,9,11,8,10,7,3,2,east,central,east,atlantic
1610612751,1610612740,0021800557,20190102,126,121,1,18,21,.462,21,9,4,13,10,5,2,10,11,8,10,7,3,1,17,22,.436,24,14,5,10,13,4,4,13,6,4,16,3,7,1,east,atlantic,west,southwest
1610612763,1610612751,0021800570,20190104,100,109,0,18,20,.474,20,11,3,12,12,3,2,10,9,8,11,2,8,4,19,21,.475,18,8,4,13,10,5,2,10,11,9,10,7,3,2,west,southwest,east,atlantic
1610612741,1610612751,0021800584,20190106,100,117,0,10,30,.250,28,14,4,7,18,2,7,5,16,5,14,3,7,4,20,21,.488,16,7,4,14,10,5,2,10,11,10,10,7,3,3,east,central,east,atlantic
1610612761,1610612751,0021800624,20190111,122,105,1,32,12,.727,1,1,1,21,7,5,3,18,4,14,8,7,3,4,21,23,.477,17,7,4,15,12,5,4,11,11,10,12,6,4,1,east,atlantic,east,atlantic
1610612745,1610612751,0021800659,20190116,142,145,0,25,19,.568,10,5,1,16,12,6,4,16,7,9,12,6,4,1,23,23,.500,16,7,4,16,12,6,4,12,11,11,12,6,4,2,west,southwest,east,atlantic
1610612753,1610612751,0021800673,20190118,115,117,0,19,26,.422,24,11,4,13,12,3,4,12,12,7,14,3,7,2,24,23,.511,15,6,4,17,12,6,4,12,11,12,12,7,3,3,east,southeast,east,atlantic
1610612751,1610612758,0021800696,20190121,123,94,1,25,23,.521,14,6,4,17,12,6,4,13,11,12,12,8,2,4,24,23,.511,16,10,4,13,18,2,8,14,10,10,13,5,5,1,east,atlantic,west,pacific
1610612751,1610612753,0021800708,20190123,114,110,1,26,23,.531,14,6,4,18,12,6,4,14,11,12,12,8,2,5,20,28,.417,24,11,4,14,14,4,4,12,13,8,15,3,7,1,east,atlantic,east,southeast
1610612751,1610612752,0021800721,20190125,109,99,1,27,23,.540,14,6,4,19,12,7,4,15,11,12,12,8,2,6,10,37,.213,29,14,5,6,26,2,9,4,16,6,21,1,9,8,east,atlantic,east,atlantic
1610612751,1610612741,0021800752,20190129,122,117,1,28,24,.538,14,6,4,20,13,7,5,16,11,12,13,8,2,1,11,40,.216,27,13,4,8,22,3,8,5,20,6,20,1,9,4,east,atlantic,east,central
1610612759,1610612751,0021800767,20190131,117,114,1,31,22,.585,10,5,1,22,15,6,5,21,7,10,15,6,4,4,28,25,.528,14,6,4,20,13,7,5,16,11,12,14,7,3,1,west,southwest,east,atlantic
1610612753,1610612751,0021800777,20190202,102,89,1,22,31,.415,24,11,4,16,15,4,5,14,15,8,16,3,7,2,28,26,.519,14,6,4,20,14,7,5,16,11,12,15,7,3,2,east,southeast,east,atlantic
1610612751,1610612749,0021800792,20190204,94,113,0,28,27,.509,15,6,4,20,15,7,5,16,12,12,15,6,4,3,39,13,.750,1,1,1,27,7,9,1,22,4,17,9,9,1,4,east,atlantic,east,central
1610612751,1610612743,0021800804,20190206,135,130,1,29,27,.518,15,6,4,20,15,7,5,17,12,12,15,6,4,1,37,17,.685,4,2,1,23,10,7,1,23,4,14,13,7,3,2,east,atlantic,west,northwest
1610612751,1610612741,0021800820,20190208,106,125,0,29,28,.509,15,6,4,20,16,7,5,17,13,12,15,5,5,1,13,42,.236,27,13,4,10,23,3,8,5,21,8,21,3,7,1,east,atlantic,east,central
1610612761,1610612751,0021800842,20190211,127,125,1,42,16,.724,3,2,1,26,10,8,4,23,5,19,11,7,3,5,29,29,.500,15,6,4,20,17,7,6,17,13,12,16,4,6,2,east,atlantic,east,atlantic
1610612739,1610612751,0021800853,20190213,139,148,0,12,46,.207,28,14,5,10,29,2,10,7,22,5,24,3,7,1,30,29,.508,15,6,4,21,17,7,6,17,13,13,16,4,6,1,east,central,east,atlantic
1610612751,1610612757,0021800869,20190221,99,113,0,30,30,.500,15,6,4,21,17,7,6,17,14,13,16,3,7,1,35,23,.603,9,4,3,20,19,4,8,24,8,11,15,6,4,2,east,atlantic,west,northwest
1610612766,1610612751,0021800884,20190223,115,117,0,28,31,.475,18,8,1,21,18,8,3,20,10,8,21,4,6,1,31,30,.508,15,6,4,22,17,7,6,17,14,14,16,4,6,1,east,southeast,east,atlantic
1610612751,1610612759,0021800900,20190225,101,85,1,32,30,.516,15,6,4,22,17,7,6,18,14,14,16,4,6,2,33,29,.532,13,8,2,24,19,8,5,22,7,11,22,3,7,3,east,atlantic,west,southwest
1610612751,1610612764,0021800914,20190227,116,125,0,32,31,.508,14,6,4,22,18,7,6,18,15,14,16,4,6,1,25,36,.410,24,11,4,18,25,6,6,17,12,8,24,3,7,1,east,atlantic,east,southeast
1610612751,1610612766,0021800929,20190301,112,123,0,32,32,.500,14,6,4,22,19,7,6,18,16,14,16,4,6,2,29,33,.468,18,8,1,22,18,8,3,20,12,9,21,3,7,1,east,atlantic,east,southeast
1610612748,1610612751,0021800937,20190302,117,88,1,28,34,.452,21,10,3,15,21,3,8,13,18,15,16,3,7,1,32,33,.492,15,6,4,22,20,7,6,18,16,14,17,4,6,3,east,southeast,east,atlantic
1610612751,1610612742,0021800952,20190304,127,88,1,33,33,.500,15,7,4,22,20,7,6,19,16,14,17,4,6,1,27,36,.429,23,13,4,14,24,3,7,21,11,6,25,2,8,2,east,atlantic,west,southwest
1610612751,1610612739,0021800969,20190306,113,107,1,34,33,.507,15,7,4,23,20,7,6,20,16,14,17,5,5,2,16,49,.246,28,14,5,12,31,2,11,10,24,6,25,5,5,1,east,atlantic,east,central
1610612751,1610612765,0021801003,20190311,103,75,1,36,33,.522,14,6,4,25,20,7,6,21,16,15,17,6,4,4,34,32,.515,15,7,3,24,20,8,5,21,13,13,19,8,2,1,east,atlantic,east,central
1610612765,1610612766,0011700019,20171004,106,108,0,0,1,.000,23,10,4,0,1,0,0,0,1,0,0,0,1,1,1,1,.500,15,7,4,1,1,0,0,0,0,1,1,1,1,1,east,central,east,southeast
1610612748,1610612766,0011700051,20171009,109,106,1,2,2,.500,17,7,3,2,2,2,1,2,0,0,2,2,2,1,1,2,.333,19,10,5,1,2,0,1,0,0,1,2,1,2,1,east,southeast,east,southeast
1610612766,1610612742,0011700067,20171013,111,96,1,2,3,.400,20,9,5,1,3,0,1,1,1,1,2,2,3,1,4,2,.667,9,6,2,0,0,0,0,3,0,1,2,4,2,1,east,southeast,west,southwest
1610612765,1610612766,0021700003,20171018,102,90,1,1,0,1.000,4,1,1,1,0,0,0,1,0,0,0,1,0,1,0,1,.000,20,12,5,0,1,0,0,0,0,0,1,0,1,1,east,central,east,southeast
1610612749,1610612766,0021700044,20171023,103,94,1,3,1,.750,6,2,1,2,1,0,1,2,1,1,0,3,1,2,1,2,.333,18,11,4,1,2,1,0,1,0,0,2,1,2,1,east,central,east,southeast
1610612766,1610612743,0021700055,20171025,110,93,1,2,2,.500,14,10,3,1,2,1,0,2,0,0,2,2,2,1,1,3,.250,24,12,5,1,1,0,1,1,1,0,2,1,3,2,east,southeast,west,northwest
1610612766,1610612745,0021700070,20171027,93,109,0,2,3,.400,17,11,4,1,2,1,0,2,1,0,2,2,3,1,5,1,.833,2,2,1,3,1,1,1,1,1,4,0,5,1,2,east,southeast,west,southwest
1610612766,1610612753,0021700088,20171029,120,113,1,3,3,.500,13,7,3,2,2,2,0,3,1,0,2,3,3,1,4,2,.667,7,3,1,3,2,1,1,3,0,1,2,4,2,1,east,southeast,east,southeast
1610612763,1610612766,0021700096,20171030,99,104,0,5,2,.714,3,1,1,5,1,4,1,4,1,1,1,5,2,1,4,3,.571,11,7,3,2,2,2,0,3,1,1,2,4,3,2,west,southwest,east,southeast
1610612766,1610612749,0021700105,20171101,126,121,1,5,3,.625,5,5,2,3,2,2,0,4,1,1,2,5,3,3,4,4,.500,17,8,3,3,3,0,1,2,3,2,1,4,4,2,east,southeast,east,central
1610612759,1610612766,0021700126,20171103,108,101,1,5,4,.556,15,9,3,1,1,0,0,3,1,2,3,5,4,1,5,4,.556,10,7,2,3,2,2,0,4,1,1,3,5,4,1,west,southwest,east,southeast
1610612750,1610612766,0021700143,20171105,112,94,1,7,3,.700,5,2,1,5,1,3,0,4,1,3,2,7,3,5,5,5,.500,15,8,3,3,2,2,0,4,1,1,4,5,5,2,west,northwest,east,southeast
1610612752,1610612766,0021700152,20171107,118,113,1,6,4,.600,8,6,4,4,2,1,1,5,2,1,2,6,4,3,5,6,.455,18,10,3,3,3,2,0,4,1,1,5,5,5,3,east,atlantic,east,southeast
1610612766,1610612739,0021700207,20171115,107,115,0,5,8,.385,23,12,4,3,5,2,0,4,2,1,6,4,6,5,8,7,.533,14,9,3,7,5,3,1,3,4,5,3,5,5,3,east,southeast,east,central
1610612741,1610612766,0021700222,20171117,123,120,1,3,10,.231,28,14,5,3,5,0,2,2,4,1,6,3,7,1,5,9,.357,24,13,4,3,6,2,0,4,2,1,7,3,7,6,east,central,east,southeast
1610612766,1610612746,0021700228,20171118,102,87,1,6,9,.400,23,13,4,3,6,2,0,5,2,1,7,4,6,1,5,10,.333,26,13,4,5,5,2,1,3,5,2,5,1,9,8,east,southeast,west,pacific
1610612766,1610612750,0021700241,20171120,118,102,1,7,9,.438,18,11,3,3,6,2,0,6,2,1,7,4,6,2,10,7,.588,9,5,3,8,3,4,0,5,2,5,5,6,4,2,east,southeast,west,northwest
1610612766,1610612764,0021700253,20171122,129,124,1,8,9,.471,17,10,2,4,6,3,0,7,2,1,7,4,6,3,10,8,.556,15,7,1,6,4,2,2,5,4,5,4,6,4,1,east,southeast,east,southeast
1610612739,1610612766,0021700270,20171124,100,99,1,12,7,.632,5,3,2,10,5,4,1,6,4,6,3,8,2,7,8,10,.444,18,11,3,4,7,3,0,7,2,1,8,3,7,1,east,central,east,southeast
1610612766,1610612759,0021700277,20171125,86,106,0,8,11,.421,19,11,3,4,7,3,0,7,3,1,8,3,7,2,12,7,.632,6,3,2,5,3,1,1,8,2,4,5,7,3,1,east,southeast,west,southwest
1610612761,1610612766,0021700307,20171129,126,113,1,13,7,.650,7,4,2,7,4,2,2,7,1,6,6,7,3,2,8,12,.400,21,12,4,4,8,3,0,7,3,1,9,3,7,3,east,atlantic,east,southeast
1610612748,1610612766,0021700321,20171201,105,100,1,11,11,.500,17,10,2,7,7,3,2,5,5,6,6,5,5,1,8,13,.381,23,13,4,4,9,3,1,7,3,1,10,3,7,4,east,southeast,east,southeast
1610612766,1610612753,0021700339,20171204,104,94,1,9,13,.409,20,11,3,5,9,4,1,8,3,1,10,4,6,1,10,15,.400,21,12,4,5,9,1,2,5,5,5,10,2,8,1,east,southeast,east,southeast
1610612766,1610612744,0021700358,20171206,87,101,0,9,14,.391,22,13,4,5,9,4,1,8,4,1,10,4,6,1,20,6,.769,3,2,1,9,4,2,1,8,3,12,3,8,2,5,east,southeast,west,pacific
1610612766,1610612741,0021700367,20171208,111,119,0,9,15,.375,22,13,4,5,10,4,1,8,5,1,10,4,6,2,4,20,.167,30,15,5,4,8,0,4,2,8,2,12,1,9,1,east,southeast,east,central
1610612766,1610612747,0021700377,20171209,99,110,0,9,16,.360,24,13,4,5,10,4,1,8,6,1,10,3,7,3,10,15,.400,21,10,2,4,10,2,5,6,7,4,8,4,6,2,east,southeast,west,pacific
1610612760,1610612766,0021700394,20171211,103,116,0,12,14,.462,19,9,5,7,9,2,5,9,4,3,10,5,5,1,10,16,.385,24,13,4,5,10,4,1,8,6,2,10,3,7,1,west,northwest,east,southeast
1610612745,1610612766,0021700412,20171213,108,96,1,22,4,.846,1,1,1,12,2,4,2,10,3,12,1,10,0,11,10,17,.370,24,13,4,5,10,4,1,8,6,2,11,2,8,1,west,southwest,east,southeast
1610612766,1610612748,0021700418,20171215,98,104,0,10,18,.357,24,13,4,5,11,4,2,8,7,2,11,2,8,2,14,14,.500,16,9,2,9,7,4,2,5,7,9,7,5,5,1,east,southeast,east,southeast
1610612766,1610612757,0021700429,20171216,91,93,0,10,19,.345,24,13,4,5,11,4,2,8,8,2,11,2,8,3,16,13,.552,12,5,2,8,7,2,1,7,8,9,5,5,5,3,east,southeast,west,northwest
1610612766,1610612752,0021700441,20171218,109,91,1,11,19,.367,22,12,3,6,11,4,2,9,8,2,11,3,7,1,16,14,.533,12,8,3,8,10,3,2,14,5,2,9,6,4,1,east,southeast,east,atlantic
1610612766,1610612761,0021700454,20171220,111,129,0,11,20,.355,23,12,3,6,12,4,2,9,9,2,11,3,7,1,21,8,.724,4,2,2,10,4,3,2,11,1,10,7,9,1,4,east,southeast,east,atlantic
1610612749,1610612766,0021700476,20171222,109,104,1,17,13,.567,8,4,2,7,8,3,4,11,5,6,8,6,4,2,11,21,.344,25,12,3,6,13,4,2,9,9,2,12,2,8,2,east,central,east,southeast
1610612766,1610612749,0021700481,20171223,111,106,1,12,21,.364,22,12,3,7,13,4,2,10,9,2,12,3,7,1,17,14,.548,10,6,4,7,9,3,4,11,5,6,9,5,5,1,east,southeast,east,central
1610612744,1610612766,0021700528,20171229,100,111,0,28,8,.778,1,1,1,15,5,4,1,14,5,14,3,8,2,1,13,22,.371,23,12,3,7,14,4,2,10,10,3,12,4,6,1,west,pacific,east,southeast
1610612746,1610612766,0021700542,20171231,106,98,1,16,19,.457,19,9,2,11,11,7,1,9,7,7,12,6,4,3,13,23,.361,23,12,3,7,14,4,2,10,10,3,13,3,7,1,west,pacific,east,southeast
1610612758,1610612766,0021700552,20180102,111,131,0,12,25,.324,26,13,4,7,12,3,4,6,11,6,14,3,7,3,14,23,.378,23,12,3,7,14,4,2,10,10,4,13,4,6,1,west,pacific,east,southeast
1610612747,1610612766,0021700577,20180105,94,108,0,11,27,.289,29,15,5,5,19,2,8,6,14,5,13,1,9,9,15,23,.395,22,12,3,7,14,4,2,10,10,5,13,5,5,2,west,pacific,east,southeast
1610612766,1610612742,0021700603,20180110,111,115,0,15,24,.385,21,11,3,7,14,4,2,10,11,5,13,5,5,1,15,28,.349,25,12,4,8,17,4,6,9,14,6,14,6,4,2,east,southeast,west,southwest
1610612766,1610612762,0021700618,20180112,99,88,1,16,24,.400,21,11,3,7,14,4,2,11,11,5,13,5,5,1,17,25,.405,20,10,5,9,14,4,7,13,7,4,18,3,7,1,east,southeast,west,northwest
1610612766,1610612760,0021700629,20180113,91,101,0,16,25,.390,21,11,3,7,14,4,2,11,12,5,13,5,5,1,23,20,.535,12,5,2,13,13,5,7,14,7,9,13,5,5,1,east,southeast,west,northwest
1610612765,1610612766,0021700638,20180115,107,118,0,22,20,.524,13,8,4,13,14,4,5,13,6,9,14,4,6,2,17,25,.405,20,11,3,8,14,4,2,11,12,6,13,6,4,1,east,central,east,southeast
1610612766,1610612764,0021700653,20180117,133,109,1,18,25,.419,20,11,3,9,14,5,2,12,12,6,13,6,4,2,25,20,.556,10,5,2,13,12,4,4,15,9,10,11,6,4,2,east,southeast,east,southeast
1610612766,1610612748,0021700676,20180120,105,106,0,18,26,.409,21,11,3,9,15,5,3,12,13,6,13,6,4,1,27,19,.587,8,4,1,19,11,7,3,12,9,15,10,8,2,1,east,southeast,east,southeast
1610612766,1610612758,0021700687,20180122,112,107,1,19,26,.422,20,11,3,9,15,5,3,13,13,6,13,6,4,1,13,33,.283,30,15,5,8,19,3,7,7,14,6,19,1,9,8,east,southeast,west,pacific
1610612766,1610612740,0021700701,20180124,96,101,0,19,27,.413,21,11,3,9,15,5,3,13,14,6,13,6,4,1,26,21,.553,10,6,3,12,15,3,4,13,9,13,12,7,3,3,east,southeast,west,southwest
1610612748,1610612766,0021700727,20180127,95,91,1,28,21,.571,9,4,1,20,11,8,3,13,10,15,11,6,4,1,20,28,.417,21,11,3,10,16,6,4,14,14,6,14,5,5,1,east,southeast,east,southeast
1610612754,1610612766,0021700738,20180129,105,96,1,28,23,.549,14,7,3,19,13,8,6,17,10,11,13,7,3,2,20,29,.408,21,11,3,10,17,6,4,14,14,6,15,5,5,2,east,central,east,southeast
1610612766,1610612754,0021700766,20180202,133,126,1,22,29,.431,21,11,3,12,17,7,4,15,14,7,15,6,4,2,29,24,.547,14,7,3,19,14,8,6,18,10,11,14,6,4,1,east,southeast,east,central
1610612756,1610612766,0021700789,20180204,110,115,0,18,36,.333,26,13,4,12,20,3,5,9,19,9,17,2,8,2,23,29,.442,20,10,3,12,17,7,4,15,14,8,15,6,4,3,west,pacific,east,southeast
1610612743,1610612766,0021700794,20180205,121,104,1,29,25,.537,12,6,3,18,17,6,6,22,7,7,18,6,4,3,23,30,.434,20,10,3,12,17,7,4,15,14,8,16,5,5,1,west,northwest,east,southeast
1610612757,1610612766,0021700814,20180208,109,103,1,30,25,.545,12,6,3,16,14,4,5,16,10,14,15,6,4,1,23,31,.426,20,10,3,12,17,7,4,15,14,8,17,5,5,2,west,northwest,east,southeast
1610612762,1610612766,0021700824,20180209,106,94,1,27,28,.491,19,10,5,16,14,4,7,16,9,11,19,9,1,8,23,32,.418,21,10,3,12,17,7,4,15,14,8,18,4,6,3,west,northwest,east,southeast
1610612766,1610612761,0021700833,20180211,103,123,0,23,33,.411,21,10,3,12,18,7,4,15,15,8,18,4,6,4,39,16,.709,3,1,1,23,7,8,3,23,4,16,12,8,2,5,east,southeast,east,atlantic
1610612753,1610612766,0021700854,20180214,102,104,0,18,39,.316,26,14,4,11,25,4,9,11,16,7,23,4,6,3,24,33,.421,20,10,3,13,18,8,4,15,15,9,18,4,6,1,east,southeast,east,southeast
1610612764,1610612766,0021700875,20180223,105,122,0,34,25,.576,9,4,1,21,15,6,5,17,11,17,14,7,3,1,26,33,.441,20,10,3,15,18,9,4,16,15,10,18,6,4,3,east,southeast,east,southeast
1610612766,1610612765,0021700892,20180225,114,98,1,27,33,.450,20,10,3,16,18,9,4,17,15,10,18,6,4,4,28,31,.475,19,9,4,17,21,5,6,19,13,9,18,5,5,2,east,southeast,east,central
1610612766,1610612741,0021700907,20180227,118,103,1,28,33,.459,20,10,3,17,18,9,4,18,15,10,18,6,4,5,20,41,.328,23,12,5,17,20,4,7,13,17,7,24,2,8,5,east,southeast,east,central
1610612755,1610612766,0021700927,20180302,110,99,1,34,27,.557,13,6,3,20,15,4,7,20,10,14,17,8,2,2,28,35,.444,20,10,3,17,20,9,4,18,15,10,20,5,5,2,east,atlantic,east,southeast
1610612761,1610612766,0021700944,20180304,103,98,1,45,17,.726,3,1,1,29,8,8,3,26,5,19,12,9,1,4,28,36,.438,21,10,3,17,21,9,4,18,15,10,21,5,5,3,east,atlantic,east,southeast
1610612766,1610612755,0021700957,20180306,114,128,0,28,37,.431,21,10,3,17,22,9,4,18,16,10,21,5,5,4,35,28,.556,13,6,3,21,16,4,7,20,10,15,18,7,3,1,east,southeast,east,atlantic
1610612766,1610612756,0021700987,20180310,122,115,1,29,38,.433,21,10,3,17,23,9,4,19,17,10,21,5,5,1,19,49,.279,29,14,5,13,30,3,8,9,24,10,25,1,9,5,east,southeast,west,pacific
1610612740,1610612766,0021701011,20180313,119,115,1,39,28,.582,9,5,2,20,20,6,4,18,14,21,14,8,2,1,29,39,.426,21,10,3,17,23,9,4,19,17,10,22,4,6,1,west,southwest,east,southeast
1610612752,1610612766,0021701038,20180317,124,101,1,25,45,.357,22,11,4,13,28,6,9,17,17,8,28,1,9,1,30,40,.429,21,10,3,18,24,10,4,19,17,11,23,3,7,1,east,atlantic,east,southeast
1610612755,1610612766,0021701052,20180319,108,94,1,39,30,.565,13,6,3,25,18,7,7,22,11,17,19,7,3,3,30,41,.423,21,10,3,18,25,10,4,19,17,11,24,2,8,2,east,atlantic,east,southeast
1610612766,1610612763,0021701072,20180322,140,79,1,32,41,.438,20,10,3,19,25,10,4,20,17,12,24,4,6,2,19,53,.264,29,15,5,16,27,5,10,14,23,5,30,1,9,3,east,southeast,west,southwest
1610612742,1610612766,0021701093,20180324,98,102,0,22,51,.301,26,13,4,12,35,5,11,14,24,8,27,3,7,5,33,41,.446,20,10,3,19,25,10,4,20,17,13,24,5,5,3,west,southwest,east,southeast
1610612766,1610612752,0021701103,20180326,137,128,1,34,41,.453,20,10,3,20,25,10,4,21,17,13,24,6,4,4,27,48,.360,22,11,4,15,30,6,9,18,18,9,30,3,7,1,east,southeast,east,atlantic
1610612766,1610612739,0021701116,20180328,105,118,0,34,42,.447,20,10,3,20,26,10,4,21,18,13,24,6,4,1,45,30,.600,6,3,1,32,15,11,5,25,11,20,19,7,3,1,east,southeast,east,central
1610612764,1610612766,0021701138,20180331,107,93,1,42,34,.553,14,6,1,27,20,8,6,22,17,20,17,4,6,1,34,43,.442,20,10,3,20,27,10,5,21,18,13,25,5,5,2,east,southeast,east,southeast
1610612766,1610612755,0021701143,20180401,102,119,0,34,44,.436,20,10,3,20,28,10,5,21,19,13,25,5,5,3,46,30,.605,7,4,3,29,18,8,7,26,11,20,19,10,0,10,east,southeast,east,atlantic
1610612741,1610612766,0021701160,20180403,120,114,1,27,51,.346,22,11,5,21,27,4,11,17,22,10,29,3,7,3,34,45,.430,20,10,3,20,29,10,5,21,19,13,26,4,6,4,east,central,east,southeast
1610612753,1610612766,0021701182,20180406,100,137,0,24,55,.304,26,14,4,14,35,4,11,16,24,8,31,3,7,1,35,45,.438,20,10,3,21,29,11,5,21,19,14,26,5,5,1,east,southeast,east,southeast
1610612766,1610612754,0021701197,20180408,117,123,0,35,46,.432,20,10,3,21,30,11,5,21,20,14,26,5,5,1,48,33,.593,8,5,2,32,19,10,6,27,13,21,20,7,3,1,east,southeast,east,central
1610612754,1610612766,0021701213,20180410,93,119,0,48,34,.585,9,5,2,32,20,10,6,27,14,21,20,7,3,1,36,46,.439,20,10,3,22,30,11,5,21,20,15,26,5,5,1,east,central,east,southeast
1610612766,1610612748,0011800016,20181002,122,113,1,0,0,.000,4,,,0,0,0,0,0,0,0,0,0,0,0,0,0,.000,16,,,0,0,0,0,0,0,0,0,0,0,0,east,southeast,east,southeast
1610612766,1610612741,0011800048,20181008,110,104,1,0,0,.000,4,,,0,0,0,0,0,0,0,0,0,0,0,0,0,.000,5,,,0,0,0,0,0,0,0,0,0,0,0,east,southeast,east,central
1610612742,1610612766,0011800071,20181012,118,123,0,0,0,.000,7,,,0,0,0,0,0,0,0,0,0,0,0,0,0,.000,4,,,0,0,0,0,0,0,0,0,0,0,0,west,southwest,east,southeast
1610612766,1610612749,0021800003,20181017,112,113,0,0,1,.000,20,8,3,0,1,0,0,0,1,0,0,0,1,1,1,0,1.000,6,6,2,1,0,0,0,0,0,1,0,1,0,1,east,southeast,east,central
1610612753,1610612766,0021800017,20181019,88,120,0,1,1,.500,19,7,2,1,1,1,1,1,1,0,0,1,1,1,1,1,.500,12,4,1,1,1,1,0,0,1,1,0,1,1,1,east,southeast,east,southeast
1610612748,1610612766,0021800030,20181020,112,113,0,1,2,.333,20,11,3,1,2,1,2,0,1,1,1,1,2,1,2,1,.667,9,4,1,2,1,2,0,0,1,2,0,2,1,2,east,southeast,east,southeast
1610612761,1610612766,0021800041,20181022,127,106,1,4,0,1.000,1,1,1,4,0,1,0,3,0,1,0,4,0,4,2,2,.500,14,5,1,2,2,2,0,0,1,2,1,2,2,1,east,atlantic,east,southeast
1610612741,1610612766,0021800056,20181024,112,110,1,1,3,.250,23,12,4,1,2,0,1,1,1,0,2,1,3,1,2,3,.400,19,10,4,2,3,2,0,0,1,2,2,2,3,2,east,central,east,southeast
1610612766,1610612741,0021800067,20181026,135,106,1,3,3,.500,11,6,1,3,3,2,0,1,1,2,2,3,3,1,1,4,.200,25,12,4,1,3,0,1,1,1,0,3,1,4,1,east,southeast,east,central
1610612755,1610612766,0021800078,20181027,105,103,1,3,3,.500,15,7,3,3,3,0,1,3,0,0,3,3,3,1,3,4,.429,17,8,2,3,4,2,0,1,1,2,3,3,4,1,east,atlantic,east,southeast
1610612766,1610612748,0021800096,20181030,125,113,1,4,4,.500,15,7,1,4,4,3,0,2,1,2,3,4,4,1,3,4,.429,17,8,2,2,3,1,3,2,2,1,2,3,4,2,east,southeast,east,southeast
1610612766,1610612760,0021800111,20181101,107,111,0,4,5,.444,17,7,1,4,4,3,0,2,2,2,3,4,5,1,3,4,.429,19,11,5,2,3,0,0,2,2,1,2,3,4,3,east,southeast,west,northwest
1610612766,1610612739,0021800126,20181103,126,94,1,5,5,.500,13,6,1,5,4,3,0,3,2,2,3,5,5,1,1,8,.111,30,15,5,1,6,0,2,1,4,0,4,1,8,2,east,southeast,east,central
1610612755,1610612766,0021800168,20181109,133,132,1,8,5,.615,8,3,2,7,5,0,3,7,0,1,5,6,4,2,6,6,.500,16,7,1,6,5,4,0,4,2,2,4,5,5,1,east,atlantic,east,southeast
1610612765,1610612766,0021800184,20181111,103,113,0,6,6,.500,16,7,3,6,6,2,0,3,3,3,3,4,6,1,7,6,.538,13,5,1,7,5,4,0,4,2,3,4,5,5,1,east,central,east,southeast
1610612739,1610612766,0021800199,20181113,113,89,1,2,11,.154,29,15,5,2,8,0,3,2,5,0,6,2,8,1,7,7,.500,17,6,1,7,6,4,0,4,2,3,5,5,5,1,east,central,east,southeast
1610612766,1610612755,0021800225,20181117,119,122,0,7,8,.467,20,8,2,7,7,4,0,4,3,3,5,5,5,2,11,7,.611,10,4,2,9,6,0,3,8,0,3,7,7,3,2,east,southeast,east,atlantic
1610612766,1610612754,0021800252,20181121,127,109,1,9,8,.529,16,6,1,9,7,4,0,6,3,3,5,6,4,2,11,7,.611,10,4,2,8,3,2,1,6,3,5,4,6,4,1,east,southeast,east,central
