homeTeam,VisitorTeam,IDPartido,fecha,localPoints,visitorPoints,Local victory,LOCAL_victorias,LOCAL_derrotas,LOCAL_porcentajeVictorias,LOCAL_posicion,LOCAL_Posicion_conferencia,LOCAL_Posicion_division,LOCAL_Victorias_conferencia,LOCAL_Derrotas_conferencia,LOCAL_Victorias_division,LOCAL_Derrotas_division,LOCAL_Victorias_Local,LOCAL_Derrotas_local,LOCAL_Victorias_visitante,LOCAL_Derrotas_Visitante,LOCAL_Ultimos10Victorias,LOCAL_Ultimos10Derrotas,LOCAL_Racha,VISITANTE_victorias,VISITANTE_derrotas,VISITANTE_porcentajeVictorias,VISITANTE_posicion,VISITANTE_Posicion_conferencia,VISITANTE_Posicion_division,VISITANTE_Victorias_conferencia,VISITANTE_Derrotas_conferencia,VISITANTE_Victorias_division,VISITANTE_Derrotas_division,VISITANTE_Victorias_Local,VISITANTE_Derrotas_local,VISITANTE_Victorias_visitante,VISITANTE_Derrotas_Visitante,VISITANTE_Ultimos10Victorias,VISITANTE_Ultimos10Derrotas,VISITANTE_Racha,Conferencia_LOCAL,Division_LOCAL,Conferencia_VISITANTE,Division_VISITANTE
nan,nan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1610612748,1610612737,0011700004,20171001,96,90,1,1,0,1.000,2,,,1,0,1,0,1,0,0,0,1,0,1,0,1,.000,33,,,0,1,0,1,0,0,0,1,0,1,1,east,southeast,east,southeast
1610612739,1610612737,0011700018,20171004,93,109,0,0,1,.000,22,12,5,0,1,0,0,0,1,0,0,0,1,1,1,1,.500,14,6,3,1,1,0,1,0,0,1,1,1,1,1,east,central,east,southeast
1610612765,1610612737,0011700031,20171006,109,87,1,1,1,.500,13,7,3,1,1,0,0,1,1,0,0,1,1,1,1,2,.333,22,10,5,1,2,0,1,0,0,1,2,1,2,1,east,central,east,southeast
1610612737,1610612763,0011700050,20171009,100,88,1,2,2,.500,15,8,4,1,2,0,1,1,0,1,2,2,2,1,2,1,.667,11,9,4,0,0,0,0,1,0,1,1,2,1,1,east,southeast,west,southwest
1610612737,1610612742,0011700065,20171012,94,108,0,2,3,.400,20,10,4,1,2,0,1,1,1,1,2,2,3,1,4,1,.800,4,4,2,0,0,0,0,3,0,1,1,4,1,2,east,southeast,west,southwest
1610612742,1610612737,0021700009,20171018,111,117,0,0,1,.000,21,12,5,0,0,0,0,0,1,0,0,0,1,1,1,0,1.000,2,7,3,0,0,0,0,0,0,1,0,1,0,1,west,southwest,east,southeast
1610612766,1610612737,0021700017,20171020,109,91,1,1,1,.500,12,6,2,1,1,1,0,1,0,0,1,1,1,1,1,1,.500,10,9,3,0,1,0,1,0,0,1,1,1,1,1,east,southeast,east,southeast
1610612751,1610612737,0021700038,20171022,116,104,1,2,1,.667,7,4,2,2,1,0,0,2,0,0,1,2,1,2,1,2,.333,18,12,5,0,2,0,1,0,0,1,2,1,2,2,east,atlantic,east,southeast
1610612748,1610612737,0021700042,20171023,104,93,1,2,1,.667,9,7,3,2,1,1,1,2,0,0,1,2,1,2,1,3,.250,24,13,5,0,3,0,2,0,0,1,3,1,3,3,east,southeast,east,southeast
1610612741,1610612737,0021700065,20171026,91,86,1,1,3,.250,24,12,5,1,2,0,1,1,1,0,2,1,3,1,1,4,.200,26,14,5,0,4,0,2,0,0,1,4,1,4,4,east,central,east,southeast
1610612737,1610612743,0021700072,20171027,100,105,0,1,5,.167,29,15,5,0,4,0,2,0,1,1,4,1,5,5,2,3,.400,18,12,4,1,1,0,1,1,1,1,2,2,3,1,east,southeast,west,northwest
1610612737,1610612749,0021700085,20171029,106,117,0,1,6,.143,29,15,5,0,5,0,2,0,2,1,4,1,6,6,4,2,.667,6,5,2,3,2,0,1,2,2,2,0,4,2,1,east,southeast,east,central
1610612755,1610612737,0021700107,20171101,119,109,1,4,4,.500,18,9,3,2,3,0,2,1,2,3,2,4,4,3,1,7,.125,28,15,5,0,6,0,2,0,2,1,5,1,7,7,east,atlantic,east,southeast
1610612737,1610612745,0021700123,20171103,104,119,0,1,8,.111,29,15,5,0,6,0,2,0,3,1,5,1,8,8,7,3,.700,3,2,1,3,2,1,2,1,2,6,1,7,3,2,east,southeast,west,southwest
1610612739,1610612737,0021700136,20171105,115,117,0,4,6,.400,24,12,4,4,5,2,1,2,4,2,2,4,6,1,2,8,.200,28,15,5,1,6,0,2,0,3,2,5,2,8,1,east,central,east,southeast
1610612737,1610612738,0021700146,20171106,107,110,0,2,9,.182,28,15,5,1,7,0,2,0,4,2,5,1,9,1,9,2,.818,1,1,1,6,2,2,0,3,1,6,1,9,1,9,east,southeast,east,atlantic
1610612765,1610612737,0021700169,20171110,111,104,1,9,3,.750,2,2,1,5,2,2,0,6,1,3,2,8,2,4,2,10,.167,29,15,5,1,8,0,2,0,4,2,6,1,9,2,east,central,east,southeast
1610612764,1610612737,0021700177,20171111,113,94,1,7,5,.583,12,5,2,4,1,1,0,4,3,3,2,5,5,2,2,11,.154,29,15,5,1,9,0,3,0,4,2,7,1,9,3,east,southeast,east,southeast
1610612740,1610612737,0021700195,20171113,106,105,1,8,6,.571,10,5,3,4,4,1,1,3,3,5,3,7,3,2,2,12,.143,29,15,5,1,9,0,3,0,4,2,8,1,9,4,west,southwest,east,southeast
1610612737,1610612758,0021700204,20171115,126,80,1,3,12,.200,28,14,5,1,9,0,3,1,4,2,8,2,8,1,3,11,.214,27,14,5,2,4,0,1,2,3,1,8,2,8,3,east,southeast,west,pacific
1610612737,1610612738,0021700230,20171118,99,110,0,3,13,.188,29,15,5,1,10,0,3,1,5,2,8,2,8,1,15,2,.882,1,1,1,10,2,4,0,7,1,8,1,10,0,15,east,southeast,east,atlantic
1610612759,1610612737,0021700250,20171120,96,85,1,11,6,.647,6,3,2,5,2,1,0,8,2,3,4,7,3,2,3,14,.176,29,15,5,1,10,0,3,1,5,2,9,2,8,2,west,southwest,east,southeast
1610612737,1610612746,0021700256,20171122,103,116,0,3,15,.167,30,15,5,1,10,0,3,1,6,2,9,2,8,3,6,11,.353,26,13,4,5,5,2,1,3,5,3,6,1,9,1,east,southeast,west,pacific
1610612737,1610612752,0021700268,20171124,116,104,1,4,15,.211,28,14,5,2,10,0,3,2,6,2,9,3,7,1,10,8,.556,14,8,4,5,6,2,2,9,3,1,5,6,4,1,east,southeast,east,atlantic
1610612737,1610612761,0021700280,20171125,78,112,0,4,16,.200,29,14,5,2,11,0,3,2,7,2,9,2,8,1,12,7,.632,7,4,2,6,4,2,2,6,1,6,6,7,3,1,east,southeast,east,atlantic
1610612737,1610612739,0021700313,20171130,114,121,0,4,17,.190,29,14,5,2,12,0,3,2,8,2,9,2,8,2,15,7,.682,5,3,2,13,5,4,1,7,4,8,3,10,0,10,east,southeast,east,central
1610612751,1610612737,0021700328,20171202,102,114,0,8,14,.364,23,13,5,3,6,0,2,4,6,4,8,3,7,1,5,17,.227,29,14,5,3,12,0,3,2,8,3,9,3,7,1,east,atlantic,east,southeast
1610612737,1610612751,0021700342,20171204,90,110,0,5,18,.217,29,14,5,3,13,0,3,2,9,3,9,3,7,1,9,14,.391,22,13,5,4,6,0,2,4,6,5,8,4,6,1,east,southeast,east,atlantic
1610612753,1610612737,0021700355,20171206,110,106,1,11,15,.423,20,11,3,6,9,2,2,6,5,5,10,3,7,1,5,19,.208,29,14,5,3,14,0,4,2,9,3,10,3,7,2,east,southeast,east,southeast
1610612737,1610612753,0021700378,20171209,117,110,1,6,19,.240,29,14,5,4,14,1,4,3,9,3,10,3,7,1,11,17,.393,22,12,3,6,10,2,3,6,6,5,11,3,7,2,east,southeast,east,southeast
1610612752,1610612737,0021700390,20171210,111,107,1,13,13,.500,15,8,3,7,9,2,2,12,5,1,8,4,6,1,6,20,.231,29,14,5,4,15,1,4,3,9,3,11,3,7,1,east,atlantic,east,southeast
1610612739,1610612737,0021700397,20171212,123,114,1,20,8,.714,4,2,1,16,6,5,2,11,4,9,4,9,1,2,6,21,.222,30,15,5,4,16,1,4,3,9,3,12,3,7,2,east,central,east,southeast
1610612737,1610612765,0021700413,20171214,91,105,0,6,22,.214,30,15,5,4,17,1,4,3,10,3,12,3,7,3,15,13,.536,11,7,4,8,9,2,4,8,5,7,8,3,7,1,east,southeast,east,central
1610612763,1610612737,0021700425,20171215,96,94,1,9,20,.310,26,13,4,8,10,4,6,6,11,3,9,2,8,1,6,23,.207,30,15,5,4,17,1,4,3,10,3,13,2,8,4,west,southwest,east,southeast
1610612737,1610612748,0021700443,20171218,110,104,1,7,23,.233,30,15,5,5,17,2,4,4,10,3,13,3,7,1,15,15,.500,15,9,2,9,8,4,3,6,7,9,8,5,5,1,east,southeast,east,southeast
1610612737,1610612754,0021700455,20171220,95,105,0,7,24,.226,30,15,5,5,18,2,4,4,11,3,13,3,7,1,18,14,.563,8,4,2,13,8,5,2,10,7,8,7,6,4,1,east,southeast,east,central
1610612760,1610612737,0021700477,20171222,120,117,1,17,15,.531,14,5,2,9,9,4,5,12,4,5,11,7,3,3,7,25,.219,30,15,5,5,18,2,4,4,11,3,14,2,8,2,west,northwest,east,southeast
1610612737,1610612742,0021700484,20171223,112,107,1,8,25,.242,30,15,5,5,18,2,4,5,11,3,14,3,7,1,9,25,.265,29,15,5,6,16,3,6,7,11,2,14,2,8,2,east,southeast,west,southwest
1610612737,1610612764,0021700508,20171227,113,99,1,9,25,.265,30,15,5,6,18,3,4,6,11,3,14,4,6,2,19,16,.543,12,5,1,9,9,3,3,10,6,9,10,5,5,1,east,southeast,east,southeast
1610612761,1610612737,0021700522,20171229,111,98,1,24,10,.706,4,2,2,13,4,5,2,13,1,11,9,7,3,1,9,26,.257,30,15,5,6,19,3,4,6,11,3,15,3,7,1,east,atlantic,east,southeast
1610612737,1610612757,0021700533,20171230,104,89,1,10,26,.278,30,15,5,6,19,3,4,7,11,3,15,4,6,1,18,17,.514,15,7,4,9,10,2,3,8,10,10,7,5,5,1,east,southeast,west,northwest
1610612756,1610612737,0021700551,20180102,104,103,1,15,24,.385,21,11,3,9,13,3,5,7,14,8,10,6,4,1,10,27,.270,30,15,5,6,19,3,4,7,11,3,16,4,6,1,west,pacific,east,southeast
1610612757,1610612737,0021700576,20180105,110,89,1,20,18,.526,14,7,4,9,10,2,3,9,10,11,8,5,5,1,10,28,.263,30,15,5,6,19,3,4,7,11,3,17,4,6,2,west,northwest,east,southeast
1610612747,1610612737,0021700590,20180107,132,113,1,12,27,.308,27,15,5,5,19,2,8,7,14,5,13,1,9,1,10,29,.256,30,15,5,6,19,3,4,7,11,3,18,4,6,3,west,pacific,east,southeast
1610612746,1610612737,0021700598,20180108,108,107,1,18,21,.462,19,9,2,12,13,7,2,11,9,7,12,7,3,1,10,30,.250,30,15,5,6,19,3,4,7,11,3,19,3,7,4,west,pacific,east,southeast
1610612743,1610612737,0021700612,20180110,97,110,0,21,20,.512,14,7,4,12,13,4,6,14,5,7,15,5,5,3,11,30,.268,30,15,5,6,19,3,4,7,11,4,19,4,6,1,west,northwest,east,southeast
1610612737,1610612751,0021700621,20180112,105,110,0,11,31,.262,30,15,5,6,20,3,4,7,12,4,19,4,6,1,16,26,.381,22,12,5,9,15,0,7,9,13,7,13,4,6,1,east,southeast,east,atlantic
1610612737,1610612759,0021700641,20180115,102,99,1,12,31,.279,29,14,4,6,20,3,4,8,12,4,19,4,6,1,29,16,.644,6,4,2,16,9,5,3,19,2,10,14,5,5,1,east,southeast,west,southwest
1610612737,1610612740,0021700654,20180117,94,93,1,13,31,.295,28,14,4,6,20,3,4,9,12,4,19,4,6,2,23,21,.523,14,6,3,11,15,2,4,11,9,12,12,5,5,1,east,southeast,west,southwest
1610612737,1610612741,0021700675,20180120,97,113,0,13,32,.289,28,14,4,6,21,3,4,9,13,4,19,4,6,1,18,28,.391,22,12,5,16,13,4,6,11,12,7,16,5,5,1,east,southeast,east,central
1610612737,1610612762,0021700688,20180122,104,90,1,14,32,.304,28,14,4,6,21,3,4,10,13,4,19,4,6,1,19,28,.404,21,10,5,11,14,4,7,14,9,5,19,3,7,1,east,southeast,west,northwest
1610612737,1610612761,0021700705,20180124,93,108,0,14,33,.298,28,14,4,6,22,3,4,10,14,4,19,4,6,1,32,14,.696,4,2,2,20,6,6,3,17,3,15,11,6,4,1,east,southeast,east,atlantic
1610612766,1610612737,0021700714,20180126,121,110,1,20,27,.426,21,11,3,10,15,6,3,14,14,6,13,6,4,1,14,34,.292,30,15,5,6,23,3,5,10,14,4,20,4,6,2,east,southeast,east,southeast
1610612737,1610612764,0021700726,20180127,104,129,0,14,35,.286,30,15,5,6,24,3,6,10,15,4,20,4,6,3,27,22,.551,12,5,2,15,12,5,4,15,9,12,13,4,6,1,east,southeast,east,southeast
1610612737,1610612750,0021700739,20180129,105,100,1,15,35,.300,29,14,4,6,24,3,6,11,15,4,20,5,5,1,32,21,.604,6,4,1,24,9,9,2,20,6,12,15,5,5,1,east,southeast,west,northwest
1610612737,1610612766,0021700755,20180131,110,123,0,15,36,.294,30,15,5,6,25,3,7,11,16,4,20,4,6,1,21,29,.420,21,11,3,11,17,7,4,14,14,7,15,5,5,1,east,southeast,east,southeast
1610612738,1610612737,0021700767,20180202,119,110,1,38,15,.717,3,1,1,24,10,9,2,20,8,18,7,5,5,3,15,37,.288,30,15,5,6,26,3,7,11,16,4,21,4,6,2,east,atlantic,east,southeast
1610612752,1610612737,0021700786,20180204,96,99,0,23,31,.426,21,11,4,11,19,6,4,16,10,7,21,3,7,3,16,37,.302,29,14,4,7,26,3,7,11,16,5,21,4,6,1,east,atlantic,east,southeast
1610612737,1610612763,0021700799,20180206,108,82,1,17,37,.315,29,15,5,7,26,3,7,12,16,5,21,4,6,2,18,35,.340,25,12,4,15,19,5,8,13,15,5,20,3,7,4,east,southeast,west,southwest
1610612753,1610612737,0021700811,20180208,100,98,1,18,36,.333,26,14,4,11,22,4,8,11,14,7,22,5,5,3,17,38,.309,29,15,5,7,27,3,8,12,16,5,22,4,6,1,east,southeast,east,southeast
1610612737,1610612739,0021700819,20180209,107,123,0,17,39,.304,30,15,5,7,28,3,8,12,17,5,22,3,7,2,32,22,.593,6,3,1,24,12,8,5,20,7,12,15,5,5,2,east,southeast,east,central
1610612737,1610612765,0021700834,20180211,118,115,1,18,39,.316,27,15,5,8,28,3,8,13,17,5,22,4,6,1,27,28,.491,19,9,4,16,19,5,6,18,11,9,17,5,5,2,east,southeast,east,central
1610612749,1610612737,0021700848,20180213,97,92,1,32,24,.571,8,4,2,19,17,5,6,19,9,13,15,8,2,2,18,40,.310,28,15,5,8,29,3,8,13,17,5,23,4,6,1,east,central,east,southeast
1610612765,1610612737,0021700853,20180214,104,98,1,28,29,.491,19,9,4,17,19,5,6,19,12,9,17,6,4,1,18,41,.305,29,15,5,8,30,3,8,13,17,5,24,4,6,2,east,central,east,southeast
1610612754,1610612737,0021700874,20180223,116,93,1,34,25,.576,8,5,2,24,15,8,6,21,11,13,14,8,2,4,18,42,.300,29,15,5,8,31,3,8,13,17,5,25,3,7,3,east,central,east,southeast
1610612737,1610612747,0021700897,20180226,104,123,0,18,43,.295,29,15,5,8,31,3,8,13,18,5,25,3,7,4,26,34,.433,21,11,3,13,24,5,8,15,14,11,20,7,3,3,east,southeast,west,pacific
1610612737,1610612754,0021700915,20180228,107,102,1,19,43,.306,25,14,4,9,31,3,8,14,18,5,25,4,6,1,34,27,.557,12,5,2,24,16,8,6,21,11,13,16,6,4,2,east,southeast,east,central
1610612737,1610612744,0021700928,20180302,109,114,0,19,44,.302,27,15,5,9,31,3,8,14,19,5,25,3,7,1,49,14,.778,2,2,1,27,11,8,2,24,7,25,7,8,2,5,east,southeast,west,pacific
1610612737,1610612756,0021700943,20180304,113,112,1,20,44,.313,25,15,5,9,31,3,8,15,19,5,25,3,7,1,19,46,.292,29,14,5,13,29,3,8,9,24,10,22,1,9,2,east,southeast,west,pacific
1610612761,1610612737,0021700958,20180306,106,90,1,46,17,.730,3,1,1,30,8,8,3,27,5,19,12,9,1,5,20,45,.308,26,15,5,9,32,3,8,15,19,5,26,3,7,1,east,atlantic,east,southeast
1610612754,1610612737,0021700978,20180309,112,87,1,38,28,.576,8,5,2,28,16,10,6,23,12,15,16,7,3,1,20,46,.303,27,15,5,9,33,3,8,15,19,5,27,3,7,2,east,central,east,southeast
1610612737,1610612741,0021700993,20180311,122,129,0,20,47,.299,27,15,5,9,34,3,8,15,20,5,27,2,8,3,23,43,.348,23,12,5,18,22,4,8,15,18,8,25,3,7,1,east,southeast,east,central
1610612737,1610612760,0021701007,20180313,107,119,0,20,48,.294,27,15,5,9,34,3,8,15,21,5,27,2,8,4,41,29,.586,7,4,2,24,20,5,9,24,11,17,18,7,3,4,east,southeast,west,northwest
1610612737,1610612766,0021701021,20180315,117,129,0,20,49,.290,28,15,5,9,35,3,9,15,22,5,27,2,8,5,30,39,.435,21,10,3,18,23,10,4,19,17,11,22,4,6,1,east,southeast,east,southeast
1610612749,1610612737,0021701041,20180317,122,117,1,37,32,.536,17,7,3,23,22,5,9,22,14,15,18,4,6,1,20,50,.286,28,15,5,9,36,3,9,15,22,5,28,2,8,6,east,central,east,southeast
1610612762,1610612737,0021701062,20180320,94,99,0,40,31,.563,14,8,4,26,16,6,8,24,12,16,19,9,1,1,21,50,.296,27,15,5,9,36,3,9,15,22,6,28,3,7,1,west,northwest,east,southeast
1610612758,1610612737,0021701077,20180322,105,90,1,24,49,.329,24,12,4,11,34,4,9,13,23,11,26,5,5,1,21,51,.292,27,15,5,9,36,3,9,15,22,6,29,2,8,1,west,pacific,east,southeast
1610612744,1610612737,0021701087,20180323,106,94,1,54,18,.750,2,2,1,30,15,10,3,28,8,26,10,6,4,1,21,52,.288,28,15,5,9,36,3,9,15,22,6,30,2,8,2,west,pacific,east,southeast
1610612745,1610612737,0021701101,20180325,118,99,1,60,14,.811,1,1,1,38,8,12,3,30,6,30,8,9,1,9,21,53,.284,28,15,5,9,36,3,9,15,22,6,31,1,9,3,west,southwest,east,southeast
1610612750,1610612737,0021701120,20180328,126,114,1,43,33,.566,12,7,3,30,16,9,4,28,10,15,23,5,5,1,21,54,.280,28,15,5,9,36,3,9,15,22,6,32,1,9,4,west,northwest,east,southeast
1610612737,1610612755,0021701130,20180330,91,101,0,21,55,.276,28,15,5,9,37,3,9,15,23,6,32,1,9,5,45,30,.600,7,4,3,28,18,8,7,26,11,19,19,9,1,9,east,southeast,east,atlantic
1610612737,1610612753,0021701147,20180401,94,88,1,22,55,.286,28,15,5,10,37,4,9,16,23,6,32,2,8,1,22,54,.289,27,14,4,13,34,4,10,15,23,7,31,2,8,3,east,southeast,east,southeast
1610612748,1610612737,0021701158,20180403,101,98,1,42,36,.538,16,6,1,29,20,10,5,25,14,17,22,6,4,1,22,56,.282,28,15,5,10,38,4,10,16,23,6,33,2,8,1,east,southeast,east,southeast
1610612737,1610612748,0021701172,20180404,86,115,0,22,57,.278,28,15,5,10,39,4,11,16,24,6,33,2,8,2,43,36,.544,15,6,1,30,20,11,5,25,14,18,22,7,3,2,east,southeast,east,southeast
1610612764,1610612737,0021701184,20180406,97,103,0,42,38,.525,18,8,2,27,23,8,7,22,18,20,20,2,8,4,23,57,.288,28,15,5,11,39,5,11,16,24,7,33,3,7,1,east,southeast,east,southeast
1610612738,1610612737,0021701202,20180408,106,112,0,54,26,.675,4,2,2,32,18,11,4,26,14,28,12,7,3,1,24,57,.296,27,15,5,12,39,5,11,16,24,8,33,3,7,2,east,atlantic,east,southeast
1610612737,1610612755,0021701214,20180410,113,121,0,24,58,.293,27,15,5,12,40,5,11,16,25,8,33,3,7,1,51,30,.630,5,3,3,33,18,9,7,29,11,22,19,10,0,15,east,southeast,east,atlantic
1610612737,1610612740,0011800014,20181001,116,102,1,0,0,.000,1,,,0,0,0,0,0,0,0,0,0,0,0,0,0,.000,19,,,0,0,0,0,0,0,0,0,0,0,0,east,southeast,west,southwest
1610612763,1610612737,0011800033,20181005,120,110,1,0,0,.000,15,,,0,0,0,0,0,0,0,0,0,0,0,0,0,.000,1,,,0,0,0,0,0,0,0,0,0,0,0,west,southwest,east,southeast
1610612760,1610612737,0011800043,20181007,113,94,1,0,0,.000,21,,,0,0,0,0,0,0,0,0,0,0,0,0,0,.000,1,,,0,0,0,0,0,0,0,0,0,0,0,west,northwest,east,southeast
1610612737,1610612759,0011800061,20181010,130,127,1,0,0,.000,1,,,0,0,0,0,0,0,0,0,0,0,0,0,0,.000,27,,,0,0,0,0,0,0,0,0,0,0,0,east,southeast,west,southwest
1610612748,1610612737,0011800073,20181012,119,113,1,0,0,.000,16,,,0,0,0,0,0,0,0,0,0,0,0,0,0,.000,1,,,0,0,0,0,0,0,0,0,0,0,0,east,southeast,east,southeast
1610612752,1610612737,0021800007,20181017,126,107,1,1,0,1.000,8,4,2,1,0,0,0,1,0,0,0,1,0,1,0,1,.000,18,13,4,0,1,0,0,0,0,0,1,0,1,1,east,atlantic,east,southeast
1610612763,1610612737,0021800020,20181019,131,117,1,1,1,.500,15,10,3,0,0,0,0,1,0,0,1,1,1,1,0,2,.000,27,15,5,0,1,0,0,0,0,0,2,0,2,2,west,southwest,east,southeast
1610612739,1610612737,0021800036,20181021,111,133,0,0,3,.000,29,15,5,0,2,0,0,0,1,0,2,0,3,3,1,2,.333,18,12,4,1,1,0,0,0,0,1,2,1,2,1,east,central,east,southeast
1610612737,1610612742,0021800052,20181024,111,104,1,2,2,.500,9,9,3,1,1,0,0,1,0,1,2,2,2,2,2,2,.500,12,9,4,1,1,0,0,2,0,0,2,2,2,1,east,southeast,west,southwest
1610612737,1610612741,0021800076,20181027,85,97,0,2,3,.400,18,10,3,1,2,0,0,1,1,1,2,2,3,1,2,4,.333,21,12,4,2,3,0,1,1,1,1,3,2,4,1,east,southeast,east,central
1610612755,1610612737,0021800088,20181029,113,92,1,4,3,.571,14,6,3,4,3,0,1,4,0,0,3,4,3,2,2,4,.333,19,10,4,1,3,0,0,1,1,1,3,2,4,2,east,atlantic,east,southeast
1610612739,1610612737,0021800097,20181030,136,114,1,1,6,.143,29,14,5,1,5,0,2,1,3,0,3,1,6,1,2,5,.286,20,12,4,1,4,0,0,1,1,1,4,2,5,3,east,central,east,southeast
1610612737,1610612758,0021800114,20181101,115,146,0,2,6,.250,23,13,4,1,4,0,0,1,2,1,4,2,6,4,6,3,.667,8,5,2,2,3,0,0,2,1,4,2,6,3,5,east,southeast,west,pacific
1610612737,1610612748,0021800128,20181103,123,118,1,3,6,.333,22,11,3,2,4,1,0,2,2,1,4,3,6,1,3,5,.375,21,8,2,2,4,1,4,2,2,1,3,3,5,3,east,southeast,east,southeast
1610612766,1610612737,0021800149,20181106,113,102,1,6,5,.545,13,6,1,6,4,4,0,4,2,2,3,6,4,2,3,7,.300,24,11,4,2,5,1,1,2,2,1,5,3,7,1,east,southeast,east,southeast
1610612737,1610612752,0021800155,20181107,107,112,0,3,8,.273,25,12,4,2,6,1,1,2,3,1,5,3,7,2,4,8,.333,24,11,5,3,7,1,2,2,4,2,4,3,7,1,east,southeast,east,atlantic
1610612737,1610612765,0021800169,20181109,109,124,0,3,9,.250,26,13,4,2,7,1,1,2,4,1,5,3,7,3,6,5,.545,13,6,3,6,5,2,0,3,2,3,3,5,5,2,east,southeast,east,central
1610612747,1610612737,0021800189,20181111,107,106,1,7,6,.538,14,8,3,6,5,2,0,4,3,3,3,7,3,3,3,10,.231,28,14,5,2,7,1,1,2,4,1,6,2,8,4,west,pacific,east,southeast
1610612744,1610612737,0021800201,20181113,110,103,1,12,3,.800,2,1,1,6,2,1,1,8,1,4,2,8,2,1,3,11,.214,28,14,5,2,7,1,1,2,4,1,7,1,9,5,west,pacific,east,southeast
1610612743,1610612737,0021800214,20181115,138,93,1,10,5,.667,5,3,2,6,3,1,0,7,3,3,2,6,4,1,3,12,.200,29,14,5,2,7,1,1,2,4,1,8,1,9,6,west,northwest,east,southeast
1610612754,1610612737,0021800226,20181117,97,89,1,10,6,.625,9,3,2,8,2,2,1,5,3,5,3,6,4,2,3,13,.188,29,14,5,2,8,1,1,2,4,1,9,1,9,7,east,central,east,southeast
1610612737,1610612746,0021800243,20181119,119,127,0,3,14,.176,29,14,5,2,8,1,1,2,5,1,9,1,9,8,11,5,.688,3,2,1,6,4,1,0,7,1,4,4,7,3,5,east,southeast,west,pacific
1610612737,1610612761,0021800254,20181121,108,124,0,3,15,.167,29,14,5,2,9,1,1,2,6,1,9,1,9,9,15,4,.789,1,1,1,9,3,3,1,7,2,8,2,7,3,3,east,southeast,east,atlantic
1610612737,1610612738,0021800268,20181123,96,114,0,3,16,.158,30,15,5,2,10,1,1,2,7,1,9,0,10,10,10,9,.526,15,6,3,8,5,3,2,5,3,5,6,4,6,1,east,southeast,east,atlantic
1610612737,1610612766,0021800288,20181125,124,123,1,4,16,.200,30,15,5,3,10,2,1,3,7,1,9,1,9,1,9,10,.474,19,8,2,9,8,4,1,6,3,3,7,5,5,2,east,southeast,east,southeast
1610612748,1610612737,0021800302,20181127,113,115,0,7,13,.350,25,11,4,5,11,1,6,3,8,4,5,2,8,2,5,16,.238,27,14,5,4,10,3,1,3,7,2,9,2,8,2,east,southeast,east,southeast
1610612766,1610612737,0021800306,20181128,108,94,1,11,10,.524,15,6,1,11,8,5,1,8,3,3,7,5,5,2,5,17,.227,27,14,5,4,11,3,2,3,7,2,10,2,8,1,east,southeast,east,southeast
1610612760,1610612737,0021800325,20181130,124,109,1,14,7,.667,6,3,2,7,6,0,1,9,3,5,4,7,3,2,5,18,.217,27,14,5,4,11,3,2,3,7,2,11,2,8,2,west,northwest,east,southeast
1610612737,1610612744,0021800344,20181203,111,128,0,5,19,.208,28,15,5,4,11,3,2,3,8,2,11,2,8,3,16,9,.640,7,4,2,8,6,2,1,11,2,5,7,4,6,1,east,southeast,west,pacific
1610612737,1610612764,0021800357,20181205,117,131,0,5,20,.200,28,15,5,4,12,3,3,3,9,2,11,2,8,4,11,14,.440,23,9,3,7,6,3,2,7,5,4,9,6,4,3,east,southeast,east,southeast
1610612737,1610612743,0021800380,20181208,106,98,1,6,20,.231,27,14,5,4,12,3,3,4,9,2,11,3,7,1,17,9,.654,6,3,2,10,4,4,0,9,3,8,6,7,3,2,east,southeast,west,northwest
1610612742,1610612737,0021800412,20181212,114,107,1,15,11,.577,12,7,2,8,8,2,3,13,2,2,9,8,2,3,6,21,.222,28,14,5,4,12,3,3,4,9,2,12,3,7,1,west,southwest,east,southeast
1610612738,1610612737,0021800420,20181214,129,108,1,18,10,.643,6,4,2,13,5,4,2,9,3,9,7,9,1,8,6,22,.214,28,14,5,4,13,3,3,4,9,2,13,3,7,2,east,atlantic,east,southeast
1610612751,1610612737,0021800436,20181216,144,127,1,13,18,.419,24,10,4,11,7,5,2,6,10,7,8,5,5,5,6,23,.207,29,15,5,4,14,3,3,4,9,2,14,3,7,3,east,atlantic,east,southeast
1610612737,1610612764,0021800452,20181218,118,110,1,7,23,.233,28,14,5,5,14,4,3,5,9,2,14,3,7,1,12,19,.387,25,11,4,7,11,3,3,8,6,4,13,4,6,1,east,southeast,east,southeast
1610612752,1610612737,0021800472,20181221,107,114,0,9,25,.265,26,12,5,6,20,2,7,4,11,5,14,1,9,4,8,23,.258,27,13,5,6,14,4,3,5,9,3,14,3,7,2,east,atlantic,east,southeast
1610612765,1610612737,0021800486,20181223,95,98,0,15,16,.484,18,8,3,11,13,4,2,10,8,5,8,2,8,2,9,23,.281,26,12,5,7,14,4,3,5,9,4,14,4,6,3,east,central,east,southeast
1610612737,1610612754,0021800504,20181226,121,129,0,9,24,.273,26,12,5,7,15,4,3,5,10,4,14,4,6,1,23,12,.657,4,3,2,17,5,4,2,12,5,11,7,8,2,3,east,southeast,east,central
