Name,Season,WP_MEAN
"Ellington,Wayne",2018,0.11707867762135801
"Ellington,Wayne",2019,0.10942547550202483
"Ellington,Wayne",2020,0.06226470994578691
"Embiid,Joel",2018,0.24395468676978563
"Embiid,Joel",2019,0.279555351335497
"Embiid,Joel",2020,0.23683675512780605
"Ennis,James",2018,0.06522208426632996
"Ennis,James",2019,0.059526175773604396
"Ennis,James",2020,0.05802259398416434
"Ennis,Tyler",2018,0.05201123732955856
"Eubanks,Drew",2019,0.0227499918136903
"Eubanks,Drew",2020,0.028980012556680923
"Evans,Jacob",2019,0.022065081796141205
"Evans,Jacob",2020,0.05985263145248416
"Evans,Jawun",2018,0.06708545442409025
"Evans,Jawun",2019,0.024589440524880633
"Evans,Jeremy",2018,0.005922795249297239
"Evans,Tyreke",2018,0.20842520738880385
"Evans,Tyreke",2019,0.12516491312321693
"Exum,Dante",2018,0.07549894991000772
"Exum,Dante",2019,0.07492413460165386
"Exum,Dante",2020,0.0485980111337496
"Fall,Tacko",2020,0.03476836692595241
"Faried,Kenneth",2018,0.05177991901954414
"Faried,Kenneth",2019,0.07774940393654638
"Favors,Derrick",2018,0.10672736151918576
"Favors,Derrick",2019,0.10399476688632166
"Favors,Derrick",2020,0.07278167214710386
"Felder,Kay",2018,0.05615993389433069
"Felton,Raymond",2018,0.07934285764920392
"Felton,Raymond",2019,0.048869659957141834
"Felício,Cristiano",2018,0.044800284737353674
"Felício,Cristiano",2019,0.03523229951083696
"Felício,Cristiano",2020,0.021827084337589647
"Ferguson,Terrance",2018,0.033597792097160115
"Ferguson,Terrance",2019,0.06259204078890107
"Ferguson,Terrance",2020,0.042487844843552496
"Fernando,Bruno",2020,0.03781744530472718
"Ferrell,Yogi",2018,0.10979338542542726
"Ferrell,Yogi",2019,0.0651157488482105
"Ferrell,Yogi",2020,0.052405361155340044
"Finney-Smith,Dorian",2018,0.0696766954835181
"Finney-Smith,Dorian",2019,0.07240369618580358
"Finney-Smith,Dorian",2020,0.08332314149306194
"Forbes,Bryn",2018,0.07558445621234405
"Forbes,Bryn",2019,0.11945720927129995
"Forbes,Bryn",2020,0.11613646713957508
"Fournier,Evan",2018,0.18373030022711714
"Fournier,Evan",2019,0.1623150280136968
"Fournier,Evan",2020,0.19216322398793395
"Fox,De'Aaron",2018,0.13856887585699518
"Fox,De'Aaron",2019,0.1900471513571846
"Fox,De'Aaron",2020,0.21755936637089854
"Frazier,Melvin",2019,0.021102763332162076
"Frazier,Melvin",2020,0.01769205307227863
"Frazier,Michael",2020,0.017705591677062805
"Frazier,Tim",2018,0.034747714032587064
"Frazier,Tim",2019,0.052691741151235226
"Frazier,Tim",2020,0.04509022418556109
"Fredette,Jimmer",2019,0.05610897661239037
"Frye,Channing",2018,0.05259424107448311
"Frye,Channing",2019,0.044157279799881544
"Fultz,Markelle",2018,0.08444965936116475
"Fultz,Markelle",2019,0.08720167222656364
"Fultz,Markelle",2020,0.13295754157288328
"Gabriel,Wenyen",2020,0.019874928021848155
"Gafford,Daniel",2020,0.04394433294175299
"Gallinari,Danilo",2018,0.17199296015270485
"Gallinari,Danilo",2019,0.19948962868702133
"Gallinari,Danilo",2020,0.198762853502167
"Galloway,Langston",2018,0.07286054618019532
"Galloway,Langston",2019,0.08746199386746242
"Galloway,Langston",2020,0.10328851469322854
"Garland,Darius",2020,0.1460506806026957
"Garrett,Billy",2019,0.07986855625478662
"Gasol,Marc",2018,0.20102557508370675
"Gasol,Marc",2019,0.14049120710180643
"Gasol,Marc",2020,0.0862401833694204
"Gasol,Pau",2018,0.10841436928421916
"Gasol,Pau",2019,0.049192993623155955
"Gay,Rudy",2018,0.12208597129590779
"Gay,Rudy",2019,0.1400524632968944
"Gay,Rudy",2020,0.10952710882070887
"George,Paul",2018,0.23833384780488032
"George,Paul",2019,0.29533095718428204
"George,Paul",2020,0.22711517814923152
"Georges-Hunt,Marcus",2018,0.0227849399703277
"Gibson,Jonathan",2018,0.07307274322019924
"Gibson,Taj",2018,0.10076678463810455
"Gibson,Taj",2019,0.08824055630717281
"Gibson,Taj",2020,0.046829894612651926
"Giles,Harry",2019,0.07085823710875781
"Giles,Harry",2020,0.06355073976080862
