Posicion,Premios,puntos_MVP,primero,AWS,AWS_temp,WP,Season,WP_season,WP_adj,WP_adj_season,Defensivo,Sueldos
309,,,,"Payton,Elfrid",172.75000000000003,"Johnson,Amir",2018,2.7134621034362363,"Rose,Derrick",0.07324912745391507,,"Beasley,Malik"
310,,,,"Dekker,Sam",172.25000000000003,"McCaw,Patrick",2018,2.706243697531637,"Monroe,Greg",0.07302204613244406,,"Stone,Julyan"
311,,,,"Zeller,Cody",171.8,"Theis,Daniel",2018,2.6910885762086143,"Artis,Jamel",0.07041800405830467,,"Dinwiddie,Spencer"
312,,,,"Dellavedova,Matthew",171.0,"Thomas,Isaiah",2018,2.65259744482476,"White,Okaro",0.0686140646047233,,"Bembry,DeAndre'"
313,,,,"LaVine,Zach",170.50000000000003,"Payton,Elfrid",2018,2.6520285720330725,"Sessions,Ramon",0.06774464206488359,,"Holmes,Richaun"
314,,,,"Diallo,Cheick",169.40000000000003,"Calderón,José",2018,2.6468668885581192,"Jackson,Justin",0.05870791424769256,,"McConnell,T.J."
315,,,,"Monk,Malik",167.89999999999995,"Zeller,Tyler",2018,2.637983640934184,"Johnson,Joe",0.05337138566805927,,"Buycks,Dwight"
316,,,,"Payne,Cameron",165.9,"Ennis,Tyler",2018,2.548550629148369,"Brewer,Corey",0.05044382063627618,,"Lydon,Tyler"
317,,,,"Speights,Marreese",163.04999999999995,"Payne,Cameron",2018,2.5414195016792966,"Zeller,Tyler",0.050074510020937865,,"Goodwin,Archie"
318,,,,"Galloway,Langston",162.39999999999995,"Nelson,Jameer",2018,2.537990268442574,"O'Quinn,Kyle",0.048483700364865996,,"Kelly,Ryan"
319,,,,"Wallace,Tyrone",162.05,"Mudiay,Emmanuel",2018,2.5336006629259944,"Neto,Raul",0.044437178708404704,,"Withey,Jeff"
320,,,,"Lauvergne,Joffrey",161.35,"Nance,Larry",2018,2.509444543147604,"Kornet,Luke",0.04118368405586786,,"Richardson,Malachi"
321,,,,"Rabb,Ivan",159.45000000000005,"Cunningham,Dante",2018,2.499765388309875,"Crawford,Jordan",0.040032931910022725,,"Butler,Caron"
322,,,,"Birch,Khem",159.25,"Osman,Cedi",2018,2.4988414986133844,"Evans,Jawun",0.03833370605185009,,"Burke,Trey"
323,,,,"McCaw,Patrick",157.1,"Jefferson,Al",2018,2.497188186508018,"Canaan,Isaiah",0.027301458081779733,,"Brogdon,Malcolm"
324,,,,"Thomas,Lance",154.15,"Buycks,Dwight",2018,2.4290241654073643,"Meeks,Jodie",0.02640072686107609,,"McGruder,Rodney"
325,,,,"Bayless,Jerryd",153.75000000000003,"Felício,Cristiano",2018,2.4192153758170982,"Caboclo,Bruno",0.02054559566195642,,"Cook,Quinn"
326,,,,"Graham,Treveon",151.80000000000004,"Ojeleye,Semi",2018,2.418367972852117,"Harkless,Maurice",0.018499423677810076,,"White,Okaro"
327,,,,"Cunningham,Dante",151.10000000000005,"Iwundu,Wesley",2018,2.4149788966426784,"Whitehead,Isaiah",0.0160966713901068,,"Williams,Troy"
328,,,,"Gallinari,Danilo",151.0,"Ross,Terrence",2018,2.413942671202743,"Quarterman,Tim",0.015445676009898806,,"Siakam,Pascal"
329,,,,"Thomas,Isaiah",150.55000000000004,"Anderson,Justin",2018,2.4116053252395098,"Lawson,Ty",0.009763711866109623,,"Hernangomez,Willy"
330,,,,"Ennis,Tyler",148.04999999999995,"Graham,Treveon",2018,2.3848249496631966,"Doyle,Milton",0.0051605269054786,,"Taylor,Isaiah"
331,,,,"Black,Tarik",144.60000000000005,"Brown,Sterling",2018,2.3729351942432597,"Williams,Alan",0.0032777211276322875,,"McGary,Mitch"
332,,,,"Noel,Nerlens",143.55,"Diallo,Cheick",2018,2.346635260114149,"Richardson,Malachi",0.0018186830305268187,,"Lauvergne,Joffrey"
333,,,,"Osman,Cedi",141.45,"Conley,Mike",2018,2.328775451192949,"Jackson,Demetrius",0.0009641317263529603,,"O'Bryant,Johnny"
334,,,,"Jefferson,Al",141.1,"Harris,Devin",2018,2.320357901588124,"White,Andrew",0.00021506989326683382,,"Ennis,Tyler"
335,,,,"Iwundu,Wesley",139.85000000000005,"Bacon,Dwayne",2018,2.3101105478951536,"Morris,Monte",-0.0010418037577724498,,"Grant,Jerami"
336,,,,"Neto,Raul",137.15,"McDermott,Doug",2018,2.3070695038286515,"Blakeney,Antonio",-0.006181391552260468,,"Millsap,Elijah"
337,,,,"Faried,Kenneth",136.44999999999996,"Neto,Raul",2018,2.2642901676433738,"Frye,Channing",-0.008987079344724605,,"Huertas,Marcelinho"
338,,,,"Terry,Jason",133.15,"Young,Joe",2018,2.2369889353374632,"Brown,Markel",-0.010359931155201122,,"Sloan,Donald"
339,,,,"Caruso,Alex",131.55,"Williams,C.J.",2018,2.2247693032640194,"Deng,Luol",-0.015096985308246854,,"Looney,Kevon"
340,,,,"Brewer,Corey",130.05,"Babbitt,Luke",2018,2.204293976611598,"Williams,Derrick",-0.019292589019860674,,"Bogut,Andrew"
341,,,,"Brewer,Corey",129.60000000000005,"Beasley,Malik",2018,2.196675793717616,"Holmes,Richaun",-0.02326586690829894,,"West,David"
342,,,,"Brown,Sterling",128.95,"Frye,Channing",2018,2.159768402426324,"Stockton,David",-0.02612930495083209,,"McCullough,Chris"
343,,,,"Booker,Trevor",128.35,"Simmons,Kobi",2018,2.1537380443994554,"Lemon,Walt",-0.03365689278018802,,"Udrih,Beno"
344,,,,"Reed,Willie",126.84999999999998,"Plumlee,Miles",2018,2.1528309002544423,"Reed,Willie",-0.03512922659773851,,"Jokic,Nikola"
345,,,,"Frye,Channing",125.35000000000002,"Chandler,Tyson",2018,2.1473502093301837,"Hayes,Nigel",-0.0373855108868992,,"Reed,Willie"
346,,,,"Johnson,Joe",124.3,"Frazier,Tim",2018,2.050115127922637,"Williams,Troy",-0.03818558399781183,,"Mejri,Salah"
347,,,,"Booker,Trevor",123.15,"Lauvergne,Joffrey",2018,2.0463954544899856,"Eddie,Jarell",-0.039280426572377486,,"Wayns,Maalik"
348,,,,"Bembry,DeAndre'",120.4,"Stauskas,Nik",2018,2.0323023084949337,"Teague,Marquis",-0.039457628154270494,,"Martin,Jarell"
349,,,,"Hood,Rodney",120.25,"Brewer,Corey",2018,2.026185678780249,"Jennings,Brandon",-0.04041621994072974,,"Toupane,Axel"
350,,,,"Ross,Terrence",119.75,"Huestis,Josh",2018,2.0180047967975088,"Anunoby,OG",-0.040732840170658834,,"Christmas,Rakeem"
351,,,,"Buycks,Dwight",118.15000000000003,"Brewer,Corey",2018,1.9995775681071504,"Gibson,Jonathan",-0.04251792075559056,,"Jones,Perry"
352,,,,"Evans,Jawun",117.84999999999997,"Nader,Abdel",2018,1.9916759880637236,"Onuaku,Chinanu",-0.04419417071961496,,"Evans,Jeremy"
353,,,,"Dudley,Jared",117.59999999999997,"Afflalo,Arron",2018,1.984766924303188,"Evans,Jeremy",-0.046073958132227914,,"Wilkins,Damien"
354,,,,"Canaan,Isaiah",117.54999999999998,"Dellavedova,Matthew",2018,1.984536736690208,"Pullen,Jacob",-0.04955471966131839,,"Clark,Ian"
355,,,,"Mudiay,Emmanuel",117.50000000000004,"Ennis,James",2018,1.9522382229626432,"Gray,Josh",-0.05111962919367975,,"Mbah,Luc"
356,,,,"Harris,Devin",117.45000000000002,"Dotson,Damyean",2018,1.9495026738608825,"Kuzminskas,Mindaugas",-0.055055567876506686,,"Huestis,Josh"
357,,,,"Thomas,Isaiah",116.15,"Terry,Jason",2018,1.9459740371266483,"Felder,Kay",-0.05524401424999503,,"Harrell,Montrezl"
358,,,,"Simmons,Kobi",115.8,"Monroe,Greg",2018,1.9092875689307027,"McCree,Erik",-0.055320639980752866,,"Jones,Tyus"
359,,,,"McDermott,Doug",115.4,"Isaac,Jonathan",2018,1.9013492987876768,"Papagiannis,Georgios",-0.05642651477645338,,"Casspi,Omri"
360,,,,"Babbitt,Luke",114.95,"Canaan,Isaiah",2018,1.8857419459817824,"Hayward,Gordon",-0.05827637258934652,,"Chalmers,Mario"
361,,,,"Zubac,Ivica",113.99999999999996,"Johnson,Joe",2018,1.858962673844752,"Wright,Brandan",-0.05954147510179057,,"McDaniels,KJ"
362,,,,"Zeller,Tyler",113.45,"Zeller,Cody",2018,1.8566559195592975,"Vaughn,Rashad",-0.06687960378917167,,"Felton,Raymond"
363,,,,"Zipser,Paul",113.29999999999998,"Lee,Damion",2018,1.846716623449686,"Marjanović,Boban",-0.06712411965334783,,"Collison,Nick"
364,,,,"Luwawu-Cabarrot,Timothé",113.09999999999997,"Ellenson,Henry",2018,1.8331700437535607,"Drew,Larry",-0.0671854849125989,,"Allen,Tony"
365,,,,"Anderson,Justin",112.50000000000004,"O'Bryant,Johnny",2018,1.8000169417019931,"Hearn,Reggie",-0.06870103086496585,,"Morrow,Anthony"
366,,,,"Cunningham,Dante",111.65,"Bembry,DeAndre'",2018,1.7818665626882542,"Hayes,Nigel",-0.07054561243018065,,"McGee,JaVale"
367,,,,"Isaac,Jonathan",111.5,"Blakeney,Antonio",2018,1.7777363527177616,"McAdoo,James Michael",-0.07540067309437007,,"Neto,Raul"
368,,,,"Ojeleye,Semi",111.4,"Rose,Derrick",2018,1.7601427216932417,"McRoberts,Josh",-0.07808499956583112,,"Humphries,Kris"
369,,,,"Cavanaugh,Tyler",109.9,"Ferguson,Terrance",2018,1.7470851890523258,"Williams,C.J.",-0.07992604140398521,,"Rudez,Damjan"
370,,,,"Mozgov,Timofey",108.24999999999996,"Exum,Dante",2018,1.7364758479301774,"Eddie,Jarell",-0.08394764182962589,,"Brooks,Aaron"
371,,,,"Nogueira,Lucas",108.0,"Booker,Trevor",2018,1.7094159891744145,"Wiley,Jacob",-0.08426498096293009,,"Connaughton,Pat"
372,,,,"Craig,Torrey",107.75,"Rabb,Ivan",2018,1.6951242043580932,"Drew,Larry",-0.08735693975728025,,"Swanigan,Caleb"
373,,,,"Exum,Dante",106.85,"Paul,Brandon",2018,1.6771686547739708,"Nelson,Jameer",-0.09124939312649102,,"Adams,Jordan"
374,,,,"Vonleh,Noah",106.6,"Mejri,Salah",2018,1.665436864967886,"Jerebko,Jonas",-0.09308590386476832,,"Jefferson,Richard"
375,,,,"Williams,C.J.",105.55,"House,Danuel",2018,1.6565833368759433,"McKinney-Jones,Trey",-0.0932491819792438,,"Kuzma,Kyle"
376,,,,"Harrison,Shaquille",104.8,"Cunningham,Dante",2018,1.6398560798528452,"Blue,Vander",-0.09733088456308256,,"Bradley,Tony"
377,,,,"Young,Joe",103.05,"Leonard,Kawhi",2018,1.619578870810479,"Hopson,Scotty",-0.09734444647919782,,"White,Derrick"
378,,,,"Huestis,Josh",101.15000000000003,"Harrison,Shaquille",2018,1.6190503851266598,"Brown,Anthony",-0.097479683307934,,"Hart,Josh"
379,,,,"Beasley,Malik",100.74999999999996,"Roberson,Andre",2018,1.6140354808117272,"Patton,Justin",-0.0984960939183352,,"Luwawu-Cabarrot,Timothe"
380,,,,"Stauskas,Nik",100.70000000000002,"Dudley,Jared",2018,1.6007393221802415,"Bembry,DeAndre'",-0.10144002766345067,,"Smith,Josh"
381,,,,"Hernangómez,Willy",100.15,"Vonleh,Noah",2018,1.588182216071074,"Cleveland,Antonius",-0.1039988166413736,,"Morris,Jaylen"
382,,,,"Wright,Brandan",100.1,"Cavanaugh,Tyler",2018,1.5810567062698022,"Montero,Luis",-0.10544431371839692,,"Poythress,Alex"
383,,,,"Vonleh,Noah",99.5,"Okafor,Jahlil",2018,1.5615062565277964,"Hunter,Vince",-0.10854488004010228,,"McKinnie,Alfonzo"
384,,,,"Okafor,Emeka",98.8,"Reed,Willie",2018,1.5608596637368075,"Smith,Josh",-0.10952524614797134,,"Cleveland,Antonius"
385,,,,"Collinsworth,Kyle",96.35,"Faried,Kenneth",2018,1.553397570586324,"Brussino,Nicolás",-0.11004170454652044,,"Anigbogu,Ike"
386,,,,"Ennis,James",95.0,"Kornet,Luke",2018,1.5334666459037691,"Kilpatrick,Sean",-0.11270315807434282,,"Brown,Sterling"
387,,,,"Leonard,Kawhi",94.25,"Craig,Torrey",2018,1.5207817440034626,"Niang,Georges",-0.11401865411246115,,"Purvis,Rodney"
388,,,,"Beverley,Patrick",93.65000000000002,"Caruso,Alex",2018,1.5101847569765474,"Johnson,Omari",-0.11459019353443413,,"Dotson,Damyean"
389,,,,"Dotson,Damyean",93.65,"Kilpatrick,Sean",2018,1.4977237866663895,"Perkins,Kendrick",-0.1155543837860094,,"Bacon,Dwayne"
390,,,,"Paul,Brandon",93.64999999999998,"Udoh,Ekpe",2018,1.4913043567476598,"Mitrou-Long,Naz",-0.11770609670777778,,"Birch,Khem"
391,,,,"Brooks,MarShon",90.75,"Zubac,Ivica",2018,1.4344062599415122,"Okafor,Jahlil",-0.11855084716627247,,"Iwundu,Wes"
392,,,,"Conley,Mike",89.25000000000001,"Beverley,Patrick",2018,1.4204951356859898,"Jones,Jalen",-0.12015741731802965,,"Bell,Jordan"
393,,,,"Hernangómez,Willy",89.09999999999998,"Leaf,T.J.",2018,1.4058698580505224,"Henry,Myke",-0.12104815571114713,,"Dorsey,Tyler"
394,,,,"Marjanović,Boban",87.75,"Black,Tarik",2018,1.3983796457515387,"Young,James",-0.12123572925227255,,"Hernangomez,Guillermo"
395,,,,"Williams,Troy",87.60000000000002,"Brooks,MarShon",2018,1.3976204368927945,"Shumpert,Iman",-0.12243550863181812,,"Kaun,Sasha"
396,,,,"Okafor,Jahlil",84.30000000000003,"Birch,Khem",2018,1.3966560062683535,"Silas,Xavier",-0.12864341379374455,,"Johnson,Brice"
397,,,,"Lee,Damion",83.75000000000001,"Fultz,Markelle",2018,1.3511945497786362,"Hamilton,Daniel",-0.13267540606810874,,"Harrison,Andrew"
398,,,,"Nader,Abdel",83.65000000000002,"Rose,Derrick",2018,1.3314324069218275,"Johnson,Wesley",-0.13365301889844944,,"Mac,Sheldon"
399,,,,"Žižić,Ante",81.60000000000002,"Moreland,Eric",2018,1.3255407320744257,"Robinson,Devin",-0.13720150231648925,,"Randle,Chasson"
400,,,,"House,Danuel",80.30000000000003,"Finney-Smith,Dorian",2018,1.323857214186844,"Payne,Adreian",-0.1404465075377796,,"Gbinije,Michael"
401,,,,"Bacon,Dwayne",80.15000000000002,"Muhammad,Shabazz",2018,1.2895101395059367,"James,Mike",-0.1444319693790848,,"Whitehead,Isaiah"
402,,,,"Henry,Myke",79.4,"Henry,Myke",2018,1.2611482681220196,"Paige,Marcus",-0.1486611703911166,,"Lucas,Kalin"
403,,,,"Rose,Derrick",79.3,"Nogueira,Lucas",2018,1.2293887890873587,"Munford,Xavier",-0.14989515817749596,,"Finney-Smith,Dorian"
404,,,,"Ferguson,Terrance",78.64999999999998,"Wright,Brandan",2018,1.2249332284678622,"Weber,Briante",-0.15170184561609712,,"Tavares,Edy"
405,,,,"Kornet,Luke",75.35000000000002,"Purvis,Rodney",2018,1.2240755700672148,"Kilpatrick,Sean",-0.15256543192569438,,"Selden,Wayne"
406,,,,"Marjanović,Boban",74.35000000000002,"Booker,Trevor",2018,1.2098405953078697,"Cooley,Jack",-0.16376743880572273,,"Stone,Diamond"
407,,,,"Finney-Smith,Dorian",74.1,"Mozgov,Timofey",2018,1.1942883728242055,"Finney-Smith,Dorian",-0.16418605150066595,,"Jones,Damian"
408,,,,"Baker,Ron",72.39999999999998,"Williams,Troy",2018,1.1781908703591732,"Simmons,Kobi",-0.16621328132646535,,"Zipser,Paul"
409,,,,"Leonard,Meyers",72.10000000000002,"Smith,Jason",2018,1.178080920913445,"Jackson,Aaron",-0.16860356742918092,,"Jones,DeQuan"
410,,,,"Afflalo,Arron",72.1,"Noel,Nerlens",2018,1.1719187747159656,"Costello,Matt",-0.169296464421295,,"Georges-Hunt,Marcus"
411,,,,"Booker,Trevor",71.2,"Vonleh,Noah",2018,1.1708721887400588,"Mathiang,Mangok",-0.16989530402276312,,"Labissiere,Skal"
412,,,,"Ellenson,Henry",70.19999999999999,"Collinsworth,Kyle",2018,1.1652596417691683,"Allen,Tony",-0.17032798185705034,,"Brussino,Nicolas"
413,,,,"Johnson,Joe",68.05000000000003,"Kilpatrick,Sean",2018,1.1532555743841522,"Jackson,Demetrius",-0.1893762619851908,,"Davis,Deyonta"
414,,,,"O'Bryant,Johnny",68.0,"Hernangómez,Willy",2018,1.135928118475615,"White,Derrick",-0.19008739640773425,,"Christon,Semaj"
415,,,,"Leaf,T.J.",66.4,"Marjanović,Boban",2018,1.1337914970385696,"Motley,Johnathan",-0.19032055415371912,,"Zubac,Ivica"
416,,,,"Fultz,Markelle",66.30000000000001,"Muhammad,Shabazz",2018,1.130270879190851,"Dozier,PJ",-0.19188927548555215,,"Forbes,Bryn"
417,,,,"Kilpatrick,Sean",65.6,"Whitehead,Isaiah",2018,1.1121070683207537,"Warney,Jameel",-0.20292996629646864,,"Uthoff,Jarrod"
418,,,,"Sampson,JaKarr",64.80000000000001,"Zeller,Tyler",2018,1.1100258197379458,"Bird,Jabari",-0.20661382157058303,,"Wiltjer,Kyle"
419,,,,"Jennings,Brandon",63.90000000000001,"Kilpatrick,Sean",2018,1.0504361495786687,"Vonleh,Noah",-0.2109522251762864,,"Zimmerman,Stephen"
420,,,,"Mickey,Jordan",62.0,"Richardson,Malachi",2018,1.0461902766102755,"Wear,Travis",-0.21153057094552646,,"Felix,Carrick"
421,,,,"Sessions,Ramon",61.7,"Okafor,Emeka",2018,1.0294169459065894,"Powell,Dwight",-0.21764842597569614,,"Bertans,Davis"
422,,,,"Bogut,Andrew",61.5,"Robinson,Glenn",2018,0.9984167354040095,"Stauskas,Nik",-0.22207471028999887,,"Murray,Dejounte"
423,,,,"Whitehead,Isaiah",60.100000000000016,"Wilson,Jamil",2018,0.9852878732137716,"Felder,Kay",-0.22288332187672508,,"Ochefu,Daniel"
424,,,,"Rose,Derrick",57.45,"Žižić,Ante",2018,0.9812707315447874,"Sessions,Ramon",-0.2341969065134448,,"Ulis,Tyler"
425,,,,"Robinson,Glenn",56.30000000000001,"Leonard,Meyers",2018,0.9786900939317116,"Qi,Zhou",-0.23570410808417855,,"Layman,Jake"
426,,,,"Muhammad,Shabazz",55.60000000000001,"Mickey,Jordan",2018,0.9771077787578252,"Clavell,Gian",-0.2362913950316889,,"Ferrell,Yogi"
427,,,,"Yabusele,Guerschon",54.45,"Hernangómez,Willy",2018,0.9713154964747168,"Bertāns,Dāvis",-0.2423631900961801,,"Hammons,AJ"
428,,,,"Arcidiacono,Ryan",53.15,"Jennings,Brandon",2018,0.971168527280898,"Dellavedova,Matthew",-0.24476627490710046,,"McCaw,Patrick"
429,,,,"Allen,Tony",51.19999999999999,"Artis,Jamel",2018,0.9534970556507733,"Jones,Jalen",-0.2494770444474787,,"Garino,Patricio"
430,,,,"Wilson,Jamil",50.70000000000002,"Sessions,Ramon",2018,0.9428246111747448,"Aşık,Ömer",-0.2512015120998541,,"Diallo,Cheick"
431,,,,"McGruder,Rodney",50.0,"Marjanović,Boban",2018,0.941804903444276,"Hayes,Nigel",-0.25124779429829125,,"Onuaku,Chinanu"
432,,,,"Magette,Josh",49.3,"Reed,Davon",2018,0.919588934065246,"Plumlee,Marshall",-0.252670888934725,,"Middleton,Khris"
433,,,,"Hernangómez,Juan",47.9,"Sampson,JaKarr",2018,0.9164220769117868,"McKinnie,Alfonzo",-0.253989098700471,,"Ojeleye,Semi"
434,,,,"Shumpert,Iman",47.5,"Allen,Tony",2018,0.9152850233509351,"Williams,Matt",-0.2606054738903454,,"Jean-Charles,Livio"
435,,,,"Blakeney,Antonio",47.350000000000016,"Motley,Johnathan",2018,0.9075108561095112,"Wolters,Nate",-0.2634996191116633,,"Mason,Frank"
436,,,,"Motley,Johnathan",47.25,"Booker,Trevor",2018,0.9017336330500298,"Payton,Gary",-0.26405074391216365,,"Nader,Abdel"
437,,,,"Liggins,DeAndre",45.74999999999999,"Peters,Alec",2018,0.8815721931321953,"Babbitt,Luke",-0.2710635766165113,,"Wroten,Tony"
438,,,,"Hill,Solomon",41.8,"Wear,Travis",2018,0.8702524275131683,"Nogueira,Lucas",-0.27595727311146484,,"Jenkins,John"
439,,,,"Teletović,Mirza",41.20000000000001,"White,Andrew",2018,0.8575367005943793,"Ennis,James",-0.2786851938504994,,"Johnson,Chris"
440,,,,"Swanigan,Caleb",40.15,"Baker,Ron",2018,0.8561318486167129,"Baldwin,Wade",-0.28241526180967713,,"Goudelock,Andrew"
441,,,,"Liggins,DeAndre",39.65,"McGruder,Rodney",2018,0.8240022685770709,"Wright,Brandan",-0.28618888419321264,,"Bennett,Anthony"
442,,,,"White,Derrick",39.4,"Felder,Kay",2018,0.8111127332937208,"Jones,Derrick",-0.2967941358831071,,"Canaan,Isaiah"
443,,,,"Kilpatrick,Sean",39.25,"Hernangómez,Juan",2018,0.8094046087162052,"Brown,Bobby",-0.299804250254246,,"Henry,Xavier"
444,,,,"Smith,Jason",38.8,"Yabusele,Guerschon",2018,0.7658893388545005,"Looney,Kevon",-0.3060532574051825,,"Sacre,Robert"
445,,,,"Peters,Alec",37.60000000000001,"Brooks,Aaron",2018,0.762296164653825,"Cleveland,Antonius",-0.3063145192284248,,"Andersen,Chris"
446,,,,"Arthur,Darrell",36.85,"Hicks,Isaiah",2018,0.7593187538615878,"Johnson,Brice",-0.30793873369013497,,"Hummel,Robbie"
447,,,,"Brooks,Aaron",35.84999999999999,"Harrison,Aaron",2018,0.7439554978465881,"Johnson,Brice",-0.3093007937332866,,"Gutierrez,Jorge"
448,,,,"Artis,Jamel",34.85000000000001,"Shumpert,Iman",2018,0.7419376502594828,"Holland,John",-0.3131273823206092,,"Bairstow,Cameron"
449,,,,"Crawford,Jordan",34.2,"Jones,Jalen",2018,0.7059524060481152,"Hernangómez,Willy",-0.331777821032323,,"Williams,Elliot"
450,,,,"Kilpatrick,Sean",34.15000000000001,"Teletović,Mirza",2018,0.6965814082264805,"Payton,Gary",-0.3335234617506747,,"Marble,Devyn"
451,,,,"Sessions,Ramon",33.55,"Holland,John",2018,0.6954611993473063,"Bolomboy,Joel",-0.334232021617045,,"Pressey,Phil"
452,,,,"Hicks,Isaiah",32.2,"Hill,Solomon",2018,0.6947257688800257,"Mozgov,Timofey",-0.34213098013437115,,"Prigioni,Pablo"
453,,,,"Richardson,Malachi",31.85000000000001,"Swanigan,Caleb",2018,0.6945723726100248,"Williams,Troy",-0.34684230218059875,,"Whittington,Shayne"
454,,,,"Bird,Jabari",31.1,"Sessions,Ramon",2018,0.6865381157582277,"Rabb,Ivan",-0.3568487860089703,,"Wright,Dorell"
455,,,,"Jones,Jalen",30.45,"Liggins,DeAndre",2018,0.670825353406327,"Caboclo,Bruno",-0.3572733710023536,,"Novak,Steve"
456,,,,"Reed,Davon",29.300000000000004,"Brown,Bobby",2018,0.6650624882340288,"Brown,Lorenzo",-0.3620673602924329,,"Johnson,Orlando"
457,,,,"White,Andrew",29.15,"Bradley,Avery",2018,0.6130443432591415,"Leuer,Jon",-0.3723701991030036,,"Stokes,Jarnell"
458,,,,"Johnson,Dakari",28.75,"White,Derrick",2018,0.6113023860965359,"Peters,Alec",-0.37860796466237306,,"Butler,Rasual"
459,,,,"Weber,Briante",28.700000000000006,"Vaughn,Rashad",2018,0.5981187150560837,"Okafor,Emeka",-0.3803673573111725,,"Lucas,John"
460,,,,"Bradley,Avery",28.500000000000004,"Magette,Josh",2018,0.5732917473566908,"Vaughn,Rashad",-0.3863898866739278,,"Murry,Toure'"
461,,,,"Muhammad,Shabazz",27.95000000000001,"Arthur,Darrell",2018,0.5655642478280271,"Diallo,Cheick",-0.3881003322652757,,"Thornton,Marcus"
462,,,,"Bledsoe,Eric",27.45,"Arcidiacono,Ryan",2018,0.5581871189149399,"Jones,Derrick",-0.3983344890307149,,"Amundson,Lou"
463,,,,"Papagiannis,Georgios",27.300000000000004,"Pondexter,Quincy",2018,0.5429137729911541,"Galloway,Langston",-0.4010367383356598,,"Onuaku,Arinze"
464,,,,"Weber,Briante",27.200000000000006,"Bledsoe,Eric",2018,0.5426243776453742,"Sampson,JaKarr",-0.41515152895574425,,"Brand,Elton"
465,,,,"Baldwin,Wade",27.15,"Georges-Hunt,Marcus",2018,0.5240536193175371,"Hill,Solomon",-0.4195316180147544,,"Jefferson,Cory"
466,,,,"Vaughn,Rashad",27.1,"Frye,Channing",2018,0.5225378923723143,"Aşık,Ömer",-0.4256178844347225,,"Stiemsma,Greg"
467,,,,"Jones,Derrick",27.050000000000004,"Babbitt,Luke",2018,0.5157715778324262,"Stone,Julyan",-0.4282486290653863,,"Farmar,Jordan"
468,,,,"Holland,John",26.700000000000006,"McCullough,Chris",2018,0.5139987712643715,"Jefferson,Al",-0.4295119906712169,,"Wright,Chris"
469,,,,"Wear,Travis",25.50000000000001,"Crawford,Jordan",2018,0.5111451276680592,"Larkin,Shane",-0.4477318002804192,,"Sims,Henry"
470,,,,"Frye,Channing",25.350000000000005,"Liggins,DeAndre",2018,0.5077971924885735,"Magette,Josh",-0.4554690869616682,,"Bynum,Will"
471,,,,"Felder,Kay",24.55,"Brown,Lorenzo",2018,0.5011543366114364,"Hicks,Isaiah",-0.4589306966646517,,"Rabb,Ivan"
472,,,,"Cooley,Jack",23.55,"Doyle,Milton",2018,0.4989058468446518,"Nance,Larry",-0.4602334912055821,,"Zagorac,Rade"
473,,,,"Collison,Nick",23.500000000000004,"Gray,Josh",2018,0.4873801384416036,"Withey,Jeff",-0.4621985884529732,,"Williams,Reggie"
474,,,,"Walton,Derrick",23.500000000000004,"Layman,Jake",2018,0.4859992630857538,"Allen,Kadeem",-0.4643997829769335,,"Wood,Christian"
475,,,,"Payton,Gary",23.15,"Jones,Derrick",2018,0.484282385890175,"Noah,Joakim",-0.4657817219592189,,"Murphy,Kevin"
476,,,,"Stone,Julyan",22.950000000000006,"Rathan-Mayes,Xavier",2018,0.4591387206242238,"Vonleh,Noah",-0.4760965779307236,,"Alexander,Cliff"
477,,,,"Leuer,Jon",22.5,"Leuer,Jon",2018,0.4495271991238915,"Anigbogu,Ike",-0.4789338935540338,,"McRae,Jordan"
478,,,,"Miller,Malcolm",22.1,"Qi,Zhou",2018,0.4269499192684656,"Miller,Malcolm",-0.4848706034903426,,"Benson,Keith"
479,,,,"Brown,Bobby",22.050000000000004,"Nelson,Jameer",2018,0.4063708696516065,"Walton,Derrick",-0.4857253930906209,,"O'Brien,J.J."
480,,,,"Purvis,Rodney",21.90000000000001,"Payton,Gary",2018,0.4055732828423286,"Wilson,D.J.",-0.4915404247714278,,"Dawson,Branden"
481,,,,"Brown,Lorenzo",21.050000000000004,"Papagiannis,Georgios",2018,0.4005780129002008,"Babbitt,Luke",-0.5000687947870879,,"Jerrett,Grant"
482,,,,"Lawson,Ty",20.3,"Johnson,Dakari",2018,0.39414905980866255,"Carter,Vince",-0.505026272773569,,"Dukan,Duje"
483,,,,"Ingram,Andre",19.9,"Wilkins,Damien",2018,0.3891403633702105,"Haslem,Udonis",-0.5059750863244291,,"Johnson,Nick"
484,,,,"Monroe,Greg",19.3,"Morris,Jaylen",2018,0.380140846007675,"Leonard,Meyers",-0.5064722043133989,,"Kennedy,D.J."
485,,,,"Williams,Alan",19.05,"Bird,Jabari",2018,0.3756816712000739,"Bryant,Thomas",-0.5110713902142839,,"Stephens,DJ"
486,,,,"Pondexter,Quincy",18.650000000000006,"Baldwin,Wade",2018,0.3693753343136195,"Korkmaz,Furkan",-0.5112517279821227,,"Green,Gerald"
487,,,,"Morris,Jaylen",18.300000000000004,"Monroe,Greg",2018,0.3641230809565329,"Liggins,DeAndre",-0.5156237384890572,,"Reed,Davon"
488,,,,"Johnson,Brice",17.4,"Miller,Malcolm",2018,0.352305740361789,"Mickey,Jordan",-0.5164072093107964,,"Henton,LaDontae"
