Name,Season,AWS_MEAN
"Chandler,Tyson",2018,7.229347826086957
"Chandler,Tyson",2019,4.377083333333334
"Chandler,Tyson",2020,2.6766666666666663
"Chandler,Wilson",2018,6.42027027027027
"Chandler,Wilson",2019,4.015740740740741
"Chandler,Wilson",2020,3.6442857142857137
"Chealey,Joe",2019,-0.39999999999999963
"Chealey,Joe",2020,0.5333333333333334
"Cheatham,Zylan",2020,1.366666666666667
"Chiozza,Chris",2019,0.7800000000000001
"Chiozza,Chris",2020,3.8250000000000006
"Chriss,Marquese",2018,5.176388888888891
"Chriss,Marquese",2019,2.4607142857142867
"Chriss,Marquese",2020,7.491525423728813
"Clark,Gary",2019,1.9909090909090912
"Clark,Gary",2020,2.153030303030303
"Clark,Ian",2018,3.3329268292682923
"Clark,Ian",2019,3.36
"Clarke,Brandon",2020,8.069999999999999
"Clarkson,Jordan",2018,5.924499999999998
"Clarkson,Jordan",2019,7.927160493827158
"Clarkson,Jordan",2020,7.4325396825396846
"Clavell,Gian",2018,1.8200000000000003
"Claxton,Nicolas",2020,3.392857142857143
"Clemons,Chris",2020,2.6711538461538455
"Cleveland,Antonius",2018,1.2166666666666666
"Cleveland,Antonius",2020,0.2916666666666667
"Coffey,Amir",2020,0.781818181818182
"Collins,John",2018,7.870945945945945
"Collins,John",2019,11.997540983606557
"Collins,John",2020,13.568292682926831
"Collins,Zach",2018,2.694029850746269
"Collins,Zach",2019,4.420967741935484
"Collins,Zach",2020,5.8999999999999995
"Collinsworth,Kyle",2018,3.4410714285714286
"Collison,Darren",2018,8.856578947368423
"Collison,Darren",2019,9.007500000000004
"Collison,Nick",2018,1.807692307692308
"Colson,Bonzie",2019,3.45
"Conley,Mike",2018,7.437500000000001
"Conley,Mike",2019,11.987857142857141
"Conley,Mike",2020,7.695121951219513
"Connaughton,Pat",2018,2.6563953488372096
"Connaughton,Pat",2019,5.179333333333332
"Connaughton,Pat",2020,4.697413793103449
"Cook,Quinn",2018,4.655555555555556
"Cook,Quinn",2019,3.5698795180722906
"Cook,Quinn",2020,2.563513513513514
"Cook,Tyler",2020,1.1849999999999998
"Cooke,Charles",2018,-0.1954545454545454
"Cooley,Jack",2018,3.364285714285714
"Costello,Matt",2018,1.2999999999999998
"Cousins,DeMarcus",2018,19.260416666666668
"Cousins,DeMarcus",2019,9.977631578947367
"Covington,Robert",2018,7.97
"Covington,Robert",2019,8.487142857142857
"Covington,Robert",2020,8.280645161290318
"Crabbe,Allen",2018,6.278666666666665
"Crabbe,Allen",2019,4.263953488372092
"Crabbe,Allen",2020,2.08918918918919
"Craig,Torrey",2018,2.993055555555556
"Craig,Torrey",2019,3.8476190476190473
"Craig,Torrey",2020,3.1988888888888884
"Crawford,Jamal",2018,4.870588235294115
"Crawford,Jamal",2019,5.55655737704918
"Crawford,Jordan",2018,4.885714285714286
"Creek,Mitch",2019,2.9400000000000004
"Crowder,Jae",2018,4.609340659340659
"Crowder,Jae",2019,6.0988235294117645
"Crowder,Jae",2020,6.970689655172414
"Culver,Jarrett",2020,4.837301587301587
"Cunningham,Dante",2018,3.7535714285714303
"Cunningham,Dante",2019,2.927118644067796
"Curry,Seth",2019,3.8460674157303374
"Curry,Seth",2020,7.0603448275862055
"Curry,Stephen",2018,17.059090909090912
"Curry,Stephen",2019,16.348901098901095
"Curry,Stephen",2020,13.220000000000002
"Daniels,Troy",2018,3.5822784810126582
"Daniels,Troy",2019,2.859782608695653
"Daniels,Troy",2020,1.6700000000000004
"Davis,Anthony",2018,17.02857142857143
"Davis,Anthony",2019,17.024107142857144
"Davis,Anthony",2020,16.484545454545454
"Davis,Deyonta",2018,3.779508196721312
"Davis,Deyonta",2019,3.4999999999999996
"Davis,Ed",2018,5.096341463414635
"Davis,Ed",2019,5.671084337349397
"Davis,Ed",2020,1.9217391304347824
"Davis,Terence",2020,5.323387096774193
"Davis,Tyler",2019,0.0
"DeRozan,DeMar",2018,11.15
"DeRozan,DeMar",2019,12.004166666666668
"DeRozan,DeMar",2020,12.518852459016392
"Dedmon,Dewayne",2018,7.583064516129035
"Dedmon,Dewayne",2019,7.9101562500000036
"Dedmon,Dewayne",2020,4.0744186046511635
"Dekker,Sam",2018,2.57089552238806
"Dekker,Sam",2019,4.104545454545455
"Delaney,Malcolm",2018,4.455555555555555
"Delgado,Ángel",2019,1.0500000000000003
"Dellavedova,Matthew",2018,3.8863636363636362
"Dellavedova,Matthew",2019,4.65744680851064
"Dellavedova,Matthew",2020,3.242727272727273
"Deng,Luol",2018,2.8000000000000003
"Deng,Luol",2019,4.572727272727273
"Derrickson,Marcus",2019,2.0318181818181817
"DiVincenzo,Donte",2019,3.1173076923076923
"DiVincenzo,Donte",2020,7.277966101694916
"Diallo,Cheick",2018,3.321568627450981
"Diallo,Cheick",2019,5.08050847457627
"Diallo,Cheick",2020,3.7730769230769226
"Diallo,Hamidou",2019,1.8697916666666663
"Diallo,Hamidou",2020,3.0855263157894735
"Dieng,Gorgui",2018,4.095180722891566
"Dieng,Gorgui",2019,4.470666666666667
"Dieng,Gorgui",2020,6.085964912280702
"Dinwiddie,Spencer",2018,8.33625
"Dinwiddie,Spencer",2019,8.743150684931507
"Dinwiddie,Spencer",2020,10.899218750000001
"Dončić,Luka",2019,14.002083333333335
"Dončić,Luka",2020,19.031481481481478
"Dorsey,Tyler",2018,3.3226415094339625
"Dorsey,Tyler",2019,3.0315217391304357
"Dort,Luguentz",2020,2.2931034482758625
"Dotson,Damyean",2018,2.3412499999999996
"Dotson,Damyean",2019,5.265068493150683
"Dotson,Damyean",2020,3.18404255319149
"Doumbouya,Sekou",2020,2.7391891891891897
"Doyle,Milton",2018,0.7900000000000003
"Dozier,PJ",2018,0.55
"Dozier,PJ",2019,3.0125
"Dozier,PJ",2020,1.9549999999999996
"Dragić,Goran",2018,9.478125000000002
"Dragić,Goran",2019,7.813888888888889
"Dragić,Goran",2020,9.745370370370368
"Drew,Larry",2018,0.577777777777778
"Drummond,Andre",2018,14.680769230769227
"Drummond,Andre",2019,14.046385542168673
"Drummond,Andre",2020,15.80263157894737
"Dudley,Jared",2018,2.9399999999999986
"Dudley,Jared",2019,3.277049180327869
"Dudley,Jared",2020,1.6
"Dunn,Kris",2018,9.728846153846158
"Dunn,Kris",2019,8.034782608695652
"Dunn,Kris",2020,6.2620000000000005
"Durant,Kevin",2018,16.434831460674157
"Durant,Kevin",2019,16.10277777777778
"Duval,Trevon",2019,1.8
"Eddie,Jarell",2018,-0.5499999999999999
"Edwards,Carsen",2020,1.425
"Edwards,Vince",2019,0.44999999999999996
"Ellenson,Henry",2018,2.064705882352941
"Ellenson,Henry",2019,3.026315789473684
"Ellenson,Henry",2020,-0.4249999999999999
"Ellington,Wayne",2018,5.464814814814812
"Ellington,Wayne",2019,5.1071428571428585
"Ellington,Wayne",2020,2.7147058823529417
"Embiid,Joel",2018,14.532394366197183
"Embiid,Joel",2019,16.862000000000002
"Embiid,Joel",2020,15.003409090909093
"Ennis,James",2018,4.310416666666667
"Ennis,James",2019,3.8161764705882346
"Ennis,James",2020,3.714166666666667
"Ennis,Tyler",2018,3.021428571428571
"Eubanks,Drew",2019,1.9352941176470588
"Eubanks,Drew",2020,3.226923076923077
"Evans,Jacob",2019,1.014
"Evans,Jacob",2020,2.2
"Evans,Jawun",2018,2.740697674418604
"Evans,Jawun",2019,1.3
"Evans,Jeremy",2018,2.2
"Evans,Tyreke",2018,11.58173076923077
"Evans,Tyreke",2019,5.517123287671233
"Exum,Dante",2018,4.645652173913044
"Exum,Dante",2019,3.9166666666666665
"Exum,Dante",2020,3.3485294117647055
"Fall,Tacko",2020,2.2399999999999998
"Faried,Kenneth",2018,4.548333333333332
"Faried,Kenneth",2019,6.388095238095239
"Favors,Derrick",2018,8.057954545454548
"Favors,Derrick",2019,8.793750000000005
"Favors,Derrick",2020,8.8
"Felder,Kay",2018,1.7633333333333332
"Felton,Raymond",2018,4.057954545454546
"Felton,Raymond",2019,2.227777777777778
"Felício,Cristiano",2018,4.371296296296297
"Felício,Cristiano",2019,3.2348214285714283
"Felício,Cristiano",2020,5.065789473684211
"Ferguson,Terrance",2018,1.5124999999999995
"Ferguson,Terrance",2019,2.6974683544303786
"Ferguson,Terrance",2020,1.8170212765957447
"Fernando,Bruno",2020,3.262264150943397
"Ferrell,Yogi",2018,5.3774390243902435
"Ferrell,Yogi",2019,3.5818840579710156
"Ferrell,Yogi",2020,2.401249999999999
"Finney-Smith,Dorian",2018,3.9
"Finney-Smith,Dorian",2019,5.125000000000002
"Finney-Smith,Dorian",2020,6.578906250000002
"Forbes,Bryn",2018,2.5123456790123453
"Forbes,Bryn",2019,5.773033707865168
"Forbes,Bryn",2020,5.000793650793651
"Fournier,Evan",2018,8.506140350877194
"Fournier,Evan",2019,7.461046511627908
"Fournier,Evan",2020,9.758196721311478
"Fox,De'Aaron",2018,6.906849315068494
"Fox,De'Aaron",2019,11.958024691358023
"Fox,De'Aaron",2020,12.61888888888889
"Frazier,Melvin",2019,0.1083333333333334
"Frazier,Melvin",2020,0.6090909090909092
"Frazier,Michael",2020,0.2833333333333335
"Frazier,Tim",2018,3.7076271186440692
"Frazier,Tim",2019,5.192857142857141
"Frazier,Tim",2020,3.8519230769230766
"Fredette,Jimmer",2019,1.3833333333333337
"Frye,Channing",2018,2.954901960784314
"Frye,Channing",2019,1.7171875000000003
"Fultz,Markelle",2018,4.143750000000001
"Fultz,Markelle",2019,4.752631578947369
"Fultz,Markelle",2020,8.422656250000001
"Gabriel,Wenyen",2020,1.8807692307692305
"Gafford,Daniel",2020,4.283783783783784
"Gallinari,Danilo",2018,7.190476190476191
"Gallinari,Danilo",2019,10.636486486486486
"Gallinari,Danilo",2020,9.916363636363634
"Galloway,Langston",2018,2.8491228070175434
"Galloway,Langston",2019,3.2451807228915666
"Galloway,Langston",2020,5.1515151515151505
"Garland,Darius",2020,7.248305084745763
"Garrett,Billy",2019,2.0500000000000007
"Gasol,Marc",2018,11.121917808219179
"Gasol,Marc",2019,9.249029126213587
"Gasol,Marc",2020,6.738888888888891
"Gasol,Pau",2018,7.897560975609756
"Gasol,Pau",2019,3.948148148148149
"Gay,Rudy",2018,6.639516129032258
"Gay,Rudy",2019,8.578947368421051
"Gay,Rudy",2020,6.193333333333334
"George,Paul",2018,12.670588235294115
"George,Paul",2019,15.99756097560975
"George,Paul",2020,12.411904761904763
"Georges-Hunt,Marcus",2018,0.7217391304347825
"Gibson,Jonathan",2018,4.275
"Gibson,Taj",2018,7.644252873563218
"Gibson,Taj",2019,7.207857142857141
"Gibson,Taj",2020,4.53951612903226
"Giles,Harry",2019,4.488181818181818
"Giles,Harry",2020,4.429729729729729
"Gilgeous-Alexander,Shai",2019,7.229545454545454
"Gilgeous-Alexander,Shai",2020,10.675396825396822
"Ginóbili,Manu",2018,5.489285714285714
"Gobert,Rudy",2018,11.659701492537312
"Gobert,Rudy",2019,13.445930232558144
"Gobert,Rudy",2020,13.357258064516127
"Goodwin,Brandon",2019,0.7000000000000001
"Goodwin,Brandon",2020,3.1911764705882355
"Gordon,Aaron",2018,9.90689655172414
"Gordon,Aaron",2019,10.08734939759036
"Gordon,Aaron",2020,9.034482758620692
"Gordon,Eric",2018,8.152325581395353
"Gordon,Eric",2019,6.986708860759496
"Gordon,Eric",2020,4.992647058823529
"Gortat,Marcin",2018,6.6477272727272725
"Gortat,Marcin",2019,4.557608695652173
"Graham,Devonte'",2019,3.2646341463414648
"Graham,Devonte'",2020,12.050793650793654
"Graham,Treveon",2018,2.4483870967741943
"Graham,Treveon",2019,2.0166666666666666
"Graham,Treveon",2020,2.2153846153846155
"Grant,Jerami",2018,4.719540229885059
"Grant,Jerami",2019,7.067058823529409
"Grant,Jerami",2020,5.881249999999999
"Grant,Jerian",2018,5.978378378378378
"Grant,Jerian",2019,3.7316666666666674
"Grantham,Donte",2019,-0.7
"Gray,Josh",2018,3.3800000000000003
"Gray,Josh",2020,3.4
"Green,Danny",2018,5.0406666666666675
"Green,Danny",2019,6.260096153846157
