Team,Season,Date,Year,ID Partido,Local,Opponent,Team Points,Opponent Points,Result,Name,Reason
Philadelphia 76ers,2019,Oct 16,2018,/boxscores/201810160BOS.html,False,Boston Celtics,87,105,W,"Milton,Shake",Did Not Play
Philadelphia 76ers,2019,Oct 16,2018,/boxscores/201810160BOS.html,False,Boston Celtics,87,105,W,"Jackson,Demetrius",Did Not Play
Philadelphia 76ers,2019,Oct 18,2018,/boxscores/201810180PHI.html,False,Chicago Bulls,127,108,W,"Milton,Shake",Did Not Play
Philadelphia 76ers,2019,Oct 18,2018,/boxscores/201810180PHI.html,False,Chicago Bulls,127,108,W,"Jackson,Demetrius",Did Not Play
Philadelphia 76ers,2019,Oct 20,2018,/boxscores/201810200PHI.html,False,Orlando Magic,116,115,W,"Bolden,Jonah",Did Not Play
Philadelphia 76ers,2019,Oct 20,2018,/boxscores/201810200PHI.html,False,Orlando Magic,116,115,W,"Jackson,Demetrius",Did Not Play
Philadelphia 76ers,2019,Oct 20,2018,/boxscores/201810200PHI.html,False,Orlando Magic,116,115,W,"Milton,Shake",Did Not Play
Philadelphia 76ers,2019,Oct 23,2018,/boxscores/201810230DET.html,False,Detroit Pistons,132,133,L,"Bolden,Jonah",Did Not Play
Philadelphia 76ers,2019,Oct 23,2018,/boxscores/201810230DET.html,False,Detroit Pistons,132,133,L,"Korkmaz,Furkan",Did Not Play
Philadelphia 76ers,2019,Oct 23,2018,/boxscores/201810230DET.html,False,Detroit Pistons,132,133,L,"Jackson,Demetrius",Did Not Play
Philadelphia 76ers,2019,Oct 24,2018,/boxscores/201810240MIL.html,False,Milwaukee Bucks,108,123,L,"Jackson,Demetrius",Did Not Play
Philadelphia 76ers,2019,Oct 24,2018,/boxscores/201810240MIL.html,False,Milwaukee Bucks,108,123,L,"Bolden,Jonah",Did Not Play
Philadelphia 76ers,2019,Oct 27,2018,/boxscores/201810270PHI.html,False,Charlotte Hornets,105,103,W,"Bolden,Jonah",Did Not Play
Philadelphia 76ers,2019,Oct 27,2018,/boxscores/201810270PHI.html,False,Charlotte Hornets,105,103,W,"Korkmaz,Furkan",Did Not Play
Philadelphia 76ers,2019,Oct 30,2018,/boxscores/201810300TOR.html,False,Toronto Raptors,112,129,L,"Korkmaz,Furkan",Did Not Play
Philadelphia 76ers,2019,Nov 1,2018,/boxscores/201811010PHI.html,False,Los Angeles Clippers,122,113,W,"McConnell,T.J.",Did Not Play
Philadelphia 76ers,2019,Nov 1,2018,/boxscores/201811010PHI.html,False,Los Angeles Clippers,122,113,W,"Korkmaz,Furkan",Did Not Play
Philadelphia 76ers,2019,Nov 1,2018,/boxscores/201811010PHI.html,False,Los Angeles Clippers,122,113,W,"Bolden,Jonah",Did Not Play
Philadelphia 76ers,2019,Nov 3,2018,/boxscores/201811030PHI.html,False,Detroit Pistons,109,99,L,"McConnell,T.J.",Did Not Play
Philadelphia 76ers,2019,Nov 3,2018,/boxscores/201811030PHI.html,False,Detroit Pistons,109,99,L,"Bolden,Jonah",Did Not Play
Philadelphia 76ers,2019,Nov 3,2018,/boxscores/201811030PHI.html,False,Detroit Pistons,109,99,L,"Korkmaz,Furkan",Did Not Play
Philadelphia 76ers,2019,Nov 4,2018,/boxscores/201811040BRK.html,False,Brooklyn Nets,97,122,W,"Bolden,Jonah",Did Not Play
Philadelphia 76ers,2019,Nov 7,2018,/boxscores/201811070IND.html,False,Indiana Pacers,100,94,L,"Korkmaz,Furkan",Did Not Play
Philadelphia 76ers,2019,Nov 7,2018,/boxscores/201811070IND.html,False,Indiana Pacers,100,94,L,"Bolden,Jonah",Did Not Play
Philadelphia 76ers,2019,Nov 7,2018,/boxscores/201811070IND.html,False,Indiana Pacers,100,94,L,"McConnell,T.J.",Did Not Play
Philadelphia 76ers,2019,Nov 9,2018,/boxscores/201811090PHI.html,False,Charlotte Hornets,133,132,W,"Korkmaz,Furkan",Did Not Play
Philadelphia 76ers,2019,Nov 10,2018,/boxscores/201811100MEM.html,False,Memphis Grizzlies,106,112,L,"Chandler,Wilson",Did Not Play
Philadelphia 76ers,2019,Nov 10,2018,/boxscores/201811100MEM.html,False,Memphis Grizzlies,106,112,L,"Muscala,Mike",Did Not Play
Philadelphia 76ers,2019,Nov 12,2018,/boxscores/201811120MIA.html,False,Miami Heat,124,114,W,"Bolden,Jonah",Did Not Play
Philadelphia 76ers,2019,Nov 12,2018,/boxscores/201811120MIA.html,False,Miami Heat,124,114,W,"Jackson,Demetrius",Did Not Play
Philadelphia 76ers,2019,Nov 12,2018,/boxscores/201811120MIA.html,False,Miami Heat,124,114,W,"Milton,Shake",Did Not Play
Philadelphia 76ers,2019,Nov 14,2018,/boxscores/201811140ORL.html,False,Orlando Magic,106,111,L,"Jackson,Demetrius",Did Not Play
Philadelphia 76ers,2019,Nov 14,2018,/boxscores/201811140ORL.html,False,Orlando Magic,106,111,L,"McConnell,T.J.",Did Not Play
Philadelphia 76ers,2019,Nov 14,2018,/boxscores/201811140ORL.html,False,Orlando Magic,106,111,L,"Bolden,Jonah",Did Not Play
Philadelphia 76ers,2019,Nov 16,2018,/boxscores/201811160PHI.html,False,Utah Jazz,113,107,W,"McConnell,T.J.",Did Not Play
Philadelphia 76ers,2019,Nov 17,2018,/boxscores/201811170CHO.html,False,Charlotte Hornets,122,119,W,"McConnell,T.J.",Did Not Play
Philadelphia 76ers,2019,Nov 21,2018,/boxscores/201811210PHI.html,False,New Orleans Pelicans,121,120,W,"Milton,Shake",Did Not Play
Philadelphia 76ers,2019,Nov 21,2018,/boxscores/201811210PHI.html,False,New Orleans Pelicans,121,120,W,"Jackson,Demetrius",Did Not Play
Philadelphia 76ers,2019,Nov 23,2018,/boxscores/201811230PHI.html,False,Cleveland Cavaliers,112,121,L,"Korkmaz,Furkan",Did Not Play
Philadelphia 76ers,2019,Nov 23,2018,/boxscores/201811230PHI.html,False,Cleveland Cavaliers,112,121,L,"Milton,Shake",Did Not Play
Philadelphia 76ers,2019,Nov 23,2018,/boxscores/201811230PHI.html,False,Cleveland Cavaliers,112,121,L,"Jackson,Demetrius",Did Not Play
Philadelphia 76ers,2019,Nov 25,2018,/boxscores/201811250BRK.html,False,Brooklyn Nets,127,125,W,"Johnson,Amir",Did Not Play
Philadelphia 76ers,2019,Nov 25,2018,/boxscores/201811250BRK.html,False,Brooklyn Nets,127,125,W,"Milton,Shake",Did Not Play
Philadelphia 76ers,2019,Nov 25,2018,/boxscores/201811250BRK.html,False,Brooklyn Nets,127,125,W,"Jackson,Demetrius",Did Not Play
Philadelphia 76ers,2019,Dec 2,2018,/boxscores/201812020PHI.html,False,Memphis Grizzlies,103,95,L,"Jackson,Demetrius",Did Not Play
Philadelphia 76ers,2019,Dec 2,2018,/boxscores/201812020PHI.html,False,Memphis Grizzlies,103,95,L,"Milton,Shake",Did Not Play
Philadelphia 76ers,2019,Dec 5,2018,/boxscores/201812050TOR.html,False,Toronto Raptors,102,113,L,"Bolden,Jonah",Did Not Play
Philadelphia 76ers,2019,Dec 5,2018,/boxscores/201812050TOR.html,False,Toronto Raptors,102,113,L,"Johnson,Amir",Did Not Play
Philadelphia 76ers,2019,Dec 7,2018,/boxscores/201812070DET.html,False,Detroit Pistons,117,111,W,"Patton,Justin",Did Not Play
Philadelphia 76ers,2019,Dec 10,2018,/boxscores/201812100PHI.html,False,Detroit Pistons,116,102,W,"Patton,Justin",Did Not Dress
Philadelphia 76ers,2019,Dec 12,2018,/boxscores/201812120PHI.html,False,Brooklyn Nets,124,127,L,"Muscala,Mike",Did Not Dress
Philadelphia 76ers,2019,Dec 12,2018,/boxscores/201812120PHI.html,False,Brooklyn Nets,124,127,L,"Jackson,Demetrius",Did Not Play
Philadelphia 76ers,2019,Dec 12,2018,/boxscores/201812120PHI.html,False,Brooklyn Nets,124,127,L,"Patton,Justin",Did Not Dress
Philadelphia 76ers,2019,Dec 14,2018,/boxscores/201812140PHI.html,False,Indiana Pacers,101,113,L,"Johnson,Amir",Did Not Play
Philadelphia 76ers,2019,Dec 14,2018,/boxscores/201812140PHI.html,False,Indiana Pacers,101,113,L,"Bolden,Jonah",Did Not Play
Philadelphia 76ers,2019,Dec 14,2018,/boxscores/201812140PHI.html,False,Indiana Pacers,101,113,L,"Patton,Justin",Did Not Dress
Philadelphia 76ers,2019,Dec 25,2018,/boxscores/201812250BOS.html,False,Boston Celtics,114,121,L,"Jackson,Demetrius",Did Not Play
Philadelphia 76ers,2019,Dec 25,2018,/boxscores/201812250BOS.html,False,Boston Celtics,114,121,L,"Johnson,Amir",Did Not Play
Philadelphia 76ers,2019,Dec 25,2018,/boxscores/201812250BOS.html,False,Boston Celtics,114,121,L,"Milton,Shake",Did Not Play
Philadelphia 76ers,2019,Dec 25,2018,/boxscores/201812250BOS.html,False,Boston Celtics,114,121,L,"Bolden,Jonah",Did Not Play
Philadelphia 76ers,2019,Dec 30,2018,/boxscores/201812300POR.html,False,Portland Trail Blazers,95,129,W,"Embiid,Joel",Did Not Dress
Philadelphia 76ers,2019,Jan 1,2019,/boxscores/201901010LAC.html,False,Los Angeles Clippers,119,113,W,"Jackson,Demetrius",Did Not Play
Philadelphia 76ers,2019,Jan 1,2019,/boxscores/201901010LAC.html,False,Los Angeles Clippers,119,113,W,"Johnson,Amir",Did Not Play
Philadelphia 76ers,2019,Jan 2,2019,/boxscores/201901020PHO.html,False,Phoenix Suns,132,127,W,"Johnson,Amir",Did Not Play
Philadelphia 76ers,2019,Jan 2,2019,/boxscores/201901020PHO.html,False,Phoenix Suns,132,127,W,"Chandler,Wilson",Did Not Dress
Philadelphia 76ers,2019,Jan 5,2019,/boxscores/201901050PHI.html,False,Dallas Mavericks,106,100,W,"Patton,Justin",Did Not Dress
Philadelphia 76ers,2019,Jan 5,2019,/boxscores/201901050PHI.html,False,Dallas Mavericks,106,100,W,"Johnson,Amir",Did Not Play
Philadelphia 76ers,2019,Jan 5,2019,/boxscores/201901050PHI.html,False,Dallas Mavericks,106,100,W,"Jackson,Demetrius",Did Not Play
Philadelphia 76ers,2019,Jan 9,2019,/boxscores/201901090WAS.html,False,Washington Wizards,106,123,L,"Redick,J.J.",Did Not Dress
Philadelphia 76ers,2019,Jan 9,2019,/boxscores/201901090WAS.html,False,Washington Wizards,106,123,L,"Johnson,Amir",Did Not Play
Philadelphia 76ers,2019,Jan 11,2019,/boxscores/201901110PHI.html,False,Atlanta Hawks,121,123,L,"Milton,Shake",Did Not Play
Philadelphia 76ers,2019,Jan 11,2019,/boxscores/201901110PHI.html,False,Atlanta Hawks,121,123,L,"Johnson,Amir",Did Not Dress
Philadelphia 76ers,2019,Jan 13,2019,/boxscores/201901130NYK.html,False,New York Knicks,108,105,W,"Milton,Shake",Did Not Play
Philadelphia 76ers,2019,Jan 13,2019,/boxscores/201901130NYK.html,False,New York Knicks,108,105,W,"Highsmith,Haywood",Did Not Play
Philadelphia 76ers,2019,Jan 13,2019,/boxscores/201901130NYK.html,False,New York Knicks,108,105,W,"Johnson,Amir",Did Not Play
Philadelphia 76ers,2019,Jan 17,2019,/boxscores/201901170IND.html,False,Indiana Pacers,120,96,L,"Brewer,Corey",Did Not Play
Philadelphia 76ers,2019,Jan 17,2019,/boxscores/201901170IND.html,False,Indiana Pacers,120,96,L,"Johnson,Amir",Did Not Play
