Team,Season,Date,Year,ID Partido,Local,Opponent,Team Points,Opponent Points,Result,Name,Reason
Philadelphia 76ers,2016,Oct 28,2015,/boxscores/201510280BOS.html,False,Boston Celtics,95,112,W,"Marshall,Kendall",Did Not Dress
Philadelphia 76ers,2016,Oct 28,2015,/boxscores/201510280BOS.html,False,Boston Celtics,95,112,W,"Covington,Robert",Did Not Dress
Philadelphia 76ers,2016,Oct 28,2015,/boxscores/201510280BOS.html,False,Boston Celtics,95,112,W,"Stauskas,Nik",Did Not Play
Philadelphia 76ers,2016,Oct 30,2015,/boxscores/201510300PHI.html,False,Utah Jazz,71,99,L,"Marshall,Kendall",Did Not Play
Philadelphia 76ers,2016,Oct 30,2015,/boxscores/201510300PHI.html,False,Utah Jazz,71,99,L,"Covington,Robert",Did Not Play
Philadelphia 76ers,2016,Nov 2,2015,/boxscores/201511020PHI.html,False,Cleveland Cavaliers,100,107,L,"Marshall,Kendall",Did Not Dress
Philadelphia 76ers,2016,Nov 4,2015,/boxscores/201511040MIL.html,False,Milwaukee Bucks,87,91,L,"Wood,Christian",Did Not Play
Philadelphia 76ers,2016,Nov 4,2015,/boxscores/201511040MIL.html,False,Milwaukee Bucks,87,91,L,"Marshall,Kendall",Did Not Dress
Philadelphia 76ers,2016,Nov 4,2015,/boxscores/201511040MIL.html,False,Milwaukee Bucks,87,91,L,"Covington,Robert",Not With Team
Philadelphia 76ers,2016,Nov 6,2015,/boxscores/201511060CLE.html,False,Cleveland Cavaliers,102,108,L,"Covington,Robert",Not With Team
Philadelphia 76ers,2016,Nov 6,2015,/boxscores/201511060CLE.html,False,Cleveland Cavaliers,102,108,L,"Marshall,Kendall",Did Not Dress
Philadelphia 76ers,2016,Nov 7,2015,/boxscores/201511070PHI.html,False,Orlando Magic,97,105,W,"Covington,Robert",Did Not Dress
Philadelphia 76ers,2016,Nov 7,2015,/boxscores/201511070PHI.html,False,Orlando Magic,97,105,W,"Marshall,Kendall",Did Not Play
Philadelphia 76ers,2016,Nov 9,2015,/boxscores/201511090PHI.html,False,Chicago Bulls,88,111,W,"Covington,Robert",Did Not Dress
Philadelphia 76ers,2016,Nov 9,2015,/boxscores/201511090PHI.html,False,Chicago Bulls,88,111,W,"Noel,Nerlens",Did Not Dress
Philadelphia 76ers,2016,Nov 9,2015,/boxscores/201511090PHI.html,False,Chicago Bulls,88,111,W,"Marshall,Kendall",Did Not Dress
Philadelphia 76ers,2016,Nov 11,2015,/boxscores/201511110PHI.html,False,Toronto Raptors,103,119,L,"Holmes,Richaun",Did Not Dress
Philadelphia 76ers,2016,Nov 11,2015,/boxscores/201511110PHI.html,False,Toronto Raptors,103,119,L,"Landry,Carl",Did Not Dress
Philadelphia 76ers,2016,Nov 11,2015,/boxscores/201511110PHI.html,False,Toronto Raptors,103,119,L,"Noel,Nerlens",Did Not Dress
Philadelphia 76ers,2016,Nov 11,2015,/boxscores/201511110PHI.html,False,Toronto Raptors,103,119,L,"Covington,Robert",Did Not Dress
Philadelphia 76ers,2016,Nov 13,2015,/boxscores/201511130OKC.html,False,Oklahoma City Thunder,85,102,W,"Covington,Robert",Not With Team
Philadelphia 76ers,2016,Nov 13,2015,/boxscores/201511130OKC.html,False,Oklahoma City Thunder,85,102,W,"Landry,Carl",Did Not Dress
Philadelphia 76ers,2016,Nov 13,2015,/boxscores/201511130OKC.html,False,Oklahoma City Thunder,85,102,W,"Holmes,Richaun",Not With Team
Philadelphia 76ers,2016,Nov 14,2015,/boxscores/201511140SAS.html,False,San Antonio Spurs,83,92,L,"Covington,Robert",Not With Team
Philadelphia 76ers,2016,Nov 14,2015,/boxscores/201511140SAS.html,False,San Antonio Spurs,83,92,L,"Holmes,Richaun",Not With Team
Philadelphia 76ers,2016,Nov 14,2015,/boxscores/201511140SAS.html,False,San Antonio Spurs,83,92,L,"Landry,Carl",Did Not Dress
Philadelphia 76ers,2016,Nov 16,2015,/boxscores/201511160PHI.html,False,Dallas Mavericks,86,92,L,"Holmes,Richaun",Did Not Dress
Philadelphia 76ers,2016,Nov 16,2015,/boxscores/201511160PHI.html,False,Dallas Mavericks,86,92,L,"Landry,Carl",Did Not Dress
Philadelphia 76ers,2016,Nov 16,2015,/boxscores/201511160PHI.html,False,Dallas Mavericks,86,92,L,"Pressey,Phil",Did Not Play
Philadelphia 76ers,2016,Nov 16,2015,/boxscores/201511160PHI.html,False,Dallas Mavericks,86,92,L,"Wood,Christian",Did Not Play
Philadelphia 76ers,2016,Nov 18,2015,/boxscores/201511180PHI.html,False,Indiana Pacers,85,112,W,"Holmes,Richaun",Did Not Dress
